name,Min,Sh,SoT,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1
Mohamed-Elneny-,90.0,0.7326837868610819,0.0625,86.61668968099877,21.97601883004132,1.4211806137850074,1.4823698994677705,2.157270859581042,0.02105263157894737,0.02105263157894737,0.04596574710716083,1.9048596933005728,0.08395522388059701,70.77184474115285,77.53162151200749,90.09375,288.5478148767139,67.27939365729989,153.32504225695166,0.18820224719101125,0.3392951193820225
Mohamed-Salah-,90.0,4.367409964929411,2.0482969352890072,46.667899094276144,15.094125257032637,0.3146269269678054,0.20783055895415445,0.5610074070959867,0.7277867233409873,0.6650194147905462,0.2508982005115492,5.140065615311534,0.8859475295316261,23.666397801448422,32.06006629484278,73.74871794871794,114.5089546811883,35.5734715661445,158.45583743891757,2.5992051984564175,4.059020992183407
Molla-Wague-,90.0,0.42857142857142855,0.14285714285714285,45.450789388678025,6.97913217717839,0.8511391625615764,1.6442426108374384,0.34375,0.1285714285714286,0.1285714285714286,0.0,0.14285714285714285,0.0,25.24027144068481,34.446410906080914,69.08571428571429,245.9425750020189,21.28060395300008,36.55841678107082,0.0,0.21077283372365338
Morgan-Schneiderlin-,90.0,0.12523496240601503,0.0,58.883553094814026,17.00427276902387,2.1376850504885003,2.5093098967448424,1.477818193064411,0.003125,0.003125,0.009375000000000001,0.5416422716627635,0.0,40.70227476614877,50.30921488668504,80.859375,235.60214546407073,35.01318582072591,71.47021077921359,0.38985655737704916,0.5773565573770492
Moritz-Bauer-,90.0,0.21904761904761905,0.0857142857142857,39.928778467908906,13.877846790890267,1.819047619047619,0.6666666666666666,1.5942028985507244,0.02190476190476191,0.02190476190476191,0.0923809523809524,1.3714285714285712,0.0,18.5991718426501,31.264182194616975,59.24666666666666,172.71552795031056,19.313871635610766,79.70351966873706,0.4666666666666667,1.2596273291925466
Mousa-Dembele-,90.0,0.3779101514023331,0.10464135021097046,76.65351714820291,21.647751471389373,1.8236762054564808,1.431549278953665,1.0484906843157793,0.017326880119136263,0.017326880119136263,0.04180096056733258,1.9637581212094655,0.1,62.86165026141966,68.05657988536012,92.52333333333334,312.55471401009066,62.577801094730525,256.5289646548453,2.4045627487760637,2.6855410096456285
Moussa-Sissoko-,90.0,1.357129002563577,0.5947050084889643,81.77465017353383,16.27221244509185,1.2315245037709874,0.5203952977603159,1.7217584365717709,0.1987608349193178,0.1987608349193178,0.28857120701878763,4.6519228180492425,0.734375,54.32412410354206,70.71241524868431,78.02812500000003,239.78692336935526,55.99903795469889,221.33665004842732,1.8313577586206897,2.873458721405636
Muhamed-Besic-,90.0,0.0,0.0,58.851063829787236,15.74468085106383,2.9148936170212765,2.9148936170212765,3.9148936170212765,0.0,0.0,0.0,1.0,0.0,41.31914893617021,48.1063829787234,84.55000000000001,143.63829787234042,41.27659574468085,110.29787234042553,0.0,0.0
NGolo-Kante-,90.0,0.6943487550691143,0.13157894736842105,75.3257545228068,22.371581477433306,3.2953826359399114,2.7350446614389403,1.605263157894737,0.013157894736842105,0.013157894736842105,0.06524466245828475,2.1744385645314437,0.15944272445820432,57.1400860727377,64.34965394349253,88.08684210526316,243.5885135446248,55.36919525335781,190.45011071865386,1.2136222910216719,1.5820433436532508
Nacer-Chadli-,90.0,0.9415584415584416,0.3733766233766234,41.11525974025974,13.764069264069263,0.16666666666666666,0.0,2.054112554112554,0.03733766233766234,0.03733766233766234,0.0,2.581709956709957,0.0,25.462121212121215,34.275162337662344,69.48333333333333,87.5349025974026,30.916937229437227,81.8887987012987,2.3011363636363638,3.433441558441558
Nacho-Monreal-,90.0,0.9159663865546219,0.3445378151260504,79.59268672503967,11.262149615090792,1.915966386554622,2.2373949579831933,1.4285714285714286,0.06890756302521008,0.06890756302521008,0.08634453781512606,1.1407563025210083,0.18907563025210083,61.22787506611036,70.00199800199799,86.64642857142856,399.7288153023447,51.38295528001411,144.522521596051,0.10714285714285714,0.2857142857142857
Nahki-Wells-,90.0,3.625,1.25,108.5625,33.75,1.125,0.0,0.0,0.5,0.5,0.0,0.0,0.0,50.875,66.0625,81.55000000000001,47.1875,49.6875,122.8125,6.0,6.0
Nathan-Ake-,90.0,0.5526315789473685,0.21052631578947367,54.08877615726061,8.11857958148383,1.3157894736842106,1.3706404565630943,1.7894736842105263,0.05789473684210528,0.05789473684210528,0.05263157894736842,0.5285351934051997,0.10526315789473684,35.66518706404566,43.31230183893469,80.8263157894737,268.53455928979076,29.224159797083068,106.26918199112238,0.13157894736842105,0.15789473684210525
Nathan-Dyer-,90.0,1.0486995632125002,0.48022598870056493,50.49029034036956,24.406804190660594,1.5473847262444667,1.3620370979034153,1.550042142109696,0.040815805595262405,0.040815805595262405,0.03245924875974487,1.8549059440699283,0.4166666666666667,29.657090895353818,37.689702498678436,79.19166666666666,77.23179259558844,40.429765822604246,168.35003276553377,1.823558521735915,2.847040846780521
Nathan-Redmond-,90.0,3.231140299808438,1.9785117185496692,62.359289209440206,23.369126057110652,1.5332705881105368,0.6318658443372481,1.404979697778532,0.09733418646064435,0.09733418646064435,0.1476523134936689,2.9537864608119264,0.26332885892407665,31.680846320526665,46.55799134787023,69.20322580645161,130.8262910642978,47.77103378488491,222.32752311899497,3.260578912669111,5.338578879992757
Nathaniel-Chalobah-,90.0,2.0952380952380953,0.7142857142857143,47.69047619047618,12.523809523809524,1.5,1.9285714285714286,2.0,0.15476190476190477,0.15476190476190477,0.0,0.3333333333333333,0.0,25.19047619047619,36.714285714285715,69.38333333333334,152.88095238095238,30.857142857142858,114.14285714285715,1.0476190476190477,2.3095238095238098
Nathaniel-Clyne-,90.0,0.0,0.0,73.36610169491524,14.435028248587571,0.8418079096045198,0.3333333333333333,1.1751412429378532,0.0,0.0,0.1016949152542373,1.7084745762711862,0.0,53.10621468926553,67.79887005649717,77.8,261.10282485875706,44.64632768361582,81.58531073446328,0.0,0.8418079096045198
Nemanja-Matic-,90.0,0.6153846153846154,0.05128205128205128,82.37917637917637,18.321012321012322,2.1496281496281497,1.9274059274059272,2.1411921411921413,0.017948717948717947,0.017948717948717947,0.04275724275724276,1.5427905427905428,0.15384615384615385,62.22033522033522,71.86169386169387,84.95128205128206,319.4054834054834,56.73248973248974,204.49161949161947,0.9230769230769231,1.2607392607392607
