name,Min,Sh,SoT,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1,injured games
Ablie Jallow,90.0,2.2881355932203387,0.0,45.16949152542373,3.8877118644067794,1.25,2.77542372881356,1.5254237288135593,0.15254237288135594,0.15254237288135594,0.125,2.9131355932203387,0.0,23.728813559322035,30.52966101694915,77.25,91.19703389830508,37.88135593220339,70.41313559322035,2.15042372881356,2.77542372881356,0
Achraf Hakimi,90.0,0.5303030303030303,0.3333333333333333,62.32948335817189,18.73646299056136,1.9166666666666667,1.0833333333333333,1.5699205166418282,0.041666666666666664,0.041666666666666664,0.03333333333333333,1.5303030303030305,0.08333333333333333,42.75086934923,52.25260804769001,81.83333333333333,241.90126676602085,46.17858917039246,158.8853700943865,2.4731743666169894,3.2231743666169894,0
Achraf Lazaar,90.0,1.3759228876127976,0.951394585726005,56.69173455320993,24.94300135290693,2.9431977559607287,0.7830141129032258,4.563826650943397,0.10386587366694013,0.10386587366694013,0.07391304347826089,1.3771758357260049,0.0,26.211067952975732,36.30800981271005,71.725,98.3954935215936,43.61016567734658,166.89880311979016,4.265221236669402,6.735331586242029,0
Adam Lallana,90.0,3.6002122112893225,0.0,148.9966042219714,36.232477742575654,0.5454545454545454,0.4797570850202429,2.7519108798178564,0.5244810269290074,0.5244810269290074,0.12044320428653355,4.557154901402146,0.2472527472527473,94.48897996128721,117.23590301986872,77.93846153846154,314.96526759654057,109.53955576247498,319.8296075099932,5.0763233094934455,5.967931701101836,8
Adam Marusic,90.0,1.3734350833700235,0.5318237452699213,53.04004209418711,11.711608630150694,1.261259709003491,1.10071199318715,1.6783481622568543,0.09916230294005443,0.09916230294005443,0.14841322203666465,2.600916674868369,0.3481012658227848,33.549857969965466,43.336739886811344,77.59062499999997,167.78832981257847,35.549310010306584,136.9387054316528,0.9626896231876432,2.397655615026961,0
Adam Masina,90.0,0.5961337610503935,0.08823529411764706,65.67341988650146,17.478169276113046,3.1208902091870123,1.8157654943023809,2.214657356508101,0.052941176470588235,0.052941176470588235,0.05796593169017832,1.4795065081676286,0.14705882352941174,40.86228176716497,53.03605976669553,76.03529411764707,318.924513408118,36.24226820475782,125.08817806880432,0.9964343311482838,1.5757380645675971,1
Adam Ounas,90.0,4.115259740259741,0.5357142857142857,96.38752319109464,26.57073283858998,2.525510204081633,0.0,1.7219387755102042,0.10714285714285714,0.10714285714285714,0.2257653061224489,11.900510204081636,1.0714285714285714,59.714749536178104,76.51878478664194,77.15714285714284,178.84438775510205,84.79522263450835,326.09833024118734,3.696428571428572,6.221938775510204,0
Adam Smith,90.0,0.5185185185185185,0.14814814814814814,61.7695450209448,14.431607979760274,2.0307328605200947,1.289992119779354,2.6747210816639706,0.022222222222222227,0.022222222222222227,0.0525925925925926,1.6058479532163743,0.1851851851851852,38.2240388204554,48.73212641532911,76.67777777777776,192.0046576251504,38.7147152751856,159.41381112355356,1.148148148148148,1.85925925925926,0
Adama Diakhaby,90.0,0.9883128859623952,0.25286832254404085,57.647117824032094,27.466877470957712,1.4833341937627411,2.493643496574124,3.9700202370522,0.12371570097744207,0.12371570097744207,0.05741013715302636,1.083758073128902,0.3409552897498312,15.02493741584509,38.264118314607856,58.03157894736843,36.749051327631726,35.402178258106325,170.4169153728162,0.9714212044317022,2.720391178224786,0
Adama Mbengue,90.0,0.8421052631578947,0.05263157894736842,58.49595141700405,16.82186234817814,3.4473684210526314,1.1781376518218625,1.9676113360323888,0.021052631578947368,0.021052631578947368,0.09554655870445346,1.7004048582995952,0.0,27.85222672064777,44.75506072874494,63.3578947368421,302.67004048582993,33.09919028340081,184.82995951417004,1.54251012145749,2.720647773279352,0
Adama Niane,90.0,3.3246226888649133,1.2449243061891284,37.896596711900074,18.599027224410783,0.6299935237596048,0.2219251336898396,0.7686623415728078,0.6887903821868914,0.6418206852171945,0.04020486555697824,2.268244699825205,0.16290231507622813,15.737887164933914,24.13090633316092,64.62424242424242,28.37615972030149,23.266020325235672,73.013531949291,0.9713250751118914,1.7817119133137893,0
Adama Soumaoro,90.0,0.08137432188065101,0.0,51.932753164556964,2.9851943942133814,0.8135171790235081,1.5377486437613015,2.294642857142857,0.0081374321880651,0.0081374321880651,0.0,0.14285714285714285,0.0,39.5873643761302,43.75113019891501,90.87857142857142,256.0766274864376,35.04859855334539,141.3815551537071,0.14285714285714285,0.21428571428571427,7
Aday,90.0,1.5547352902076068,0.7335982982534707,63.62248966846957,14.619863128071554,0.5777411636445148,1.0740735788607425,1.6511809255686527,0.10814543378925748,0.05258017844224741,0.12066658978203207,2.9046256639781505,0.11598746081504704,36.97695025049883,52.452704208824905,71.04137931034481,250.23181700782874,42.522005458451545,175.9971451792916,1.346197009413761,1.8256249091002807,2
Adel Taarabt,90.0,1.793001490688206,0.6546119775795916,56.89204036533517,14.316829153234847,1.0949980930444774,0.6039626269302409,0.7419297029689136,0.06642857142857142,0.06642857142857142,0.2787984100213001,4.444911806716071,0.4165775401069519,34.42378890622244,44.58655988662508,77.38636363636364,164.26799366257382,48.08221297797363,189.8040351438913,3.1315213531840227,4.310904178775273,0
Adem Ljajic,90.0,2.592089371980676,0.8166666666666667,63.969771635862244,16.61179931414421,0.8288377776897562,0.4212078651685393,1.240960715234042,0.1743478260869565,0.1743478260869565,0.33704954404820064,5.074816687194557,0.8898809523809523,41.843126431267606,53.4841073207341,78.36666666666666,214.4205863149073,47.929423097638775,208.63834251849042,2.3450637863070694,3.3964347224606133,3
Ademola Lookman,90.0,2.0276349797651343,0.7975806451612903,61.43013301974925,18.848875117851765,0.6725806451612903,0.6642857142857143,0.9735079887218046,0.22655664585191795,0.22655664585191795,0.3571315637885035,3.3503502754709102,0.5500039053346871,38.4861601704657,47.109512509877966,75.60999999999999,126.1869794759408,53.39029037982571,443.31112215103724,2.696222642102797,5.0867400264245415,0
Adil Rami,90.0,0.42424242424242425,0.060606060606060615,63.88826246965783,5.3791402396053565,1.062015503875969,1.5247044084253387,1.3423381097799705,0.0393939393939394,0.0393939393939394,0.0393939393939394,0.6680761099365751,0.12121212121212124,48.18330592749197,56.923811761021064,82.86666666666666,375.86719912301317,41.35580612324799,121.75781066478741,0.18181818181818185,0.2424242424242425,15
Admir Mehmedi,90.0,1.3827276228463266,0.5139318885448916,66.85742265354969,16.742617706315123,1.4138536551679914,1.7040793407649402,1.8273966893644944,0.09239664906210164,0.09239664906210164,0.11998342215060485,3.6619290300887855,0.4650396043584898,41.78026240256607,54.585508951782465,74.04117647058824,224.1631431003308,42.73029283047385,146.19894399534178,1.1532156368221942,2.4133966322973075,1
Adnan Januzaj,90.0,3.5953532173039955,0.5626577156090917,51.85437183875186,19.79108978341091,0.7836818921208099,1.2214620740362772,0.6005729570196083,0.30239068100591776,0.30239068100591776,0.20090383586006771,5.167404495302873,0.7302332535491621,24.877096602119927,32.97116013797803,74.54137931034481,142.94761692615273,47.03664210516008,233.44428124164463,3.244277423523556,6.0145078478211795,4
Adrian Mariappa,90.0,0.5422077922077922,0.07142857142857142,53.49409061702915,7.251161988578995,1.535637793348224,1.8716305112749745,1.6723098330241188,0.05064935064935066,0.05064935064935066,0.008229813664596273,0.33229813664596275,0.0,33.022683115770505,43.670755647222784,75.29642857142858,299.2075606445386,27.25105594234423,56.375804908306506,0.22193877551020408,0.3290816326530613,10
Adrian Stoian,90.0,0.7924122535493376,0.25506032771974313,56.86405721469923,17.450437272831294,1.2266732507338525,1.0151916860947807,1.7930872587310347,0.08816951365728617,0.0613837993715719,0.0627949225789111,1.8429976187294728,0.2412610877684407,26.220962560189857,43.57200647986447,59.51562500000002,224.96317772672873,43.404963388568156,182.4051953512461,1.5737549949217169,2.91409167384402,5
Adrien Hunou,90.0,1.9322954079162868,0.6429828752483214,44.77647225638933,21.83474633739532,1.3035152143199915,0.8290491137515371,1.8691322896002085,0.491824436821545,0.491824436821545,0.022049689440993787,1.619050198215353,0.13664596273291926,25.06973889883297,32.177641778770536,78.11304347826086,65.74344083287129,29.374892292926926,85.56770066768034,0.5248778956699885,1.5631966977837015,0
Adrien Rabiot,90.0,0.9301160152818376,0.2647527910685805,93.34987886444048,14.994003722910795,1.91173495068986,1.2410742325036632,0.9551316186220752,0.046697418156191946,0.046697418156191946,0.14652449822904368,2.2046096983170247,0.34061393152302244,76.20831109048476,84.16941200712773,89.85454545454544,331.9743236886498,73.30535711058437,280.55079406916593,1.0548641852492402,1.3407006058818995,13
Adrien Silva,90.0,0.927335940895263,0.13333333333333333,116.5128077306542,23.227535342689876,4.770473195797224,1.0822379016795771,7.184615384615384,0.015897435897435898,0.015897435897435898,0.6533333333333332,13.542907175908173,6.1589743589743575,68.12050259477978,93.47326993378836,81.27333333333334,422.8946238208452,73.4936472633382,313.3358130735997,0.4215686274509804,6.8431372549019605,4
Adrien Thomasson,90.0,2.3084124507761103,0.7410193025626179,63.18029959060792,23.201388206128932,2.9371619526961035,0.5940883565210198,2.255612875773974,0.2397139181599945,0.2397139181599945,0.08716232412507313,2.434611144637969,0.2235142118863049,38.99615102393998,50.13468042833704,76.21111111111111,172.071862023211,44.41299007282217,116.83467566981912,0.7465134325748137,1.3925195914486193,0
Afonso Figueiredo,90.0,0.0,0.0,78.4132530120482,24.40873493975904,0.375,0.0,18.43373493975904,0.0,0.0,0.0,0.8,0.0,44.39156626506024,56.32831325301205,74.11999999999998,236.3355421686747,43.440963855421685,51.23493975903614,0.775,0.775,0
