,name,Round,Min,Sh,SoT,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1
0,Lionel-Messi-,Supercopa de España,90,,,,,,,,,,,,,,,,,,,,
1,Lionel-Messi-,Supercopa de España,90,,,,,,,,,,,,,,,,,,,,
2,Lionel-Messi-,Matchweek 1,90,10,1,84,14,0,0,2,0.7,0.7,0.2,6,1,48,63,76.2,195,67,263,7,11
3,Lionel-Messi-,Matchweek 2,90,9,5,89,18,0,0,1,1.7,1.0,0.2,8,0,55,67,82.1,284,80,229,6,9
4,Lionel-Messi-,WCQ — CONMEBOL (M),90,,,,,,,,,,,,,,,,,,,,
5,Lionel-Messi-,WCQ — CONMEBOL (M),90,,,,,,,,,,,,,,,,,,,,
6,Lionel-Messi-,Matchweek 3,90,8,3,77,13,1,1,1,1.4,1.4,0.9,8,2,48,61,78.7,324,63,280,8,10
7,Lionel-Messi-,Group stage,90,5,3,,,,0,,,,,,,,,,,,,,
8,Lionel-Messi-,Matchweek 4,90,3,1,65,13,0,0,2,0.1,0.1,0.2,3,1,38,54,70.4,209,61,172,7,8
9,Lionel-Messi-,Matchweek 5,90,7,6,57,12,0,0,0,1.6,0.8,0.0,5,4,32,41,78.0,220,50,306,4,6
10,Lionel-Messi-,Matchweek 6,90,3,2,53,11,0,0,0,0.2,0.2,0.2,7,2,32,42,76.2,179,44,86,3,4
11,Lionel-Messi-,Group stage,90,5,2,,,,0,,,,,,,,,,,,,,
12,Lionel-Messi-,Matchweek 7,90,10,6,65,22,2,0,0,1.7,1.7,0.5,9,2,36,48,75.0,319,64,299,9,11
13,Lionel-Messi-,WCQ — CONMEBOL (M),90,,,,,,,,,,,,,,,,,,,,
14,Lionel-Messi-,WCQ — CONMEBOL (M),90,,,,,,,,,,,,,,,,,,,,
15,Lionel-Messi-,Matchweek 8,90,6,2,71,7,0,1,0,0.5,0.5,0.2,7,0,41,52,78.8,212,72,329,9,15
16,Lionel-Messi-,Group stage,90,7,3,,,,0,,,,,,,,,,,,,,
17,Lionel-Messi-,Matchweek 9,90,3,1,64,11,0,0,1,0.3,0.3,0.2,5,1,38,48,79.2,137,63,285,6,9
18,Lionel-Messi-,,,,,,,,,,,,,,,,,,,,,,
19,Lionel-Messi-,Matchweek 10,90,4,2,65,12,0,0,1,0.6,0.6,0.6,10,1,36,47,76.6,205,62,310,7,10
20,Lionel-Messi-,Group stage,90,7,5,,,,0,,,,,,,,,,,,,,
21,Lionel-Messi-,Matchweek 11,90,5,2,78,8,0,0,0,0.3,0.3,0.4,6,1,49,65,75.4,346,76,188,8,12
22,Lionel-Messi-,Friendlies (M),90,,,,,,,,,,,,,,,,,,,,
23,Lionel-Messi-,Matchweek 12,90,3,1,51,14,0,0,0,0.1,0.1,0.3,5,2,32,42,76.2,139,48,151,3,7
24,Lionel-Messi-,Group stage,34,1,0,,,,0,,,,,,,,,,,,,,
25,Lionel-Messi-,Matchweek 13,90,4,2,121,12,0,0,1,0.2,0.2,0.2,6,1,76,101,75.2,432,103,339,3,8
26,Lionel-Messi-,,,,,,,,,,,,,,,,,,,,,,
27,Lionel-Messi-,Matchweek 14,90,11,3,91,6,0,0,0,1.5,1.5,0.5,6,1,53,72,73.6,354,83,294,5,6
28,Lionel-Messi-,Group stage,29,3,2,,,,0,,,,,,,,,,,,,,
29,Lionel-Messi-,Matchweek 15,90,6,2,105,15,1,0,1,1.0,1.0,0.4,11,1,69,87,79.3,286,96,346,8,10
30,Lionel-Messi-,Matchweek 16,90,10,2,82,6,0,0,0,2.4,1.6,0.9,10,2,49,59,83.1,303,63,379,5,7
31,Lionel-Messi-,Matchweek 17,90,3,2,68,28,1,0,4,0.9,0.2,1.6,12,2,51,58,87.9,196,63,159,4,6
32,Lionel-Messi-,,,,,,,,,,,,,,,,,,,,,,
33,Lionel-Messi-,Matchweek 18,90,5,2,73,7,0,1,0,0.4,0.4,0.7,7,3,45,58,77.6,250,67,176,6,8
34,Lionel-Messi-,Round of 16,58,,,,,,,,,,,,,,,,,,,,
35,Lionel-Messi-,Matchweek 19,90,5,2,49,13,0,0,0,0.2,0.2,0.1,6,1,29,40,72.5,165,40,148,4,5
36,Lionel-Messi-,Quarter-finals,90,,,,,,,,,,,,,,,,,,,,
37,Lionel-Messi-,Matchweek 20,90,4,2,67,14,0,0,0,1.1,1.1,0.5,8,2,48,59,81.4,250,66,322,8,8
38,Lionel-Messi-,Quarter-finals,90,,,,,,,,,,,,,,,,,,,,
39,Lionel-Messi-,Matchweek 21,90,6,6,77,7,0,0,1,0.5,0.5,0.4,5,0,44,62,71.0,348,61,312,4,4
40,Lionel-Messi-,Semi-finals,90,,,,,,,,,,,,,,,,,,,,
41,Lionel-Messi-,Matchweek 22,31,0,0,18,3,0,0,0,0.0,0.0,0.1,1,1,5,13,38.5,33,15,23,2,2
42,Lionel-Messi-,Semi-finals,90,,,,,,,,,,,,,,,,,,,,
43,Lionel-Messi-,Matchweek 23,90,4,2,72,6,0,0,1,0.1,0.1,0.1,6,0,46,61,75.4,291,63,253,3,3
44,Lionel-Messi-,Matchweek 24,90,4,2,53,16,1,0,0,1.0,1.0,0.9,7,2,31,37,83.8,190,47,134,3,8
45,Lionel-Messi-,Round of 16,90,1,1,,,,0,,,,,,,,,,,,,,
46,Lionel-Messi-,Matchweek 25,90,7,5,63,7,1,0,0,0.9,0.9,0.4,9,2,41,54,75.9,275,69,230,9,10
47,Lionel-Messi-,Matchweek 26,90,4,2,57,11,2,0,0,0.3,0.3,0.5,8,2,31,42,73.8,194,56,313,4,6
48,Lionel-Messi-,Matchweek 27,90,4,2,76,21,0,1,1,0.3,0.3,0.3,8,1,50,61,82.0,237,60,269,4,5
49,Lionel-Messi-,,,,,,,,,,,,,,,,,,,,,,
50,Lionel-Messi-,Round of 16,90,3,3,,,,1,,,,,,,,,,,,,,
51,Lionel-Messi-,Matchweek 29,90,9,5,56,15,1,0,0,0.6,0.6,0.1,10,1,30,39,76.9,117,55,203,6,9
52,Lionel-Messi-,Friendlies (M),"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
53,Lionel-Messi-,Matchweek 30,32,4,2,34,2,0,1,0,0.2,0.2,0.0,1,0,17,24,70.8,87,34,184,3,4
54,Lionel-Messi-,Quarter-finals,90,7,3,,,,0,,,,,,,,,,,,,,
55,Lionel-Messi-,Matchweek 31,90,7,5,74,7,0,0,0,1.2,1.2,0.7,4,1,47,59,79.7,315,75,277,8,12
56,Lionel-Messi-,Quarter-finals,90,5,2,,,,2,,,,,,,,,,,,,,
57,Lionel-Messi-,Matchweek 32,90,6,2,86,13,0,1,0,0.5,0.5,0.4,6,0,64,75,85.3,334,80,394,3,3
58,Lionel-Messi-,Matchweek 33,30,1,0,20,4,1,0,0,0.0,0.0,0.0,1,0,15,17,88.2,85,20,108,0,0
59,Lionel-Messi-,Final,90,,,,,,,,,,,,,,,,,,,,
60,Lionel-Messi-,Matchweek 35,90,9,5,99,9,1,0,0,1.5,1.5,0.7,10,1,72,82,87.8,389,83,290,7,8
61,Lionel-Messi-,Matchweek 36,90,5,3,79,22,1,0,1,0.7,0.7,0.3,6,1,50,61,82.0,199,57,203,3,7
62,Lionel-Messi-,Matchweek 34,90,4,1,89,11,0,1,0,0.5,0.5,0.0,4,1,68,79,86.1,436,74,228,4,4
63,Lionel-Messi-,,,,,,,,,,,,,,,,,,,,,,
64,Lionel-Messi-,Matchweek 38,23,1,1,19,3,0,0,1,0.0,0.0,0.3,3,0,16,17,94.1,128,17,148,1,1
65,Lionel-Messi-,Friendlies (M),90,,,,,,,,,,,,,,,,,,,,
66,Lionel-Messi-,Group stage,90,10,2,98,4,1,0,0,1.1,0.3,0.2,11,0,59,70,84.3,344,94,471,4,7
67,Lionel-Messi-,Group stage,90,1,0,38,22,2,0,1,0.3,0.3,0.1,4,0,23,29,79.3,128,37,146,4,4
68,Lionel-Messi-,Group stage,90,2,1,75,15,1,0,2,0.2,0.2,0.2,4,0,50,64,78.1,186,70,233,10,12
69,Lionel-Messi-,Round of 16,90,4,1,56,25,0,0,2,0.2,0.2,0.3,6,2,31,39,79.5,203,50,157,3,5
70,Lionel-Messi-,,5367,255,120,2714,479,17,10,24,27.2,23.4,14.6,259,45,1695,2149,78.9,9524,2448,9637,205,284
71,Luis-Suarez-,Supercopa de España,90,,,,,,,,,,,,,,,,,,,,
72,Luis-Suarez-,Supercopa de España,90,,,,,,,,,,,,,,,,,,,,
73,Luis-Suarez-,WCQ — CONMEBOL (M),82,,,,,,,,,,,,,,,,,,,,
74,Luis-Suarez-,WCQ — CONMEBOL (M),89,,,,,,,,,,,,,,,,,,,,
75,Luis-Suarez-,Matchweek 3,90,7,3,52,8,1,0,0,1.3,1.3,0.6,4,1,22,31,71.0,60,27,77,1,2
76,Luis-Suarez-,Group stage,90,2,1,,,,0,,,,,,,,,,,,,,
77,Luis-Suarez-,Matchweek 4,90,0,0,31,13,1,0,1,0.0,0.0,0.0,0,0,14,20,70.0,0,20,55,0,3
78,Luis-Suarez-,Matchweek 5,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
79,Luis-Suarez-,Matchweek 6,90,2,1,30,10,0,0,1,0.5,0.5,0.0,2,1,14,20,70.0,72,25,93,1,2
80,Luis-Suarez-,Group stage,89,3,2,,,,0,,,,,,,,,,,,,,
81,Luis-Suarez-,Matchweek 7,90,5,1,36,31,0,1,1,0.4,0.4,0.5,7,1,17,26,65.4,118,34,124,4,6
82,Luis-Suarez-,WCQ — CONMEBOL (M),90,,,,,,,,,,,,,,,,,,,,
83,Luis-Suarez-,WCQ — CONMEBOL (M),90,,,,,,,,,,,,,,,,,,,,
84,Luis-Suarez-,Matchweek 8,90,5,3,59,5,0,0,0,0.5,0.5,0.1,3,0,36,44,81.8,75,51,50,3,6
85,Luis-Suarez-,Group stage,90,5,3,,,,0,,,,,,,,,,,,,,
86,Luis-Suarez-,Matchweek 9,83,3,0,38,12,0,0,0,0.6,0.6,0.0,1,0,23,31,74.2,71,35,73,2,4
87,Luis-Suarez-,,,,,,,,,,,,,,,,,,,,,,
88,Luis-Suarez-,Matchweek 10,90,6,1,38,18,0,0,0,0.6,0.6,0.5,5,1,16,26,61.5,55,27,102,2,2
89,Luis-Suarez-,Group stage,90,7,0,,,,0,,,,,,,,,,,,,,
90,Luis-Suarez-,Matchweek 11,90,2,1,50,12,0,0,0,0.5,0.5,0.0,1,0,27,39,69.2,77,38,133,1,4
91,Luis-Suarez-,Matchweek 12,90,5,3,50,13,3,1,0,1.1,1.1,0.0,2,0,24,29,82.8,44,37,69,1,3
92,Luis-Suarez-,Group stage,90,2,0,,,,0,,,,,,,,,,,,,,
93,Luis-Suarez-,Matchweek 13,90,2,2,37,5,0,0,0,0.1,0.1,0.1,2,0,22,32,68.8,26,33,47,1,2
94,Luis-Suarez-,,,,,,,,,,,,,,,,,,,,,,
95,Luis-Suarez-,Matchweek 14,90,3,2,63,14,2,0,0,0.5,0.5,0.3,6,1,38,49,77.6,74,55,130,3,4
96,Luis-Suarez-,Group stage,75,3,1,,,,0,,,,,,,,,,,,,,
97,Luis-Suarez-,Matchweek 15,90,4,2,36,9,0,1,0,1.2,1.2,0.0,1,1,20,28,71.4,28,30,33,1,2
98,Luis-Suarez-,Matchweek 16,90,5,3,56,19,0,1,3,1.9,1.9,1.0,11,0,26,34,76.5,92,38,150,2,6
99,Luis-Suarez-,Matchweek 17,90,5,3,40,15,1,0,0,1.3,1.3,0.1,3,0,24,31,77.4,44,29,106,2,3
100,Luis-Suarez-,,,,,,,,,,,,,,,,,,,,,,
101,Luis-Suarez-,Matchweek 18,90,5,3,37,10,1,0,0,0.6,0.6,0.0,3,0,18,23,78.3,37,25,32,0,1
102,Luis-Suarez-,Round of 16,90,,,,,,,,,,,,,,,,,,,,
103,Luis-Suarez-,Matchweek 19,90,4,2,48,19,0,1,0,0.5,0.5,0.5,5,2,29,36,80.6,71,30,46,0,3
104,Luis-Suarez-,Quarter-finals,32,,,,,,,,,,,,,,,,,,,,
105,Luis-Suarez-,Matchweek 20,90,3,3,49,17,1,0,0,0.5,0.5,1.4,5,2,27,36,75.0,128,34,101,1,3
106,Luis-Suarez-,Quarter-finals,90,,,,,,,,,,,,,,,,,,,,
107,Luis-Suarez-,Matchweek 21,90,4,3,49,11,0,0,0,0.4,0.4,0.0,3,1,24,34,70.6,21,28,63,0,2
108,Luis-Suarez-,Semi-finals,90,,,,,,,,,,,,,,,,,,,,
109,Luis-Suarez-,Matchweek 22,90,4,2,47,6,0,0,2,0.3,0.3,0.0,4,0,28,34,82.4,51,25,59,0,2
110,Luis-Suarez-,Semi-finals,90,,,,,,,,,,,,,,,,,,,,
111,Luis-Suarez-,Matchweek 23,90,3,1,34,4,0,0,1,0.6,0.6,0.1,1,0,16,24,66.7,59,21,50,1,2
112,Luis-Suarez-,Matchweek 24,90,2,1,42,12,0,0,1,0.8,0.8,0.3,5,1,23,28,82.1,109,36,66,4,5
113,Luis-Suarez-,Round of 16,90,2,1,,,,0,,,,,,,,,,,,,,
114,Luis-Suarez-,Matchweek 25,90,7,4,58,9,2,1,0,1.6,1.6,0.6,7,3,34,42,81.0,115,45,142,2,4
115,Luis-Suarez-,Matchweek 26,90,4,1,43,16,0,1,1,0.6,0.6,0.1,3,0,18,29,62.1,35,33,143,2,4
116,Luis-Suarez-,Matchweek 27,90,3,0,41,11,2,1,0,0.4,0.4,0.1,4,1,20,24,83.3,46,25,72,3,9
117,Luis-Suarez-,Matchweek 28,90,5,2,39,5,0,0,0,0.7,0.7,0.3,9,0,27,31,87.1,98,38,111,4,4
118,Luis-Suarez-,Round of 16,90,2,2,,,,1,,,,,,,,,,,,,,
119,Luis-Suarez-,,,,,,,,,,,,,,,,,,,,,,
120,Luis-Suarez-,Matchweek 30,90,7,3,45,13,1,0,1,1.0,1.0,0.0,6,0,28,33,84.8,18,32,65,1,1
121,Luis-Suarez-,Quarter-finals,90,5,3,,,,2,,,,,,,,,,,,,,
122,Luis-Suarez-,Matchweek 31,90,3,1,42,6,1,0,0,1.1,1.1,0.0,1,0,11,26,42.3,47,27,29,0,1
123,Luis-Suarez-,Quarter-finals,90,1,0,,,,0,,,,,,,,,,,,,,
124,Luis-Suarez-,Matchweek 32,90,1,1,47,19,1,0,0,0.4,0.4,0.5,6,0,29,34,85.3,134,40,169,0,4
125,Luis-Suarez-,Matchweek 33,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
126,Luis-Suarez-,Final,90,,,,,,,,,,,,,,,,,,,,
127,Luis-Suarez-,Matchweek 35,90,4,1,75,7,0,0,0,0.7,0.7,1.8,8,3,56,67,83.6,213,61,137,2,3
128,Luis-Suarez-,Matchweek 36,90,2,1,45,15,0,0,0,0.3,0.3,0.5,3,2,26,32,81.3,156,27,111,0,1
129,Luis-Suarez-,Matchweek 34,29,0,0,14,6,0,0,0,0.0,0.0,0.1,1,0,8,13,61.5,2,10,53,1,2
130,Luis-Suarez-,Matchweek 37,90,5,1,51,10,0,0,1,1.4,0.7,0.1,6,1,32,38,84.2,85,37,90,0,5
131,Luis-Suarez-,Matchweek 38,90,2,0,60,20,1,1,2,0.2,0.2,0.1,4,1,35,46,76.1,91,49,93,1,2
132,Luis-Suarez-,Friendlies (M),82,,,,,,,,,,,,,,,,,,,,
133,Luis-Suarez-,Group stage,90,4,1,52,15,0,2,1,0.6,0.6,0.1,4,0,21,29,72.4,73,32,85,1,4
134,Luis-Suarez-,Group stage,90,6,2,42,19,0,0,1,0.4,0.4,0.2,4,0,20,26,76.9,60,17,21,1,3
135,Luis-Suarez-,Group stage,90,1,1,32,6,0,0,0,0.1,0.1,0.4,2,0,17,25,68.0,60,24,73,0,0
136,Luis-Suarez-,Round of 16,90,3,1,47,9,0,1,2,0.1,0.1,0.1,2,1,18,32,56.3,70,33,113,3,6
137,Luis-Suarez-,,5241,168,73,1655,449,18,15,19,24.0,23.2,10.2,144,24,888,1182,75.1,2615,1208,3166,51,120
138,Ivan-Rakitic-,Supercopa de España,82,,,,,,,,,,,,,,,,,,,,
139,Ivan-Rakitic-,Supercopa de España,90,,,,,,,,,,,,,,,,,,,,
140,Ivan-Rakitic-,Matchweek 1,90,0,0,105,17,1,1,0,0.0,0.0,0.2,2,0,92,99,92.9,490,89,167,2,3
141,Ivan-Rakitic-,Matchweek 2,90,2,0,94,14,3,0,0,0.1,0.1,0.2,5,0,80,85,94.1,347,72,165,0,0
142,Ivan-Rakitic-,First round,54,,,,,,,,,,,,,,,,,,,,
143,Ivan-Rakitic-,Matchweek 3,90,3,2,96,19,3,1,3,0.4,0.4,0.7,5,2,79,84,94.0,423,70,167,0,0
144,Ivan-Rakitic-,Group stage,77,1,1,,,,0,,,,,,,,,,,,,,
145,Ivan-Rakitic-,Matchweek 4,77,0,0,78,9,0,0,1,0.0,0.0,0.0,0,0,70,73,95.9,270,67,282,1,2
146,Ivan-Rakitic-,Matchweek 5,25,0,0,19,4,1,1,0,0.0,0.0,0.0,0,0,13,16,81.3,46,13,49,0,0
147,Ivan-Rakitic-,Matchweek 6,90,1,1,75,26,0,2,2,0.0,0.0,0.2,2,0,58,68,85.3,261,58,71,0,0
148,Ivan-Rakitic-,Group stage,90,0,0,,,,0,,,,,,,,,,,,,,
149,Ivan-Rakitic-,Matchweek 7,45,3,1,38,13,0,0,0,0.2,0.2,0.0,3,2,32,34,94.1,137,35,110,0,0
150,Ivan-Rakitic-,First round,90,,,,,,,,,,,,,,,,,,,,
151,Ivan-Rakitic-,First round,90,,,,,,,,,,,,,,,,,,,,
152,Ivan-Rakitic-,Matchweek 8,79,0,0,85,13,0,1,1,0.0,0.0,0.0,1,0,68,81,84.0,274,74,264,0,0
153,Ivan-Rakitic-,Group stage,23,0,0,,,,1,,,,,,,,,,,,,,
154,Ivan-Rakitic-,Matchweek 9,90,1,0,76,26,0,0,1,0.0,0.0,0.1,3,0,66,71,93.0,321,61,151,1,1
155,Ivan-Rakitic-,Round of 32,15,,,,,,,,,,,,,,,,,,,,
156,Ivan-Rakitic-,Matchweek 10,90,1,1,69,21,0,3,2,0.0,0.0,0.1,4,0,44,59,74.6,200,56,134,2,2
157,Ivan-Rakitic-,Group stage,28,0,0,,,,1,,,,,,,,,,,,,,
158,Ivan-Rakitic-,Matchweek 11,90,1,0,73,21,1,1,2,0.0,0.0,0.5,4,1,49,61,80.3,261,55,201,1,1
159,Ivan-Rakitic-,Second round,90,,,,,,,,,,,,,,,,,,,,
160,Ivan-Rakitic-,Second round,90,,,,,,,,,,,,,,,,,,,,
161,Ivan-Rakitic-,Matchweek 12,90,0,0,84,13,0,1,1,0.0,0.0,0.0,1,0,63,74,85.1,275,64,163,1,1
162,Ivan-Rakitic-,Group stage,90,0,0,,,,2,,,,,,,,,,,,,,
163,Ivan-Rakitic-,Matchweek 13,68,1,1,72,12,0,0,2,0.0,0.0,0.1,2,0,57,68,83.8,218,60,90,0,0
164,Ivan-Rakitic-,,,,,,,,,,,,,,,,,,,,,,
165,Ivan-Rakitic-,Matchweek 14,79,1,0,87,16,2,1,3,0.0,0.0,0.2,5,0,69,82,84.1,382,72,91,0,0
166,Ivan-Rakitic-,Group stage,90,1,0,,,,7,,,,,,,,,,,,,,
167,Ivan-Rakitic-,Matchweek 15,90,2,0,86,15,1,0,3,0.1,0.1,0.0,0,0,72,80,90.0,309,73,113,2,2
168,Ivan-Rakitic-,Matchweek 16,90,0,0,72,38,3,4,2,0.0,0.0,0.1,2,0,59,67,88.1,577,46,93,0,0
169,Ivan-Rakitic-,Matchweek 17,90,0,0,72,27,1,0,1,0.0,0.0,0.1,2,1,60,67,89.6,215,57,237,3,5
170,Ivan-Rakitic-,Round of 16,20,,,,,,,,,,,,,,,,,,,,
171,Ivan-Rakitic-,Matchweek 18,90,1,0,114,16,0,1,2,0.0,0.0,0.2,4,0,97,108,89.8,647,91,280,0,1
172,Ivan-Rakitic-,Round of 16,90,,,,,,,,,,,,,,,,,,,,
173,Ivan-Rakitic-,Matchweek 19,90,0,0,59,26,2,0,2,0.0,0.0,0.1,1,0,44,51,86.3,302,45,77,1,2
174,Ivan-Rakitic-,Quarter-finals,37,,,,,,,,,,,,,,,,,,,,
175,Ivan-Rakitic-,Matchweek 20,90,2,2,80,13,2,2,4,0.5,0.5,0.1,2,1,65,69,94.2,356,52,84,0,0
176,Ivan-Rakitic-,Quarter-finals,89,,,,,,,,,,,,,,,,,,,,
177,Ivan-Rakitic-,Matchweek 21,90,0,0,106,25,2,6,3,0.0,0.0,0.0,0,0,82,97,84.5,536,79,220,2,2
178,Ivan-Rakitic-,Semi-finals,67,,,,,,,,,,,,,,,,,,,,
179,Ivan-Rakitic-,Matchweek 22,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
180,Ivan-Rakitic-,Semi-finals,90,,,,,,,,,,,,,,,,,,,,
181,Ivan-Rakitic-,Matchweek 23,90,0,0,99,23,2,0,0,0.0,0.0,0.0,2,0,86,93,92.5,474,76,167,1,1
182,Ivan-Rakitic-,Matchweek 24,90,0,0,64,25,0,0,3,0.0,0.0,0.0,0,0,44,55,80.0,176,46,66,2,2
183,Ivan-Rakitic-,Round of 16,90,0,0,,,,0,,,,,,,,,,,,,,
184,Ivan-Rakitic-,Matchweek 25,77,1,1,83,21,0,1,1,0.1,0.1,0.1,5,2,76,78,97.4,537,67,140,0,0
185,Ivan-Rakitic-,Matchweek 26,27,0,0,50,3,0,0,0,0.0,0.0,0.0,0,0,40,48,83.3,155,43,98,0,0
186,Ivan-Rakitic-,Matchweek 27,90,1,0,93,27,0,1,3,0.1,0.1,0.0,3,0,74,84,88.1,351,59,63,2,3
187,Ivan-Rakitic-,Matchweek 28,90,2,1,140,27,3,0,3,0.1,0.1,0.1,5,0,117,126,92.9,734,119,241,1,1
188,Ivan-Rakitic-,Round of 16,90,0,0,,,,0,,,,,,,,,,,,,,
189,Ivan-Rakitic-,Matchweek 29,90,0,0,91,35,2,4,4,0.0,0.0,0.0,0,0,70,78,89.7,339,75,140,0,1
190,Ivan-Rakitic-,Friendlies (M),90,,,,,,,,,,,,,,,,,,,,
191,Ivan-Rakitic-,Friendlies (M),76,,,,,,,,,,,,,,,,,,,,
192,Ivan-Rakitic-,Matchweek 30,90,1,0,90,19,1,1,3,0.1,0.1,0.0,3,0,72,80,90.0,403,66,132,0,0
193,Ivan-Rakitic-,Quarter-finals,90,3,1,,,,4,,,,,,,,,,,,,,
194,Ivan-Rakitic-,Matchweek 31,90,0,0,123,16,4,3,0,0.0,0.0,0.0,2,2,99,115,86.1,592,95,204,0,0
195,Ivan-Rakitic-,Quarter-finals,90,0,0,,,,1,,,,,,,,,,,,,,
196,Ivan-Rakitic-,,,,,,,,,,,,,,,,,,,,,,
197,Ivan-Rakitic-,Final,90,,,,,,,,,,,,,,,,,,,,
198,Ivan-Rakitic-,Matchweek 35,87,1,0,75,18,0,1,0,0.0,0.0,0.0,3,0,66,72,91.7,427,56,143,0,0
199,Ivan-Rakitic-,Matchweek 36,90,1,0,97,40,1,2,2,0.0,0.0,0.1,3,0,79,87,90.8,341,74,193,3,4
200,Ivan-Rakitic-,Matchweek 34,25,0,0,17,8,0,1,0,0.0,0.0,0.7,2,2,15,16,93.8,55,15,83,2,2
201,Ivan-Rakitic-,Matchweek 37,90,0,0,64,19,0,0,3,0.0,0.0,0.0,1,0,48,57,84.2,207,54,90,0,0
202,Ivan-Rakitic-,Matchweek 38,90,2,0,60,20,3,2,2,0.2,0.2,0.1,2,1,44,50,88.0,202,50,101,1,1
203,Ivan-Rakitic-,Friendlies (M),82,,,,,,,,,,,,,,,,,,,,
204,Ivan-Rakitic-,Friendlies (M),64,,,,,,,,,,,,,,,,,,,,
205,Ivan-Rakitic-,Group stage,90,1,0,80,23,4,0,1,0.0,0.0,0.1,4,0,55,69,79.7,438,55,131,1,1
206,Ivan-Rakitic-,Group stage,90,4,2,52,27,2,2,4,0.7,0.7,0.1,6,1,25,37,67.6,146,26,66,2,2
207,Ivan-Rakitic-,Group stage,10,2,0,10,2,1,0,0,0.1,0.1,0.0,3,0,4,6,66.7,44,7,17,0,0
208,Ivan-Rakitic-,,5183,40,14,2928,737,45,59,64,2.8,2.8,4.1,92,15,2333,2645,88.2,12468,2272,5284,31,40
209,Jordi-Alba-,Supercopa de España,90,,,,,,,,,,,,,,,,,,,,
210,Jordi-Alba-,Supercopa de España,77,,,,,,,,,,,,,,,,,,,,
211,Jordi-Alba-,Matchweek 1,87,0,0,84,11,0,2,1,0.0,0.0,0.0,1,0,68,77,88.3,345,53,106,1,1
212,Jordi-Alba-,Matchweek 2,90,1,0,85,15,2,0,1,0.1,0.1,0.1,4,1,67,77,87.0,206,69,118,1,1
213,Jordi-Alba-,First round,90,,,,,,,,,,,,,,,,,,,,
214,Jordi-Alba-,First round,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
215,Jordi-Alba-,Matchweek 3,90,0,0,109,19,1,0,3,0.0,0.0,0.8,4,2,90,98,91.8,444,67,98,3,5
216,Jordi-Alba-,Group stage,90,0,0,,,,1,,,,,,,,,,,,,,
217,Jordi-Alba-,Matchweek 4,90,0,0,85,17,1,2,3,0.0,0.0,0.0,0,0,61,74,82.4,314,62,88,0,0
