,Min,Sh,SoT,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1
2254,79,0,0,55,6,0,1,4,0.0,0.0,0.0,0,0,30,38,78.9,314,26,59,0,0
2255,90,0,0,42,9,0,3,1,0.0,0.0,0.0,0,0,23,32,71.9,285,17,37,1,1
2256,90,0,0,70,7,0,0,0,0.0,0.0,0.0,0,0,54,63,85.7,367,52,110,0,0
2257,90,1,0,47,6,2,3,0,0.0,0.0,0.2,1,0,35,44,79.5,256,32,95,1,1
2258,90,0,0,97,16,0,5,2,0.0,0.0,0.0,1,0,80,91,87.9,610,77,100,0,0
2259,90,1,0,69,10,0,2,0,0.2,0.2,0.0,1,0,48,64,75.0,282,52,154,0,0
2260,90,0,0,66,8,0,0,1,0.0,0.0,0.0,1,0,55,60,91.7,476,50,225,0,0
2261,90,0,0,85,14,1,1,1,0.0,0.0,0.0,1,0,67,77,87.0,586,64,108,0,0
2262,90,0,0,82,2,0,6,1,0.0,0.0,0.2,3,0,69,77,89.6,463,68,265,0,0
2263,18,0,0,8,5,0,1,0,0.0,0.0,0.0,0,0,4,7,57.1,18,4,1,0,0
2264,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
2265,68,0,0,68,9,1,0,1,0.0,0.0,0.0,0,0,53,59,89.8,354,47,82,0,0
2266,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
2267,43,0,0,21,10,0,0,1,0.0,0.0,0.0,0,0,11,18,61.1,20,9,2,0,0
2268,90,1,0,76,15,3,11,3,0.1,0.1,0.0,0,0,42,56,75.0,389,39,130,0,0
2269,45,0,0,64,5,1,2,2,0.0,0.0,0.0,0,0,51,60,85.0,473,46,153,0,0
2270,90,1,0,101,14,2,5,3,0.1,0.1,0.1,1,0,84,97,86.6,617,65,138,0,0
2271,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
2272,,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,1,1,0,0,0
2273,,0,0,2,1,0,1,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0
2274,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
2275,,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0
2276,5,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,7,0,0,0,0
2277,12,0,0,7,1,1,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,1,0,0,0
2278,45,0,0,44,5,2,0,3,0.0,0.0,0.0,0,0,35,39,89.7,213,31,100,0,0
2279,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
2280,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
2281,8,0,0,5,2,0,1,0,0.0,0.0,0.0,0,0,1,3,33.3,12,2,0,0,0
2282,12,0,0,6,2,1,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,1,0,0,0
2283,45,0,0,19,4,0,1,1,0.0,0.0,0.0,0,0,8,10,80.0,36,7,7,0,0
2284,59,1,1,20,12,0,0,0,0.0,0.0,0.0,1,0,10,16,62.5,0,5,0,0,0
2285,11,0,0,7,3,2,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,6,31,0,0
2286,12,1,0,9,5,0,1,0,0.0,0.0,0.1,3,0,4,4,100.0,19,5,45,1,3
2287,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
2288,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
2289,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
2290,17,0,0,8,5,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,8,10,0,0
2291,57,0,0,17,10,1,0,0,0.0,0.0,0.0,1,0,7,11,63.6,0,8,17,0,0
2292,29,4,2,17,1,0,0,0,0.7,0.7,0.0,0,0,5,7,71.4,23,14,76,1,1
2293,11,1,0,8,1,1,0,0,0.0,0.0,0.0,0,0,5,6,83.3,13,6,15,0,0
2294,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
2295,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
2296,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
2297,21,0,0,9,5,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,0,9,9,0,0
2298,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
2299,19,0,0,7,2,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,2,6,25,0,0
2300,8,1,0,4,2,0,0,0,0.0,0.0,0.0,1,0,2,2,100.0,5,6,36,2,2
2301,19,1,0,8,8,0,0,0,0.0,0.0,0.0,0,0,4,7,57.1,15,5,1,0,0
2302,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
2303,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
2304,90,4,2,33,18,1,0,0,0.3,0.3,0.1,5,2,16,22,72.7,30,28,145,2,2
2305,90,2,1,25,23,0,0,0,0.9,0.9,0.0,1,0,6,14,42.9,21,15,36,0,0
2306,28,3,2,14,5,0,0,0,0.6,0.6,0.0,2,1,8,9,88.9,19,9,28,1,2
2307,90,7,5,42,20,2,0,0,1.5,1.5,0.3,4,0,20,27,74.1,30,32,33,1,3
2308,90,1,0,16,14,1,0,0,0.1,0.1,0.0,0,0,10,11,90.9,9,10,32,2,3
2309,90,2,1,26,14,0,0,0,0.3,0.3,0.0,1,1,9,16,56.3,57,11,27,0,2
2310,90,1,0,24,6,0,0,0,0.0,0.0,0.0,0,0,11,17,64.7,16,16,31,2,3
2311,90,2,2,39,21,2,1,0,0.1,0.1,0.1,3,1,23,29,79.3,95,26,58,2,2
2312,90,0,0,46,18,3,2,2,0.0,0.0,0.1,3,0,30,38,78.9,232,30,44,1,1
2313,90,2,0,32,20,1,2,3,0.0,0.0,0.0,0,0,15,22,68.2,49,16,26,0,0
2314,90,1,0,54,8,3,2,2,0.0,0.0,0.0,2,0,31,42,73.8,257,40,74,0,1
2315,90,1,1,49,9,1,5,1,0.0,0.0,0.0,2,0,26,39,66.7,89,27,81,1,2
2316,45,1,0,36,8,0,1,1,0.1,0.1,0.0,1,0,13,22,59.1,74,23,42,1,1
2317,16,0,0,12,6,1,0,0,0.0,0.0,0.0,0,0,9,10,90.0,53,4,36,0,1
2318,66,1,1,46,16,1,1,0,0.1,0.1,0.2,1,0,26,39,66.7,88,34,70,1,3
2319,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
2320,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
2321,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
2322,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
2323,20,0,0,10,4,0,0,0,0.0,0.0,0.0,0,0,5,8,62.5,11,6,19,0,0
2324,78,1,0,69,11,3,1,2,0.1,0.1,0.4,1,0,54,61,88.5,179,49,182,1,1
2325,36,1,0,28,10,0,2,3,0.0,0.0,0.0,0,0,20,24,83.3,131,12,36,0,0
2326,90,1,0,55,19,1,4,1,0.1,0.1,0.0,0,0,29,46,63.0,138,30,89,2,4
2327,90,2,0,61,16,0,1,3,0.1,0.1,0.0,3,1,46,50,92.0,191,51,160,1,1
2328,90,2,0,61,17,2,0,0,0.1,0.1,0.0,1,0,43,53,81.1,107,46,80,0,0
2329,90,0,0,65,24,2,1,3,0.0,0.0,0.3,2,1,50,56,89.3,229,45,125,3,3
2330,90,1,0,38,15,0,5,3,0.0,0.0,0.0,0,0,27,31,87.1,63,20,34,1,1
2331,90,2,2,81,24,4,2,5,0.0,0.0,0.0,0,0,50,60,83.3,159,42,123,1,1
2332,70,0,0,36,12,1,0,2,0.0,0.0,0.0,0,0,22,30,73.3,77,25,75,0,1
2333,90.0,2.0,0.0,46.0,7.0,1.0,3.0,0.0,0.0,0.0,0.4,1.0,0.0,27.0,38.0,71.1,58.0,23.0,22.0,0.0,0.0
2334,90.0,0.0,0.0,52.0,9.0,1.0,4.0,0.0,0.0,0.0,0.1,2.0,0.0,34.0,48.0,70.8,178.0,29.0,57.0,2.0,2.0
2335,90.0,1.0,0.0,70.0,15.0,0.0,0.0,4.0,0.0,0.0,0.2,2.0,0.0,45.0,62.0,72.6,365.0,47.0,84.0,1.0,1.0
2336,62.0,0.0,0.0,39.0,18.0,1.0,3.0,0.0,0.0,0.0,0.1,2.0,0.0,29.0,35.0,82.9,177.0,20.0,68.0,0.0,0.0
2337,81.0,0.0,0.0,84.0,12.0,1.0,1.0,0.0,0.0,0.0,0.3,5.0,0.0,65.0,81.0,80.2,407.0,49.0,177.0,0.0,0.0
2338,90.0,0.0,0.0,60.0,11.0,2.0,3.0,1.0,0.0,0.0,0.5,6.0,1.0,43.0,55.0,78.2,339.0,26.0,34.0,0.0,0.0
2339,90.0,0.0,0.0,60.0,15.0,5.0,3.0,2.0,0.0,0.0,0.2,4.0,1.0,24.0,46.0,52.2,255.0,28.0,57.0,0.0,1.0
2340,75.0,0.0,0.0,41.0,17.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,26.0,33.0,78.8,159.0,20.0,42.0,0.0,0.0
2341,90.0,0.0,0.0,45.0,19.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,19.0,37.0,51.4,70.0,13.0,10.0,0.0,0.0
2342,90.0,1.0,0.0,53.0,19.0,4.0,1.0,3.0,0.1,0.1,0.0,1.0,0.0,26.0,38.0,68.4,193.0,16.0,16.0,0.0,0.0
2343,90.0,1.0,0.0,74.0,26.0,3.0,3.0,1.0,0.1,0.1,0.2,5.0,0.0,53.0,63.0,84.1,235.0,49.0,162.0,1.0,2.0
2344,90.0,1.0,0.0,51.0,14.0,3.0,1.0,2.0,0.1,0.1,0.0,1.0,0.0,32.0,42.0,76.2,223.0,25.0,24.0,0.0,0.0
2345,90.0,1.0,0.0,64.0,11.0,7.0,7.0,0.0,0.0,0.0,0.1,1.0,0.0,31.0,37.0,83.8,191.0,28.0,40.0,1.0,2.0
2346,85.0,1.0,0.0,49.0,24.0,5.0,3.0,1.0,0.0,0.0,0.0,5.0,1.0,33.0,41.0,80.5,169.0,20.0,47.0,0.0,0.0
2347,62.0,1.0,0.0,45.0,7.0,1.0,1.0,0.0,0.1,0.1,0.2,6.0,2.0,29.0,40.0,72.5,287.0,10.0,19.0,0.0,0.0
2348,80.0,0.0,0.0,62.0,14.0,2.0,1.0,1.0,0.0,0.0,0.1,2.0,0.0,47.0,54.0,87.0,207.0,31.0,84.0,0.0,0.0
2349,75.0,0.0,0.0,56.0,16.0,2.0,1.0,1.0,0.0,0.0,0.2,3.0,0.0,41.0,46.0,89.1,270.0,36.0,75.0,0.0,0.0
2350,90.0,1.0,0.0,69.0,19.0,7.0,1.0,2.0,0.0,0.0,0.1,3.0,0.0,37.0,53.0,69.8,281.0,46.0,69.0,1.0,1.0
2351,90.0,0.0,0.0,72.0,16.0,6.0,3.0,3.0,0.0,0.0,0.1,1.0,0.0,36.0,59.0,61.0,164.0,21.0,59.0,1.0,1.0
2352,60.0,0.0,0.0,39.0,16.0,1.0,1.0,1.0,0.0,0.0,0.2,2.0,0.0,26.0,31.0,83.9,188.0,19.0,33.0,0.0,1.0
2353,90.0,1.0,0.0,60.0,18.0,2.0,2.0,2.0,0.0,0.0,0.1,1.0,0.0,35.0,51.0,68.6,222.0,26.0,35.0,0.0,0.0
2354,45.0,0.0,0.0,47.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,36.0,41.0,87.8,280.0,36.0,137.0,2.0,3.0
2355,90.0,1.0,1.0,66.0,21.0,5.0,1.0,1.0,0.2,0.2,0.2,3.0,0.0,36.0,50.0,72.0,288.0,32.0,59.0,0.0,1.0
2356,90.0,1.0,0.0,70.0,20.0,6.0,2.0,0.0,0.0,0.0,0.1,3.0,1.0,42.0,57.0,73.7,320.0,33.0,20.0,1.0,1.0
2357,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,7.0,0.0,0.0,0.0,0.0
2358,90.0,0.0,0.0,76.0,17.0,3.0,1.0,0.0,0.0,0.0,0.1,2.0,0.0,56.0,67.0,83.6,394.0,56.0,162.0,1.0,1.0
2359,81.0,0.0,0.0,30.0,14.0,0.0,2.0,0.0,0.0,0.0,0.1,1.0,0.0,18.0,24.0,75.0,109.0,16.0,27.0,1.0,2.0
2360,90.0,0.0,0.0,78.0,9.0,0.0,1.0,1.0,0.0,0.0,0.8,6.0,1.0,57.0,74.0,77.0,374.0,45.0,94.0,0.0,0.0
2361,90.0,0.0,0.0,61.0,16.0,0.0,0.0,2.0,0.0,0.0,0.2,1.0,1.0,39.0,53.0,73.6,296.0,25.0,58.0,1.0,2.0
2362,90,1,1,39,4,2,0,2,0.0,0.0,0.0,1,0,20,31,64.5,155,27,54,0,0
2363,90,1,0,44,11,3,1,3,0.2,0.2,0.0,0,0,26,34,76.5,184,27,38,0,0
2364,90,1,0,58,20,2,1,1,0.0,0.0,0.2,3,0,36,52,69.2,225,37,193,1,1
2365,90,2,0,60,13,3,2,0,0.1,0.1,0.2,4,1,35,50,70.0,183,43,81,0,1
2366,90,0,0,50,5,0,3,2,0.0,0.0,0.2,2,0,33,46,71.7,185,29,53,0,0
2367,90,1,0,42,7,1,0,0,0.1,0.1,0.1,5,0,31,36,86.1,177,32,47,0,0
2368,80,0,0,53,12,3,0,2,0.0,0.0,0.1,2,0,40,46,87.0,325,33,118,0,0
2369,90,2,0,74,2,0,7,3,0.1,0.1,0.1,2,0,43,61,70.5,498,38,99,0,1
2370,90,1,0,67,17,3,0,1,0.0,0.0,0.1,4,0,50,59,84.7,429,46,101,1,1
2371,90,0,0,59,10,0,1,3,0.0,0.0,0.2,1,0,41,52,78.8,346,30,129,0,0
2372,90,0,0,70,13,1,1,3,0.0,0.0,0.0,0,0,51,63,81.0,293,44,134,0,0
2373,90,0,0,72,14,2,2,1,0.0,0.0,0.0,2,0,41,63,65.1,355,33,97,1,1
2374,90,2,1,50,21,3,4,1,0.1,0.1,0.0,1,0,28,39,71.8,372,26,73,1,1
2375,90,0,0,45,27,2,0,0,0.0,0.0,0.0,0,0,26,37,70.3,234,23,61,0,1
2376,90,0,0,50,22,0,1,1,0.0,0.0,0.1,1,0,33,44,75.0,232,26,47,0,0
2377,90,0,0,42,9,3,7,0,0.0,0.0,0.3,7,1,20,34,58.8,306,11,11,0,0
2378,90,0,0,63,10,0,2,1,0.0,0.0,0.0,2,0,42,50,84.0,244,37,119,0,0
2379,90,0,0,40,12,1,3,0,0.0,0.0,0.1,2,0,26,35,74.3,155,21,141,0,0
2380,90,2,1,85,6,1,1,2,0.1,0.1,0.1,3,0,61,75,81.3,344,51,124,1,1
2381,90,1,1,78,25,2,2,1,0.0,0.0,0.0,1,0,58,71,81.7,373,56,172,0,0
2382,90,1,1,54,14,3,2,2,0.1,0.1,0.0,0,0,27,37,73.0,209,22,80,1,1
2383,90,2,0,101,13,3,3,3,0.0,0.0,0.0,1,0,79,91,86.8,436,71,209,1,2
2384,90,2,1,69,7,4,3,0,0.1,0.1,0.0,0,0,47,54,87.0,222,40,115,0,0
2385,90,2,0,76,16,1,1,1,0.3,0.3,0.2,3,0,57,67,85.1,414,55,175,1,2
2386,90,0,0,58,21,3,1,3,0.0,0.0,0.0,1,0,35,44,79.5,300,27,42,0,1
2387,90,1,0,63,14,1,0,4,0.0,0.0,0.3,4,0,42,53,79.2,292,41,65,0,0
2388,25,0,0,17,2,0,0,0,0.0,0.0,0.0,0,0,11,16,68.8,60,10,11,0,0
2389,90,2,0,50,14,0,0,1,0.1,0.1,0.2,4,0,30,38,78.9,254,22,62,1,1
2390,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
2391,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
2392,90,0,0,50,17,3,3,3,0.0,0.0,0.0,0,0,15,36,41.7,232,16,41,0,0
2393,90,0,0,51,7,2,2,3,0.0,0.0,0.0,1,0,16,39,41.0,276,23,106,2,3
2394,90,1,0,30,6,1,1,0,0.0,0.0,0.2,1,0,16,27,59.3,189,15,14,0,0
2395,90,0,0,45,6,1,3,1,0.0,0.0,0.0,0,0,18,38,47.4,227,16,37,1,2
2396,90,0,0,65,16,2,3,2,0.0,0.0,0.0,1,0,27,49,55.1,448,32,260,3,4
2397,90,0,0,43,6,0,0,2,0.0,0.0,0.0,1,0,28,37,75.7,255,22,61,0,1
2398,90,0,0,43,11,2,2,4,0.0,0.0,0.0,1,0,18,28,64.3,168,19,57,0,3
2399,90,0,0,38,13,3,3,1,0.0,0.0,0.0,1,0,23,30,76.7,227,18,63,0,0
2400,90,0,0,54,10,1,1,0,0.0,0.0,0.1,2,0,33,44,75.0,325,40,199,3,5
2401,90,0,0,36,18,3,2,0,0.0,0.0,0.0,1,0,16,28,57.1,176,13,48,2,2
2402,90,3,1,55,16,1,1,0,0.1,0.1,0.3,5,0,34,44,77.3,282,42,250,4,5
2403,90,1,0,46,5,3,1,1,0.0,0.0,0.0,0,0,19,37,51.4,352,21,145,3,3
2404,90,0,0,63,18,2,4,4,0.0,0.0,0.0,1,0,31,47,66.0,302,35,185,0,2
2405,23,0,0,11,1,0,1,0,0.0,0.0,0.0,0,0,5,9,55.6,54,11,89,2,2
2406,90,0,0,63,8,2,1,1,0.0,0.0,0.0,2,0,24,47,51.1,385,33,59,2,4
2407,45,0,0,32,2,1,0,2,0.0,0.0,0.0,0,0,14,24,58.3,143,17,77,1,2
2408,90,0,0,61,14,2,3,1,0.0,0.0,0.0,2,0,30,48,62.5,215,32,99,2,3
2409,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
2410,45,0,0,23,17,0,0,2,0.0,0.0,0.0,0,0,12,17,70.6,0,15,24,0,0
