,0
Alessio Cerci,"['\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Arkadiusz Milik,"['\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Rest ', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury']"
Mattia Zaccagni,"['not in squad', 'not in squad', '\xa0Red card suspension', '\xa0Yellow card suspension']"
Giuseppe Borello,"['not in squad', 'not in squad', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'not in squad', 'With U19', 'International match', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'not in squad', 'not in squad', 'With U19', 'With U19', 'not in squad']"
Edoardo Goldaniga,"['not in squad', '\xa0Red card suspension', '\xa0Yellow card suspension']"
Hrvoje Milic,"['not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Nasal Bone Fracture', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Emanuele Giaccherini,"['not in squad', 'not in squad', 'not in squad', '\xa0Muscle Injury', '\xa0Muscle Injury', 'not in squad', 'not in squad']"
Riccardo Saponara,"['not in squad', 'not in squad', '\xa0Distortion of the ankle', '\xa0Distortion of the ankle', '\xa0Distortion of the ankle', '\xa0Distortion of the ankle', '\xa0Yellow card suspension']"
Luca Sparandeo,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension']"
Alessandro Buongiorno,"['\xa0Nasal Bone Fracture', 'International match']"
Luca Gagliano,[]
Eros Schiavon,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With U19', 'not in squad', 'not in squad']"
Mirko Antonucci,"['not in squad', 'not in squad']"
Alberto Brignoli,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Alessio Pagliarini,[]
Luca Vido,"['not in squad', 'International match', 'not in squad', 'International match']"
Thomas Strakosha,['\xa0Influenza']
Andrija Balic,"['not in squad', 'not in squad', 'With U19', 'not in squad', 'With U19', 'not in squad']"
Sergio Floccari,"['\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Salvatore Pezzella,['\xa0Indirect card suspension']
Kwang-song Han,['With U19']
Niccolò Giannetti,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Marco Benassi,"['\xa0Yellow card suspension', '\xa0Calf Problems', '\xa0Calf Problems', 'not in squad', '\xa0Distortion of the ankle', 'not in squad']"
Yann Karamoh,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Rolando Mandragora,"['Suspended', 'Suspended', 'Suspended', 'Suspended', 'Suspended', 'Suspended', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'International match', '\xa0Foot surgery', '\xa0Foot surgery', '\xa0Foot surgery', '\xa0Foot surgery', '\xa0Foot surgery', '\xa0Foot surgery', '\xa0Foot surgery', '\xa0Foot surgery', '\xa0Foot surgery', '\xa0Foot surgery', '\xa0Foot surgery', '\xa0Foot surgery', '\xa0Foot surgery', '\xa0Foot surgery', '\xa0Foot surgery', '\xa0Foot surgery', '\xa0Foot surgery', '\xa0Foot surgery', '\xa0Foot surgery', '\xa0Foot surgery', '\xa0Foot surgery', 'With U19', 'With U19', 'With U19', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'International match', '\xa0Foot surgery', '\xa0Foot surgery', '\xa0Foot surgery', 'not in squad']"
Nicola Borghetto,[]
Alfred Duncan,"['\xa0Distortion of the ankle', '\xa0Distortion of the ankle', '\xa0Tear in a joint capsule', '\xa0Tear in a joint capsule', '\xa0Tear in a joint capsule', '\xa0Yellow card suspension', '\xa0Distortion of the ankle', '\xa0Distortion of the ankle', '\xa0Distortion of the ankle', '\xa0Tear in a joint capsule', '\xa0Tear in a joint capsule', '\xa0Tear in a joint capsule', '\xa0Tear in a joint capsule', '\xa0Tear in a joint capsule', '\xa0Tear in a joint capsule', '\xa0Tear in a joint capsule', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury']"
Siriki Sanogo,[]
Alessandro Florenzi,"['not in squad', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Calf Problems', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture']"
Aly Malle,"['not in squad', 'not in squad', 'not in squad', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'not in squad', 'With the pros', 'With the pros', 'With the pros', 'With the pros']"
Pierluigi Gollini,"['not in squad', 'not in squad']"
Aldo Caiazza,"['not in squad', 'not in squad']"
Lorenzo Insigne,[]
Daniele Gastaldello,"['\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Yellow card suspension', 'not in squad', '\xa0Strain', '\xa0Strain', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Yellow card suspension', '\xa0Strain']"
Iago Falque,"['\xa0Unknown Injury', '\xa0Unknown Injury', 'not in squad']"
Boukary Dramé,"['\xa0Unknown Injury', '\xa0Inflamed ligaments of the knee', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', 'not in squad', 'not in squad', '\xa0Unknown Injury']"
Marco Silvestri,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Andrea Masiello,['\xa0Yellow card suspension']
Emiliano Moretti,['\xa0Yellow card suspension']
Marco Fossati,"['\xa0Rest ', '\xa0Yellow card suspension', '\xa0Yellow card suspension']"
Alessio Romagnoli,"['not in squad', '\xa0Muscle Injury', '\xa0Indirect card suspension', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Yellow card suspension', '\xa0Knee Problems', '\xa0Knee Problems', 'not in squad', 'not in squad']"
Andrea Bertolacci,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems']"
Raffaele Russo,[]
Assane Gnoukouri,"['not in squad', 'not in squad', 'With U19', 'not in squad', 'not in squad', 'not in squad', '\xa0Flu', '\xa0Heart Condition', '\xa0Heart Condition', '\xa0Heart Condition', '\xa0Heart Condition', '\xa0Heart Condition', '\xa0Heart Condition', '\xa0Heart Condition', '\xa0Heart Condition', '\xa0Heart Condition', '\xa0Heart Condition', '\xa0Heart Condition', '\xa0Heart Condition', '\xa0Heart Condition', '\xa0Heart Condition', '\xa0Heart Condition']"
Francesco Migliore,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Stefan Simic,"['not in squad', 'not in squad']"
Luca Seri,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Adam Masina,"['\xa0Red card suspension', '\xa0Yellow card suspension', '\xa0Muscular problems']"
Luka Markovic,[]
Emil Krafth,"['\xa0Red card suspension', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Flu', '\xa0Red card suspension']"
Matías Silvestre,"['not in squad', '\xa0Red card suspension', 'not in squad']"
Luca Cigarini,['not in squad']
Alexis Zapata,"['not in squad', 'not in squad', 'no information available', 'not in squad', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'not in squad', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'not in squad', 'not in squad', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With U19', 'not in squad', 'not in squad', 'not in squad', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available']"
Fabio Della Giovanna,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Saphir Taider,"['International match', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury']"
Giuseppe Pezzella,"['\xa0Minor Knock', '\xa0Thigh Problems', '\xa0Thigh Problems', '\xa0Thigh Problems', '\xa0Thigh Problems', 'not in squad', 'International match', 'International match']"
Rafael,[]
Michele Cremonesi,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension']"
Alberto Paloschi,"['\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', 'not in squad']"
Mattia Valoti,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Francesco Cassata,"['\xa0Yellow card suspension', '\xa0Yellow card suspension', '\xa0Yellow card suspension', 'not in squad', 'International match']"
Vittorio Parigini,"['not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Red card suspension', '\xa0Red card suspension']"
Benedikt Höwedes,"['\xa0Yellow card suspension', '\xa0Calf Problems', '\xa0Groin Surgery']"
Pietro Iemmello,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Abdullahi Nura,"['\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', 'not in squad', 'With U19', 'not in squad', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', 'With U19', 'not in squad', 'not in squad', 'With U19', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Cruciate Ligament Surgery', '\xa0Cruciate Ligament Surgery', 'not in squad', 'not in squad']"
Grégoire Defrel,"['not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Problems', 'not in squad', 'not in squad', 'not in squad', '\xa0Minor Knock', '\xa0Minor Knock']"
Lucas Torreira,['\xa0Yellow card suspension']
Rodrigo Aguirre,"['not in squad', 'not in squad', '\xa0Yellow card suspension', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Knee Problems', 'not in squad', 'not in squad', '\xa0Yellow card suspension', '\xa0Head Injury', '\xa0Head Injury', '\xa0Head Injury', '\xa0Ankle Injury', '\xa0Yellow card suspension', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Meniscal Injury', '\xa0Knee Problems', '\xa0Knee Problems']"
Cheick Keita,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match']"
Ante Rebic,"['\xa0Mononucleosis', 'not in squad', '\xa0Torn Ankle Ligament', '\xa0Torn Ankle Ligament', '\xa0Torn Ankle Ligament', '\xa0Yellow card suspension', '\xa0Yellow card suspension', 'not in squad', '\xa0Torn Ankle Ligament']"
Gianluca Caprari,"['\xa0Yellow card suspension', '\xa0Calf Injury', '\xa0Calf Injury', 'not in squad']"
Domenico Berardi,"['\xa0Sideband strain in the knee', '\xa0Sideband strain in the knee', '\xa0Sideband strain in the knee', '\xa0Sideband strain in the knee', '\xa0Sideband strain in the knee', '\xa0Sideband strain in the knee', '\xa0Sideband strain in the knee', '\xa0Sideband strain in the knee', '\xa0Sideband strain in the knee', '\xa0Sideband strain in the knee', '\xa0Sideband strain in the knee', '\xa0Sideband strain in the knee', '\xa0Sideband strain in the knee', '\xa0Sideband strain in the knee', '\xa0Sideband strain in the knee', '\xa0Sideband strain in the knee', '\xa0Sideband strain in the knee', '\xa0Sideband strain in the knee', '\xa0Sideband strain in the knee', '\xa0Sideband strain in the knee', '\xa0Sideband strain in the knee', '\xa0Sideband strain in the knee', '\xa0Yellow card suspension', 'not in squad']"
Niccolò Cabras,[]
Stipe Perica,"['not in squad', '\xa0Muscular problems', 'not in squad']"
Luca Rizzo,"['\xa0Muscular problems', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscle Fatigue', '\xa0Muscle Fatigue', '\xa0Muscle Fatigue', '\xa0Muscle Injury']"
Santiago Gentiletti,"['\xa0Muscular problems', '\xa0Indirect card suspension', '\xa0Bone edema', '\xa0Bone edema']"
Matteo Bianchetti,"['\xa0Indirect card suspension', '\xa0Yellow card suspension', 'not in squad']"
Daniel Bessa,"['not in squad', '\xa0Yellow card suspension']"
Stefano Ciavattini,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With youth team', 'not in squad', 'not in squad']"
Samir,"['\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery']"
Dries Mertens,"['\xa0Yellow card suspension', 'not in squad']"
Maxime Leverbe,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Ali Adnan,"['not in squad', 'International match']"
Angelo da Costa,[]
César Falletti,"['not in squad', 'not in squad', '\xa0Yellow card suspension']"
João Schmidt,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Christian Puggioni,[]
Giorgio Chiellini,"['\xa0Muscular problems', '\xa0Hamstring Injury', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Hamstring Injury', 'not in squad', '\xa0Hamstring Injury', '\xa0Muscular problems', 'not in squad', '\xa0Yellow card suspension']"
Rodrigo Bentancur,"['not in squad', 'not in squad', 'not in squad', 'International match', 'International match', 'International match', 'not in squad', 'not in squad']"
Filippo Romagna,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With U19', 'not in squad', 'not in squad', 'not in squad']"
Rômulo,"['not in squad', 'not in squad']"
Bruno Zuculini,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Aleksandar Tonev,"['not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', 'not in squad', 'not in squad', 'not in squad']"
Luca Ranieri,['not in squad']
Brayan Perea,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Giampaolo Pazzini,"['not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension', '\xa0Red card suspension', 'not in squad', 'not in squad']"
Bartosz Salamon,[]
Giuseppe Esposito,"['not in squad', '\xa0Yellow card suspension']"
Borja Valero,"['not in squad', '\xa0Bruised Ankle', '\xa0Leg Injury', '\xa0Ankle problems', '\xa0Ankle problems', '\xa0Yellow card suspension']"
Maxi López,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', 'not in squad']"
Cristiano Biraghi,"['\xa0Yellow card suspension', '\xa0Yellow card suspension']"
Silvio Anocic,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With youth team', 'not in squad', 'not in squad']"
Marcus Rohdén,"['\xa0Bruised Knee', '\xa0Bruised Knee', '\xa0Bruised Knee', '\xa0Bruised Knee']"
Pa Konate,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury']"
Dennis Praet,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Sergio Pellissier,"['\xa0Hamstring Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury']"
Manuel Locatelli,"['\xa0Yellow card suspension', '\xa0Flu']"
Riccardo Montolivo,"['\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture']"
Lukasz Skorupski,"['special leave', 'not in squad']"
Mirko Valdifiori,['\xa0Yellow card suspension']
Lyanco,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Emmanuel Latte Lath,"['With the pros', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the pros', 'not in squad', 'not in squad']"
João Cancelo,"['\xa0Indirect card suspension', '\xa0Yellow card suspension', '\xa0Foot Injury']"
Federico Di Francesco,"['\xa0Red card suspension', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Sprain', 'not in squad']"
Ledian Memushaj,['not in squad']
Antonio D'Alena,['\xa0Yellow card suspension']
M'Baye Niang,"['\xa0Indirect card suspension', '\xa0Minor Knock', '\xa0Yellow card suspension', 'not in squad', 'not in squad']"
Francesco Vicari,"['not in squad', 'not in squad', '\xa0Indirect card suspension']"
Nani,"['\xa0Yellow card suspension', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Yellow card suspension', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Muscular problems', '\xa0Muscular problems', 'not in squad']"
Gianluigi Donnarumma,[]
Rafik Zekhnini,"['not in squad', '\xa0Red card suspension', '\xa0Red card suspension', 'not in squad', 'not in squad']"
Alessandro Murgia,"['\xa0Ankle Injury', '\xa0Influenza']"
Juan Jesus,"['\xa0Bruise', '\xa0Yellow card suspension']"
Lorenzo Del Pinto,"['not in squad', '\xa0Yellow card suspension', 'not in squad', 'not in squad']"
Leonardo Spinazzola,"['\xa0Knock', '\xa0Knock', 'not in squad']"
Simy,['not in squad']
Riccardo Ladinetti,[]
Bartlomiej Dragowski,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury']"
Stefano Sensi,"['\xa0Biceps femoris muscle injury', '\xa0Biceps femoris muscle injury', 'not in squad', '\xa0Muscle Fatigue', '\xa0Muscle Fatigue', 'not in squad', 'not in squad', '\xa0Biceps femoris muscle injury', '\xa0Biceps femoris muscle injury', '\xa0Biceps femoris muscle injury', '\xa0Biceps femoris muscle injury', '\xa0Biceps femoris muscle injury', '\xa0Muscle Fatigue', '\xa0Muscle Fatigue', '\xa0Muscle Fatigue', '\xa0Muscle Injury', '\xa0Muscle Injury']"
Federico Ravaglia,"['With the pros', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Achraf Lazaar,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Lucas Castro,"['\xa0Indirect card suspension', 'not in squad', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Yellow card suspension', 'not in squad']"
Maurício,"['not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension']"
Luca Ceppitelli,"['not in squad', '\xa0Yellow card suspension', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', 'not in squad']"
