,0
Gabriel Barbosa,"['special leave', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'special leave', 'special leave', 'not in squad', 'not in squad']"
Salvador Ichazo,"['not in squad', 'not in squad']"
Seko Fofana,"['\xa0Fibula Fracture', '\xa0Fibula Fracture', '\xa0Fibula Fracture', '\xa0Fibula Fracture', '\xa0Fibula Fracture', '\xa0Fibula Fracture', '\xa0Fibula Fracture', '\xa0Fibula Fracture', '\xa0Fibula Fracture', '\xa0Fibula Fracture', '\xa0Fibula Fracture']"
Elseid Hysaj,"['\xa0Yellow card suspension', 'not in squad']"
Francesco Zampano,"['Suspension through sports court', 'Suspension through sports court', '\xa0Distortion of the ankle', '\xa0Distortion of the ankle']"
Gabriele Marchegiani,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Aleksandar Kolarov,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Timothy Castagne,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Filip Djuricic,"['not in squad', 'not in squad', 'not in squad', 'With the pros']"
Martín Cáceres,[]
Dodô,"['\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', 'not in squad', 'not in squad']"
Edoardo Rezzi,['not in squad']
Noë Dussenne,"['not in squad', '\xa0Indirect card suspension']"
Fabrizio Cacciatore,"['\xa0Unknown Injury', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Unknown Injury', '\xa0Unknown Injury', 'not in squad', '\xa0Yellow card suspension', '\xa0Muscle Fatigue', 'not in squad']"
Bram Nuytinck,"['\xa0Achilles tendon problems', 'not in squad']"
Charalampos Lykogiannis,"['\xa0Indirect card suspension', '\xa0Yellow card suspension', 'not in squad']"
Ben Lhassine Kone,[]
Antonio Barreca,['\xa0Fever']
Ryder Matos,[]
Bacary Sagna,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', '\xa0Groin Strain', '\xa0Groin Strain', '\xa0Groin Strain', '\xa0Groin Strain', '\xa0Groin Strain', '\xa0Groin Strain', 'not in squad', '\xa0Groin Strain', '\xa0Hamstring Injury']"
Edin Dzeko,['\xa0Disrupted Calf Muscle']
Nicola Rauti,[]
Édgar Barreto,"['\xa0Red card suspension', 'not in squad', 'not in squad', '\xa0Muscular problems', 'not in squad']"
Pietro Pellegri,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'International match', 'International match', 'International match']"
Gabriel Paletta,"['\xa0Indirect card suspension', '\xa0Red card suspension', '\xa0Indirect card suspension', '\xa0Red card suspension']"
Juan Cuadrado,"['not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension', 'not in squad']"
Stefano Sorrentino,['not in squad']
Andrea Marcucci,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match']"
Andrea Cossu,"['not in squad', '\xa0Indirect card suspension', '\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension']"
Wojciech Szczesny,[]
Fabio Pisacane,"['\xa0Unknown Injury', '\xa0Yellow card suspension', 'not in squad']"
Ivan Radovanovic,"['\xa0Yellow card suspension', '\xa0Yellow card suspension']"
Aleandro Rosi,"['\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Yellow card suspension', '\xa0Yellow card suspension']"
Danilo D'Ambrosio,['not in squad']
Mattia Del Favero,"['not in squad', 'not in squad', 'With the pros', 'not in squad', 'not in squad', 'not in squad', 'International match']"
Iuri Medeiros,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension', 'not in squad']"
Nabil Jaadi,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Gergely Hutvágner,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Mirko Eramo,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Manuel Lazzari,"['\xa0Yellow card suspension', '\xa0Red card suspension', '\xa0Yellow card suspension']"
Daniele De Rossi,"['\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', 'not in squad', '\xa0Influenza', '\xa0Yellow card suspension', '\xa0Bruise']"
Simone Edera,"['not in squad', 'not in squad']"
Maxwell Acosty,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Goran Pandev,"['\xa0Red card suspension', '\xa0Red card suspension', 'not in squad', 'not in squad']"
Orji Okwonkwo,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'With the pros', 'not in squad', 'With the pros', 'With the pros']"
Mehdi Léris,"['With youth team', 'not in squad']"
Ricardo Centurión,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Red card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Stefan Radu,"['\xa0Muscular problems', '\xa0Insect bite', '\xa0Yellow card suspension', '\xa0Influenza', 'not in squad', '\xa0Indirect card suspension', '\xa0Indirect card suspension']"
Eugenio Lamanna,[]
Elio Capradossi,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad', '\xa0Indirect card suspension', 'not in squad']"
Vasilios Torosidis,"['not in squad', 'not in squad', '\xa0Muscular problems', 'not in squad', 'not in squad', '\xa0Muscle Fatigue', '\xa0Unknown Injury', '\xa0Red card suspension', '\xa0Yellow card suspension', 'not in squad', '\xa0Unknown Injury', 'not in squad']"
Everton Luiz,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Daniele Dessena,"['\xa0Shin bone bruise', '\xa0Shin bone bruise', '\xa0Shin bone bruise', '\xa0Shin bone bruise', '\xa0Shin bone bruise', 'With U19', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Shin bone bruise']"
Riccardo Brosco,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture']"
Pawel Jaroszynski,"['\xa0Fractured Foot', '\xa0Fractured Foot', '\xa0Fractured Foot', '\xa0Fractured Foot', '\xa0Fractured Foot', '\xa0Fractured Foot', '\xa0Fractured Foot', '\xa0Fractured Foot', '\xa0Fractured Foot', '\xa0Fractured Foot', '\xa0Fractured Foot', '\xa0Fractured Foot', '\xa0Fractured Foot', '\xa0Fractured Foot', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Fractured Foot']"
Mirco Antenucci,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Gianluca Pegolo,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Lubomir Tupta,"['International match', 'not in squad', 'not in squad', 'not in squad', 'With the pros', 'With the pros']"
Marten de Roon,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', '\xa0Hamstring Injury']"
Stefano Sturaro,"['With U19', 'not in squad', '\xa0Muscular problems', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', 'With U19', '\xa0Yellow card suspension', '\xa0Muscular problems', '\xa0Muscular problems', 'not in squad']"
Franck Djoulou,"['not in squad', 'not in squad']"
Sofian Kiyine,"['With the pros', 'not in squad', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros']"
Marco Festa,[]
Daniele Gasparetto,"['\xa0Indirect card suspension', '\xa0Unknown Injury', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension']"
Simone Palombi,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Paulo Dybala,"['\xa0Strain', '\xa0Strain', '\xa0Strain', '\xa0Strain', '\xa0Strain', '\xa0Strain', '\xa0Strain', '\xa0Strain']"
Cristián Zapata,"['\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery']"
Lorenzo Valeau,['not in squad']
Orestis Karnezis,"['\xa0Fractured Finger', '\xa0Fractured Finger']"
Patric,"['\xa0Unknown Injury', '\xa0Biceps femoris muscle injury', 'not in squad', '\xa0Yellow card suspension']"
Riad Bajić,"['not in squad', '\xa0Unknown Injury', '\xa0Indirect card suspension']"
Bright Gyamfi,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Ferdinando Coppola,[]
Luis Alberto,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Abdominal Influenza', '\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', 'not in squad', 'not in squad', '\xa0Knee Problems', 'not in squad', '\xa0Abdominal Influenza', 'not in squad', '\xa0Bruised Knee', 'not in squad']"
Domenico Coppola,"['With the pros', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Marcello Trotta,"['not in squad', 'not in squad', 'not in squad']"
Sami Khedira,"['\xa0Yellow card suspension', 'not in squad', '\xa0Rest ', 'not in squad', '\xa0Thigh Problems', '\xa0Thigh Problems']"
Cristiano Lombardi,"['\xa0Knee Injury', '\xa0Influenza', '\xa0Knee Injury']"
Keba Coly,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Filip Djordjevic,"['not in squad', '\xa0Flu', 'not in squad']"
Gianluca Gaudino,"['\xa0Groin Surgery', '\xa0Groin Surgery', '\xa0Groin Surgery', 'not in squad', '\xa0Ill', 'not in squad', 'not in squad', 'With the U21s', 'not in squad', '\xa0Unknown Injury', '\xa0Indirect card suspension']"
Mamadou Kanoute,"['\xa0Yellow card suspension', '\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension', '\xa0Twisted knee', '\xa0Twisted knee']"
Michele Camporese,"['not in squad', 'not in squad', 'not in squad']"
Nicolas Haas,"['\xa0Indirect card suspension', '\xa0Injury to the ankle', '\xa0Injury to the ankle', '\xa0Injury to the ankle', '\xa0Injury to the ankle', '\xa0Injury to the ankle', '\xa0Injury to the ankle', '\xa0Injury to the ankle', 'not in squad', 'not in squad']"
Nicola Murru,"['\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems']"
Luca Antonelli,"['\xa0Concussion', '\xa0Concussion', '\xa0Disrupted Calf Muscle', '\xa0Disrupted Calf Muscle', '\xa0Disrupted Calf Muscle', '\xa0Disrupted Calf Muscle', '\xa0Disrupted Calf Muscle', '\xa0Muscle Fatigue', '\xa0Leg Injury', '\xa0Leg Injury', '\xa0Leg Injury', '\xa0Leg Injury', '\xa0Leg Injury', 'not in squad', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Fatigue']"
Diego Perotti,"['\xa0Biceps femoris muscle injury', '\xa0Minor Knock', '\xa0Biceps femoris muscle injury', '\xa0Biceps femoris muscle injury', '\xa0Calf Problems', '\xa0Biceps femoris muscle injury']"
Davide Brivio,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Gianluigi Buffon,"['not in squad', '\xa0Flu', 'not in squad', 'not in squad', '\xa0Flu', 'not in squad']"
Davide Astori,"['not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension', '\xa0Indirect card suspension', '\xa0Yellow card suspension', 'not in squad']"
Andrea Tessiore,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension']"
Andrej Galabinov,"['International match', 'not in squad', 'not in squad', 'not in squad']"
Stephane Omeonga,[]
Davide Santon,"['not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad']"
Martin Erlic,"['not in squad', 'With the pros', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury']"
Jherson Vergara,"['not in squad', 'not in squad', '\xa0Yellow card suspension', 'not in squad']"
Ivan Vargic,[]
Erick Ferigra,"['not in squad', 'not in squad']"
Rick Karsdorp,"['\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury']"
Lorenzo Crisetig,"['\xa0Yellow card suspension', 'not in squad', '\xa0Yellow card suspension']"
Alessandro Deiola,"['\xa0Muscular problems', '\xa0Muscular problems', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Red card suspension', 'not in squad']"
Renato,"['With U19', 'not in squad', 'With U19', '\xa0Biceps femoris muscle injury', '\xa0Biceps femoris muscle injury', '\xa0Biceps femoris muscle injury', '\xa0Biceps femoris muscle injury', 'With U19', 'not in squad', 'not in squad', 'Suspension through sports court', 'Suspension through sports court', 'Suspension through sports court', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Leandro Cabrera,"['\xa0Muscular problems', '\xa0Muscular problems', 'not in squad', '\xa0Hamstring Injury', 'not in squad']"
Ahmad Benali,"['\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad']"
Keita Baldé,"['Suspended', 'Suspended', 'Called up to national team', 'International match', 'International match', 'International match', '\xa0Indirect card suspension', 'International match', 'International match']"
Alessio Donnarumma,"['With the pros', 'not in squad', 'With the pros', 'With the pros', 'With the pros', 'not in squad']"
Vasco Regini,['\xa0Yellow card suspension']
Vincenzo Pinto,[]
Jagos Vukovic,"['\xa0Minor Knock', '\xa0Knock', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knock', '\xa0Minor Knock', '\xa0Minor Knock', '\xa0Minor Knock', '\xa0Knock', '\xa0Knock', '\xa0Knock']"
Ivan Strinic,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Muscle Injury']"
Andrea Seculin,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Gabriel,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Leandrinho,"['With U19', '\xa0Leg Injury', 'not in squad', 'not in squad', 'not in squad', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', '\xa0Leg Injury', 'With U19', 'With U19', 'With U19', 'not in squad', 'With U19', 'not in squad', 'not in squad', 'not in squad', 'With U19', 'not in squad']"
Sasa Lukic,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension', 'not in squad']"
Diego Laxalt,"['not in squad', '\xa0Yellow card suspension']"
Davide Biraschi,"['not in squad', '\xa0Disrupted Calf Muscle', '\xa0Disrupted Calf Muscle', '\xa0Disrupted Calf Muscle', '\xa0Disrupted Calf Muscle', '\xa0Disrupted Calf Muscle', 'not in squad', '\xa0Disrupted Calf Muscle']"
Alejandro Rodríguez,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Moise Kean,"['International match', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', '\xa0Distortion of the ankle', '\xa0Distortion of the ankle', '\xa0Distortion of the ankle', '\xa0Stiffness', 'In training camp with first team', 'With the pros', 'International match', 'With the pros']"
Jens Stryger Larsen,"['\xa0Minor Knock', 'not in squad', 'not in squad', 'International match', 'not in squad', '\xa0Adductor problems', '\xa0Yellow card suspension', 'not in squad', 'not in squad']"
Andrea Cadili,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Felipe Caicedo,"['International match', '\xa0Hamstring Injury', '\xa0Indirect card suspension', '\xa0Flu', 'not in squad', 'not in squad']"
Raman Chibsah,"['\xa0Yellow card suspension', '\xa0Indirect card suspension']"
Federico Mattiello,"['\xa0Tibia Fracture', 'not in squad', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Tibia Fracture', '\xa0Tibia Fracture', '\xa0Tibia Fracture', '\xa0Tibia Fracture', '\xa0Tibia Fracture', '\xa0Tibia Fracture', 'With U19', 'With U19', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Nasal Bone Fracture', '\xa0Nasal Bone Fracture', 'With U19', 'With U19', 'With U19', 'With U19', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With U19', '\xa0Muscular problems', '\xa0Nasal Bone Fracture', 'not in squad', 'With U19']"
Raúl Albiol,"['\xa0Biceps femoris muscle injury', '\xa0Biceps femoris muscle injury', '\xa0Biceps femoris muscle injury', '\xa0Biceps femoris muscle injury', '\xa0Biceps femoris muscle injury', '\xa0Biceps femoris muscle injury', '\xa0Biceps femoris muscle injury', '\xa0Biceps femoris muscle injury', 'not in squad', '\xa0Yellow card suspension']"
Alessandro Bastoni,"['With U19', 'With U19', 'not in squad', 'not in squad', 'not in squad', 'With the pros', 'With the pros', 'With the pros', 'With the pros']"
Petko Hristov,"['not in squad', 'not in squad', 'not in squad']"
Samuel Armenteros,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Flu', 'not in squad', 'not in squad', 'not in squad']"
Simone Pontisso,"['not in squad', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Juan Manuel Valencia,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With U19', 'With U19', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury']"
Fabio Ceravolo,"['not in squad', 'not in squad', '\xa0Yellow card suspension', 'not in squad']"
Tommaso Berni,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Lorenzo Venuti,"['\xa0Yellow card suspension', 'not in squad']"
Guido Guerrieri,"['\xa0Red card suspension', 'not in squad']"
Allan,"['\xa0Knock', '\xa0Muscle Fatigue', 'not in squad', '\xa0Knock']"
Federico Bonazzoli,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Red card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Mario Sampirisi,['not in squad']
Simone Ghidotti,"['not in squad', 'not in squad', 'not in squad']"
Thiago Cionek,"['\xa0Yellow card suspension', '\xa0Bruise']"
Marko Rog,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Luca Garritano,"['not in squad', 'International match', 'International match']"
Marcel Büchel,"['not in squad', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Yellow card suspension']"
Cristian Ansaldi,"['not in squad', '\xa0Medial Collateral Ligament Injury', '\xa0Medial Collateral Ligament Injury', 'not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension', '\xa0Indirect card suspension', '\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', 'not in squad']"
Mattia Vitale,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Red card suspension', '\xa0Red card suspension', 'not in squad', 'International match']"
Gian Filippo Felicioli,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Pawel Bochniewicz,"['not in squad', 'International match', 'not in squad', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match']"
Vitor Hugo,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Ádám Nagy,"['not in squad', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury']"
Mattia De Sciglio,"['\xa0Muscle Fatigue', '\xa0Minor Knock', '\xa0Minor Knock', '\xa0Distortion of the ankle', '\xa0Distortion of the ankle', '\xa0Distortion of the ankle', '\xa0Distortion of the ankle', '\xa0Yellow card suspension', '\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle']"
Christ Kouadio,[]
Zinédine Machach,"['\xa0Indirect card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Federico Cirillo,[]
Oscar Hiljemark,"['not in squad', 'not in squad', '\xa0Unknown Injury']"
Lorenzo Pellegrini,"['not in squad', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Red card suspension', 'not in squad', '\xa0Yellow card suspension', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems']"
Mak Varesanovic,"['not in squad', 'not in squad', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', 'not in squad']"
Raoul Bellanova,"['International match', 'With U19', '\xa0Red card suspension', 'With U19', 'International match', 'International match', 'International match']"
Musa Barrow,[]
Paolo Faragò,"['\xa0Leg Injury', '\xa0Leg Injury', '\xa0Leg Injury', '\xa0Leg Injury', '\xa0Leg Injury', 'not in squad', '\xa0Yellow card suspension']"
Deian Boldor,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Bostjan Cesar,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', '\xa0Yellow card suspension', '\xa0Indirect card suspension']"
Felipe Avenatti,['\xa0Yellow card suspension']
Lisandro López,"['not in squad', '\xa0Knock', '\xa0Knock', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knock', '\xa0Knock', '\xa0Knock', '\xa0Knock', '\xa0Knock', '\xa0Knock', '\xa0Knock', '\xa0Knock', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knock', 'not in squad']"
Mariano Izco,"['not in squad', 'not in squad', 'not in squad']"
Bruno Petkovic,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Medhi Benatia,"['\xa0Muscular problems', '\xa0Knee Problems', 'not in squad', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Knee Problems', 'International match', 'International match', 'International match', 'International match', '\xa0Muscle Fatigue', 'International match', 'International match', 'not in squad']"
Joseph Tetteh,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Michael Scarf,"['not in squad', 'not in squad']"
Cazim Suljic,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With U19', 'not in squad']"
Rodrigo de Paul,"['\xa0Yellow card suspension', '\xa0Red card suspension']"
Kingsley Michael,[]
