,0
Rodrigo Ely,"['\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscular problems', '\xa0Muscular problems', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Muscle Injury', '\xa0Muscle Injury', 'not in squad', 'not in squad']"
Unai Núñez,"['not in squad', 'not in squad', 'not in squad']"
Lionel Carole,"['not in squad', 'not in squad', '\xa0Yellow card suspension', '\xa0Ligament Problems', '\xa0Ligament Problems', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Achilles tendon problems']"
Diego Costa,"['\xa0Yellow card suspension', 'not in squad']"
Marc Roca,"['\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', '\xa0Muscular problems', '\xa0Indirect card suspension']"
Rubén Rochina,"['not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', '\xa0Hamstring Injury']"
Nano Mesa,"['\xa0Ligament Injury', '\xa0Ligament Injury', 'not in squad', 'not in squad', '\xa0Head Injury', '\xa0Head Injury', 'not in squad', 'not in squad', 'not in squad', '\xa0Ankle problems', '\xa0Ankle problems', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Sprained ankle', '\xa0Ligament Injury', '\xa0Ligament Injury']"
Gorka Iraizoz,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Luca Zidane,"['not in squad', 'not in squad', 'not in squad', 'International match', 'With youth team', 'International match', 'not in squad', 'not in squad', 'not in squad', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury']"
Daniel Carvajal,"['\xa0Hamstring Injury', '\xa0Yellow card suspension', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Yellow card suspension', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', '\xa0Torn Muscle Fibre']"
Iñigo Martínez,"['\xa0Yellow card suspension', '\xa0Indirect card suspension', '\xa0Muscular problems', '\xa0Muscular problems']"
Iván Rodríguez,[]
Enis Bardhi,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Borja Mayoral,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Sergio Lozano,[]
Olarenwaju Kayode,"['\xa0Muscular problems', 'not in squad', '\xa0Yellow card suspension', 'not in squad']"
Iñigo Muñoz,[]
Lionel Messi,"['\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Influenza', '\xa0Yellow card suspension', 'not in squad', 'not in squad']"
Juanpi Añor,"['\xa0Indirect card suspension', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury']"
Alejandro Arribas,"['not in squad', '\xa0Yellow card suspension']"
Celso Borges,"['\xa0Ankle Injury', 'not in squad', '\xa0Yellow card suspension']"
José Gayà,"['\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Shoulder Injury', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Shoulder Injury']"
Bojan Krkic,"['not in squad', 'not in squad', 'not in squad']"
Antonio Rukavina,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Hamstring Injury', 'not in squad']"
Pedro Mosquera,"['\xa0Yellow card suspension', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Thigh Problems', '\xa0Thigh Problems', '\xa0Thigh Problems', '\xa0Thigh Problems']"
Juan Soriano,"['not in squad', 'With the pros', 'not in squad', 'With the pros', 'not in squad', 'With the pros', '\xa0Bruised Knee', '\xa0Bruised Knee', 'With the pros', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Pere Pons,"['not in squad', 'not in squad']"
Rúben Vezo,"['\xa0Indirect card suspension', 'not in squad', '\xa0Muscular problems', '\xa0Muscular problems', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Muscular problems']"
Álex Mula,[]
Manu Trigueros,"['not in squad', 'not in squad', 'not in squad']"
Mario González,"['With the pros', 'not in squad', 'not in squad', 'With the pros']"
Bebé,"['not in squad', 'not in squad', 'not in squad', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury']"
Carlos Fernández,"['With the pros', 'With the pros', 'With the pros', 'With the pros', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture']"
Roberto,"['\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury']"
Iago Aspas,"['not in squad', '\xa0Indirect card suspension', '\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad']"
Nicola Sansone,"['No eligibility', 'No eligibility', '\xa0Minor Knock', '\xa0Muscular problems', '\xa0Minor Knock', '\xa0Knee Problems', '\xa0Muscular problems', '\xa0Muscular problems', 'not in squad']"
Aly Abeid,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'not in squad', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Gabri Salazar,[]
Arona Sané,[]
David Juncà,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', 'not in squad', '\xa0Sprained ankle', '\xa0Sprained ankle']"
Sergi Samper,"['\xa0Muscular problems', 'not in squad', 'not in squad', '\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Thomas Vermaelen,"['\xa0Indirect card suspension', '\xa0Pubalgia', '\xa0Pubalgia', '\xa0Pubalgia', '\xa0Pubalgia', 'not in squad', 'not in squad', '\xa0Pubalgia', '\xa0Pubalgia', '\xa0Pubalgia', '\xa0Pubalgia', '\xa0Pubalgia', '\xa0Pubalgia', '\xa0Pubalgia', '\xa0Pubalgia', '\xa0Pubalgia', '\xa0Pubalgia', '\xa0Pubalgia', '\xa0Calf Problems', '\xa0Hand Injury']"
Javi García,"['\xa0Yellow card suspension', '\xa0Yellow card suspension', 'Suspension through sports court', 'Suspension through sports court', 'not in squad', 'not in squad', 'not in squad']"
Manuel Iturra,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available']"
Julen López,[]
Stefan Savic,"['not in squad', '\xa0Yellow card suspension']"
Iñigo Lekue,"['not in squad', '\xa0Knee Problems', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Pione Sisto,"['not in squad', 'not in squad', 'not in squad', '\xa0Bruised Foot', 'not in squad', 'not in squad', 'not in squad']"
John Guidetti,"['not in squad', 'not in squad', '\xa0Ankle Injury', 'not in squad', '\xa0Yellow card suspension', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad', 'not in squad']"
Sergio Sánchez,"['\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad']"
Bruno Soriano,"['\xa0Back trouble', 'not in squad', '\xa0Yellow card suspension', '\xa0Knee Problems', 'not in squad', 'not in squad', '\xa0Ankle Injury']"
Marcel Lizak,[]
Samu Castillejo,"['\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Yellow card suspension', '\xa0Muscle Injury']"
Joan Jordán,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Mujaid Sadick,[]
Alen Halilovic,"['not in squad', '\xa0Knee Problems', 'not in squad', 'not in squad', '\xa0Stretched Ligament', '\xa0Stretched Ligament', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Fabio González,[]
Nemanja Radoja,"['not in squad', '\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', 'not in squad']"
Jeison Murillo,"['not in squad', 'not in squad', '\xa0Yellow card suspension', 'not in squad']"
Facundo Roncaglia,"['not in squad', 'not in squad', 'not in squad', '\xa0Indirect card suspension', 'not in squad', 'not in squad', '\xa0Yellow card suspension']"
Álvaro Jiménez,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Riza Durmisi,"['not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury']"
Casemiro,"['\xa0Fibula shaft fractures', '\xa0Fibula shaft fractures', '\xa0Fibula shaft fractures', '\xa0Fibula shaft fractures', 'International match', '\xa0Fibula shaft fractures', '\xa0Fibula shaft fractures', '\xa0Fibula shaft fractures', '\xa0Fibula shaft fractures', '\xa0Fibula shaft fractures', '\xa0Fibula shaft fractures', '\xa0Fibula shaft fractures', '\xa0Fibula shaft fractures', 'not in squad', '\xa0Yellow card suspension', '\xa0Fibula shaft fractures']"
Saúl Ñíguez,"['not in squad', '\xa0Sprained ankle', 'not in squad']"
Yeray Álvarez,"['not in squad', 'not in squad', 'not in squad', '\xa0Ankle Injury', '\xa0Testicular Cancer', '\xa0Testicular Cancer', 'not in squad', 'not in squad', '\xa0Nasal Bone Fracture', '\xa0Testicular Cancer', '\xa0Testicular Cancer', '\xa0Testicular Cancer']"
Leandro Cabrera,"['\xa0Muscular problems', '\xa0Muscular problems', 'not in squad', '\xa0Hamstring Injury', 'not in squad']"
Cristiano Ronaldo,"['\xa0Torn Collateral Ligament', '\xa0Torn Collateral Ligament', '\xa0Torn Collateral Ligament', '\xa0Influenza', 'not in squad', '\xa0Muscular problems', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Thigh Problems', 'not in squad', 'not in squad']"
Carlos Isaac,[]
Sulley Muntari,"['not in squad', 'not in squad']"
Iván López,"['\xa0Muscle Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Jaume Costa,"['\xa0Muscular problems', 'not in squad', 'not in squad', 'not in squad', '\xa0Muscular problems', '\xa0Indirect card suspension', '\xa0Yellow card suspension', '\xa0Yellow card suspension', 'not in squad']"
Jairo Samperio,"['\xa0Medial Collateral Ligament Injury', '\xa0Medial Collateral Ligament Injury', '\xa0Medial Collateral Ligament Injury', '\xa0Medial Collateral Ligament Injury', '\xa0Medial Collateral Ligament Injury', '\xa0Medial Collateral Ligament Injury', 'not in squad', '\xa0Yellow card suspension', '\xa0Ligament Injury', '\xa0Ligament Injury', 'not in squad', '\xa0Medial Collateral Ligament Injury', '\xa0Medial Collateral Ligament Injury']"
Manu Hernando,[]
Pinchi,[]
Dani Raba,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Gabriel Peñalba,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'no information available', 'not in squad', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available', 'no information available']"
Koke Vegas,"['With the pros', 'With the pros', 'With the pros', 'With the pros', 'not in squad', 'With the pros']"
José Alonso Lara,[]
Sasa Lukic,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension', 'not in squad']"
Víctor Laguardia,"['\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Yellow card suspension', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', '\xa0Knee Injury']"
Clément Lenglet,"['not in squad', '\xa0Knock', 'not in squad', 'not in squad']"
Mubarak Wakaso,"['\xa0Indirect card suspension', 'not in squad', 'not in squad', 'International match', '\xa0Indirect card suspension', '\xa0Yellow card suspension', 'not in squad', 'not in squad', '\xa0Ill', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'Called up to national team', 'Called up to national team', 'International match', 'International match', 'International match', 'International match', 'not in squad', 'not in squad', 'Called up to national team']"
Sergio Araujo,"['not in squad', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', 'not in squad', 'not in squad', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems']"
Keylor Navas,"['\xa0Achilles tendon surgery', '\xa0Achilles tendon surgery', '\xa0Achilles tendon surgery', '\xa0Achilles tendon surgery', '\xa0Achilles tendon surgery', '\xa0Achilles tendon surgery', '\xa0Achilles tendon surgery', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Javi López,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', 'not in squad', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Muscular problems']"
Miguel Rubio,[]
David Simón,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Neto,[]
Daniel Torres,"['not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension', 'not in squad', 'not in squad']"
Andrés Prieto,"['\xa0Fractured Hand', '\xa0Fractured Hand', '\xa0Fractured Hand', '\xa0Fractured Hand', 'not in squad', 'not in squad', 'With the pros', 'With the pros']"
Sergio Mora,"['\xa0Ligament Injury', 'not in squad', 'not in squad', '\xa0Ligament Injury', '\xa0Ligament Injury', '\xa0Ligament Injury', '\xa0Ligament Injury', '\xa0Ligament Injury', '\xa0Ligament Injury', '\xa0Ligament Injury', '\xa0Ligament Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Aritz Castro,[]
Éver Banega,"['not in squad', '\xa0Indirect card suspension', 'not in squad', '\xa0Red card suspension']"
Juanmi,"['\xa0Indirect card suspension', '\xa0Yellow card suspension']"
Jonathan Calleri,"['Olympic games', 'not in squad', 'not in squad', 'With the U21s', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Genís Montolio,[]
Beñat Etxebarria,"['\xa0Hamstring Injury', '\xa0Hip Injury', '\xa0Hamstring Injury', '\xa0Hip Injury', '\xa0Yellow card suspension', 'not in squad', '\xa0Hamstring Injury']"
Marlos Moreno,"['not in squad', 'not in squad', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Raúl Fernández,"['\xa0Muscle Injury', '\xa0Muscle Injury', 'not in squad']"
Aritz Aduriz,"['\xa0Bruised Knee', '\xa0Hamstring Injury', '\xa0Ankle Injury', '\xa0Indirect card suspension', '\xa0Yellow card suspension', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury']"
Iván Villar,"['With the pros', 'With the pros', 'not in squad', 'With the pros', 'With the pros', 'With the pros', 'not in squad', 'With the pros', 'With the pros', 'not in squad', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'not in squad', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros']"
Raúl Navas,"['\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hamstring Injury', '\xa0Yellow card suspension', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury']"
Yerry Mina,"['not in squad', 'not in squad', 'International match', 'International match', 'International match', 'not in squad', '\xa0Yellow card suspension', 'not in squad', 'not in squad', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', 'not in squad', 'International match', 'International match', 'International match']"
Enzo Zidane,"['\xa0Yellow card suspension', '\xa0Indirect card suspension', 'not in squad', 'not in squad']"
Alfonso Pedraza,['With the pros']
Sergi Roberto,"['\xa0Adductor problems', 'not in squad', '\xa0Adductor problems', 'not in squad', '\xa0Yellow card suspension', '\xa0Indirect card suspension']"
José Campaña,"['\xa0Yellow card suspension', '\xa0Achilles Irritation', '\xa0Achilles Irritation']"
Fernando Torres,"['\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Head Injury', '\xa0Head Injury', '\xa0Muscle Injury']"
Álex Granell,"['not in squad', 'not in squad', '\xa0Torn Muscle Fibre', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Mario Gaspar,"['not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension', 'not in squad']"
Raúl Lizoain,[]
Gabriel Paulista,"['\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', 'not in squad', '\xa0Knee Injury']"
Nemanja Maksimovic,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'International match', 'not in squad']"
Javi Eraso,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Mariano Barbosa,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Zouhair Feddal,"['\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Indirect card suspension', 'not in squad', '\xa0Indirect card suspension', 'not in squad', '\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad']"
Vitorino Antunes,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Jon Bautista,"['not in squad', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'not in squad']"
Ander Guevara,[]
Iñigo Córdoba,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Javier Jiménez,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the pros', 'not in squad', 'not in squad', 'not in squad']"
Tito,"['\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Muscle Injury', 'not in squad']"
Dimitrios Siovas,"['\xa0Bruised Knee', '\xa0Fitness', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Bruised Knee', '\xa0Bruised Knee', '\xa0Fitness', '\xa0Fitness', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Tana,"['\xa0Achilles Irritation', '\xa0Achilles Irritation', '\xa0Achilles Irritation', '\xa0Achilles Irritation', '\xa0Achilles Irritation', 'not in squad']"
Juan Cruz,[]
Víctor San Bartolomé,[]
Iñaki Williams,['not in squad']
Ian Soler,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Hugo Duro,[]
Rubén Castro,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Emre Mor,"['not in squad', '\xa0Red card suspension', '\xa0Red card suspension', 'not in squad', 'not in squad', '\xa0Back trouble', '\xa0Back trouble', 'not in squad', '\xa0Muscular problems', 'not in squad', 'not in squad', '\xa0Ill', '\xa0Ill', '\xa0Muscular problems', 'not in squad', '\xa0Ill', 'not in squad', '\xa0Ill', 'not in squad']"
José Manuel Jurado,"['not in squad', 'not in squad', 'not in squad']"
Gerard Deulofeu,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Markel Areitio,[]
Hernán Santana,"['\xa0Edema in the knee', '\xa0Edema in the knee', '\xa0Edema in the knee', '\xa0Edema in the knee', '\xa0Edema in the knee', '\xa0Edema in the knee', '\xa0Edema in the knee', '\xa0Edema in the knee', '\xa0Edema in the knee', '\xa0Edema in the knee', '\xa0Edema in the knee', 'not in squad', 'not in squad', 'not in squad', '\xa0Knock', '\xa0Knock', '\xa0Knock', '\xa0Knock', '\xa0Knock', '\xa0Knock', 'not in squad', 'not in squad']"
Costel Pantilimon,"['\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', 'not in squad']"
Leandro Chichizola,[]
Sergio Canales,"['\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Foot Injury']"
Ermedin Demirovic,['\xa0Yellow card suspension']
Javi Fuego,"['\xa0Indirect card suspension', '\xa0Yellow card suspension', '\xa0Ill', 'not in squad']"
Carlos Bacca,"['\xa0Muscle Fatigue', '\xa0Muscle Fatigue', '\xa0Muscle Fatigue', 'Suspension through sports court']"
Antoine Griezmann,"['\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad']"
Adrián López,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
David Costas,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Santi Mina,"['not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Muscle Injury']"
Paulinho,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Alberto Bueno,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Miguel Cifuentes,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Gabriel,"['not in squad', '\xa0Yellow card suspension', '\xa0Knock', 'not in squad']"
Alexander Szymanowski,"['not in squad', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', '\xa0Knock', '\xa0Knock', '\xa0Knee Injury', '\xa0Knee Injury']"
Luisinho,"['not in squad', '\xa0Yellow card suspension', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury']"
Luis Muriel,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Red card suspension']"
Óscar Rodríguez,[]
Adrián González,"['not in squad', 'not in squad']"
Simon Kjaer,"['\xa0Minor Knock', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Thigh muscle rupture', 'not in squad', '\xa0Red card suspension', '\xa0Thigh muscle rupture', '\xa0Minor Knock', '\xa0Minor Knock', 'not in squad', '\xa0Hamstring Injury']"
