,0
Luke Amos,"['not in squad', 'not in squad', 'not in squad', 'With the pros']"
Matthew Pennington,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'With the U21s', 'not in squad', 'With the U21s', 'With the U21s', 'not in squad', 'not in squad', 'With the U21s', 'With the U21s', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury']"
Yohan Cabaye,"['\xa0Groin Injury', 'not in squad', '\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad']"
Dan Barlaser,"['not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team']"
Sean Scannell,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Ander Herrera,"['not in squad', 'not in squad', '\xa0Yellow card suspension', '\xa0Indirect card suspension', '\xa0Indirect card suspension', 'Suspension through sports court', 'not in squad', 'not in squad']"
Dejan Iliev,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Mousa Dembélé,"['\xa0Unknown Injury', 'Suspension through sports court', 'Suspension through sports court', 'Suspension through sports court', 'Suspension through sports court', '\xa0Unknown Injury', '\xa0Unknown Injury', 'not in squad', 'not in squad', 'not in squad', '\xa0Unknown Injury', 'not in squad']"
Gabriel Jesus,"['\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', 'special leave', 'special leave', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', 'special leave', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture']"
Lewis O'Brien,[]
Junior Stanislas,"['\xa0Inguinal Hernia', '\xa0Inguinal Hernia', '\xa0Inguinal Hernia', 'not in squad', 'not in squad', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Groin Injury', '\xa0Groin Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Tom Dele-Bashiru,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Scott Dann,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Marko Arnautovic,"['\xa0Yellow card suspension', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', 'not in squad', 'not in squad']"
Rob Holding,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team']"
Joel Ward,['not in squad']
Peter Crouch,[]
Yohan Benalouane,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knock', '\xa0Knock', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knock', 'not in squad']"
Connor Roberts,"['International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the pros']"
Achraf Lazaar,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Shkodran Mustafi,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Thigh Problems', '\xa0Thigh Problems', '\xa0Thigh Problems', 'not in squad', '\xa0Concussion', 'not in squad', '\xa0Thigh Problems', '\xa0Concussion', 'not in squad', 'not in squad', 'not in squad']"
Marco van Ginkel,"['\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'With the U21s', 'With the U21s', 'With the U21s', 'not in squad', 'not in squad', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury']"
Alfie Mawson,"['not in squad', 'not in squad', 'With the U21s', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Jesús Gámez,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Chung-yong Lee,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Wes Morgan,"['\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', 'not in squad', 'not in squad']"
Jayson Molumby,"['With the U21s', 'not in squad', 'With the U21s', 'With the U21s', 'With the U21s', 'not in squad', 'not in squad', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'not in squad', 'With the U21s', 'With the U21s', 'With the U21s', 'not in squad', 'With the U21s', 'With the U21s', 'With the U21s', 'not in squad', 'International match', 'With the U21s', 'With the U21s', 'not in squad', 'With the U21s']"
Adam Smith,"['\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
James Tarkowski,[]
Zlatan Ibrahimovic,"['\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Yellow card suspension', 'Suspension through sports court', 'Suspension through sports court', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', 'Suspension through sports court', 'not in squad']"
Joel Coleman,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Scott McTominay,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the pros']"
Richarlison,"['not in squad', '\xa0Yellow card suspension', 'not in squad', 'not in squad']"
Florian Lejeune,"['\xa0Indirect card suspension', '\xa0Indirect card suspension', '\xa0Muscle Injury', '\xa0Yellow card suspension']"
Charlie Austin,"['not in squad', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', 'With the U21s', 'not in squad', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', 'not in squad', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury']"
Anthony Knockaert,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Michel Vorm,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Pablo Zabaleta,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Pascal Groß,['\xa0Yellow card suspension']
Jack Wilshere,"['not in squad', 'not in squad', '\xa0Hairline crack in calfbone', '\xa0Hairline crack in calfbone', '\xa0Hairline crack in calfbone', '\xa0Hairline crack in calfbone', '\xa0Hairline crack in calfbone', 'not in squad', 'not in squad']"
Victor Wanyama,"['not in squad', 'not in squad']"
Conor Masterson,"['International match', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'International match', 'not in squad']"
Jason Puncheon,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Ragnar Klavan,"['\xa0Knee Injury', 'not in squad', 'not in squad', '\xa0Knee Injury', 'not in squad']"
Marc Albrighton,"['not in squad', 'not in squad']"
Aaron Cresswell,"['\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Indirect card suspension', '\xa0Groin Strain', 'not in squad', 'not in squad', '\xa0Knee Injury']"
Rayhaan Tulloch,"['not in squad', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'International match', 'International match', 'not in squad', 'With the U21s', 'International match', 'not in squad']"
Kevin Long,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury']"
Pierre-Emile Höjbjerg,"['not in squad', 'not in squad', 'With the U21s', 'not in squad']"
Steve Mounié,"['\xa0Indirect card suspension', 'not in squad']"
Trevoh Chalobah,"['International match', 'not in squad', 'With the U18s']"
Marcos Alonso,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Kiko Femenía,"['\xa0Muscle Injury', 'not in squad', '\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Connor Randall,"['With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad']"
Alexis Sánchez,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Jordan Ayew,"['International match', 'International match', '\xa0Yellow card suspension', 'International match', 'International match', 'International match', 'Called up to national team']"
Bruno,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Davy Klaassen,"['\xa0Rest ', '\xa0Yellow card suspension', '\xa0Yellow card suspension', '\xa0Rest ', '\xa0Rest ', 'not in squad']"
Jan Vertonghen,"['\xa0Ankle Injury', '\xa0Yellow card suspension', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury']"
Simon Francis,"['\xa0Red card suspension', '\xa0Red card suspension', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Red card suspension', 'not in squad']"
Cuco Martina,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
James Ward-Prowse,"['not in squad', 'not in squad', 'not in squad', '\xa0Injury to the ankle']"
Sullay Kaikai,"['not in squad', 'not in squad', 'not in squad', 'With the pros', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Francis Coquelin,"['\xa0Knee Injury', '\xa0Yellow card suspension', '\xa0Knee Injury', '\xa0Hamstring Injury', 'not in squad', '\xa0Hamstring Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Leonardo Ulloa,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Thigh Muscle Strain', '\xa0Thigh Muscle Strain', '\xa0Thigh Muscle Strain', '\xa0Thigh Muscle Strain', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Thigh Muscle Strain', 'not in squad', 'not in squad']"
Vicente Iborra,"['\xa0Yellow card suspension', '\xa0Knock', '\xa0Knock']"
Toby Alderweireld,"['\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury']"
Kenji Gorré,"['With the pros', 'not in squad', 'not in squad', 'not in squad', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Chuba Akpom,"['not in squad', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Back Injury', 'not in squad', '\xa0Back Injury', '\xa0Back Injury']"
Beram Kayal,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Connor Mahoney,"['not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad']"
Jordi Osei-Tutu,[]
Alexandre Lacazette,"['\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', 'not in squad', '\xa0Thigh Problems', '\xa0Thigh Problems', 'not in squad']"
Ethan Ampadu,[]
Eric Dier,"['\xa0Unknown Injury', '\xa0Unknown Injury', 'not in squad', '\xa0Unknown Injury']"
Damien Delaney,"['\xa0Yellow card suspension', 'not in squad', 'not in squad']"
Liam Rosenior,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Sofiane Boufal,"['\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'Called up to national team', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury']"
Geoff Cameron,"['\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'International match', '\xa0Knee Injury']"
Angelo Ogbonna,"['not in squad', 'not in squad', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery']"
Erwin Mulder,[]
Curtis Jones,[]
Jake Livermore,"['not in squad', 'not in squad']"
Marcos Rojo,"['\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', 'not in squad']"
Tyler Roberts,"['International match', 'International match', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Riyad Mahrez,"['not in squad', 'International match', 'International match', 'Called up to national team']"
Younès Kaboul,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Emerson Hyndman,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury']"
Kieran Gibbs,"['not in squad', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', 'not in squad']"
Tosin Adarabioyo,"['not in squad', 'not in squad', 'With the pros', 'not in squad', 'not in squad', 'With the pros', 'With the pros']"
Kieran Trippier,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Joel Robles,[]
Jordan Williams,[]
Juan Foyth,"['not in squad', 'International match', 'International match', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad']"
Granit Xhaka,"['\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension']"
Shani Tarashaj,"['not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Tonsillitis', '\xa0Tonsillitis', '\xa0Tonsillitis', '\xa0Tonsillitis', 'not in squad', '\xa0Muscular problems', '\xa0Muscular problems', 'not in squad', 'not in squad', 'not in squad', '\xa0Torn Meniscus', '\xa0Torn Meniscus', '\xa0Torn Meniscus', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Aaron Ramsdale,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'International match', 'International match', 'International match', 'International match']"
Pedro Obiang,"['not in squad', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury']"
Vlad Dragomir,"['not in squad', 'With the U18s', 'With the U18s']"
Jamal Blackman,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Toni Martínez,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Didier Ndong,"['not in squad', 'International match', 'International match', 'not in squad', '\xa0Red card suspension', 'Called up to national team', 'International match']"
Ryan Schofield,[]
Kyle Jameson,"['With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U21s', 'not in squad', 'not in squad', 'not in squad']"
Steven Davis,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Davide Zappacosta,"['\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Bruise', 'not in squad', '\xa0Biceps femoris muscle injury']"
Daniel Sturridge,"['\xa0Hip Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Ill', '\xa0Hip problems', '\xa0Hip problems', '\xa0Hip problems', 'not in squad', '\xa0Hip Injury', 'not in squad', '\xa0Calf Injury']"
Fraser Forster,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Josh Onomah,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'International match', 'not in squad']"
Hamza Choudhury,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Mikel Merino,"['not in squad', '\xa0Knee inflammation ', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Ill', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Fabian Delph,"['\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Muscle Injury', '\xa0Muscle Injury']"
