,0
Krystian Bielik,"['With youth team', 'With youth team', 'With youth team', 'With youth team', 'With youth team', 'With youth team', 'not in squad', 'not in squad', 'With the 2nd team', 'With youth team', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With youth team', 'With youth team', 'not in squad', 'With the 2nd team', 'not in squad', 'With youth team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Javier Manquillo,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Victor Moses,"['\xa0Calf Strain', '\xa0Calf Strain', 'not in squad', 'not in squad']"
Nicolás Otamendi,"['not in squad', 'not in squad', '\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Jermain Defoe,"['not in squad', 'not in squad', 'not in squad']"
Matej Delac,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Jerome Sinclair,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the pros', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Santi Cazorla,"['\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', 'not in squad', '\xa0Ankle Surgery', '\xa0Ankle Surgery']"
Ashley Young,"['not in squad', 'not in squad', '\xa0Knock', '\xa0Muscular problems', '\xa0Muscular problems', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knock', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Angel Gomes,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'International match', 'not in squad', 'not in squad']"
Roque Mesa,"['\xa0Yellow card suspension', '\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad']"
Héctor Bellerín,"['not in squad', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', 'not in squad', 'not in squad', 'not in squad', '\xa0Ankle Injury']"
Grant Hanley,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Zanka,"['\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Kazaiah Sterling,"['With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad']"
Michael Keane,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Jonathan Walters,"['not in squad', 'not in squad', 'not in squad', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Surgery', 'not in squad']"
Kenedy,"['not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Ben Woodburn,"['not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'International match', 'With the 2nd team', 'With the pros', 'With the pros', 'With the pros']"
Ross Barkley,[]
Erik Lamela,"['\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury']"
Harry Arter,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Dele Alli,"['not in squad', 'not in squad', 'not in squad']"
Mathew Ryan,"['\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Hip problems', '\xa0Hip problems', '\xa0Hip problems', 'not in squad', 'not in squad', '\xa0Hip problems', '\xa0Hip problems']"
Kelechi Iheanacho,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Oliver McBurnie,"['With the U21s', 'not in squad', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'not in squad', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'With the U21s', 'not in squad', 'not in squad', 'With the U21s', 'With the U21s', 'not in squad', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U21s', 'With the U21s']"
Tyrese Campbell,"['With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'no information available', 'not in squad']"
Lewis Dunk,"['\xa0Yellow card suspension', '\xa0Yellow card suspension', '\xa0Indirect card suspension', '\xa0Yellow card suspension', 'not in squad']"
Dale Stephens,"['\xa0Red card suspension', 'not in squad', '\xa0Indirect card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Kyle Naughton,"['not in squad', 'not in squad']"
Jonathan Leko,"['With the U21s', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U21s', 'With the U21s', 'not in squad']"
Matt Targett,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'With the U21s', 'not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury']"
Harry Souttar,"['not in squad', 'not in squad', 'International match', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U18s', 'With the U18s', 'not in squad', 'With the U18s', 'not in squad', 'With the U18s', 'With the 2nd team', 'With the U18s', 'With the U18s', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Heurelho Gomes,['not in squad']
Henri Saivet,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'International match', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Nemanja Matic,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
James Wilson,"['\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', 'not in squad', 'not in squad', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', 'not in squad', 'not in squad', 'not in squad', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', 'not in squad', 'not in squad', '\xa0Ruptured cruciate ligament']"
Steve Cook,"['not in squad', 'not in squad']"
Ben Watson,"['\xa0Red card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Groin Strain', '\xa0Groin Strain', '\xa0Groin Strain', '\xa0Groin Strain', '\xa0Groin Strain', '\xa0Groin Strain', '\xa0Groin Strain', '\xa0Groin Strain', '\xa0Groin Strain', '\xa0Groin Strain', '\xa0Groin Strain', 'not in squad']"
Alberto Moreno,[]
Christopher Schindler,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Phil Bardsley,"['\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Indirect card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Timothy Fosu-Mensah,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Shoulder Injury', '\xa0Shoulder Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Craig Cathcart,"['not in squad', '\xa0Inguinal Hernia', '\xa0Inguinal Hernia', '\xa0Inguinal Hernia', '\xa0Inguinal Hernia', '\xa0Inguinal Hernia', '\xa0Inguinal Hernia', '\xa0Inguinal Hernia', '\xa0Inguinal Hernia', '\xa0Inguinal Hernia', '\xa0Inguinal Hernia', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Ayoze Pérez,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Aaron Mooy,"['not in squad', 'not in squad', 'not in squad']"
Artur Boruc,"['\xa0Back trouble', '\xa0Back trouble', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Cesc Fàbregas,"['\xa0Thigh Problems', '\xa0Thigh Problems', '\xa0Thigh Problems', '\xa0Thigh Problems', '\xa0Thigh Problems']"
Henrikh Mkhitaryan,"['\xa0Strain', '\xa0Strain', 'not in squad', 'not in squad', '\xa0Strain', '\xa0Strain', '\xa0Strain', '\xa0Strain', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Muscular problems', 'not in squad', '\xa0Strain', 'not in squad', '\xa0Muscular problems']"
Maarten Stekelenburg,"['\xa0Foot Injury', '\xa0Leg Injury', '\xa0Leg Injury', '\xa0Leg Injury', 'not in squad', 'not in squad', '\xa0Leg Injury']"
Alex McCarthy,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury']"
Robbie Brady,"['With the pros', 'not in squad', 'not in squad', 'not in squad', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', 'not in squad', 'not in squad']"
Nahki Wells,"['not in squad', 'not in squad']"
James McCarthy,"['\xa0Groin Strain', '\xa0Groin Strain', '\xa0Groin Strain', '\xa0Groin Strain', '\xa0Groin Strain', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Groin Strain']"
Aaron Ramsey,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Calf Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Calf Injury', '\xa0Calf Injury', 'not in squad', 'not in squad', '\xa0Calf Injury', '\xa0Hamstring Injury', 'not in squad']"
Wilfried Zaha,"['not in squad', 'International match', 'International match', 'International match', 'International match', 'not in squad']"
Craig Dawson,['not in squad']
Cédric Soares,"['not in squad', '\xa0Foot Injury', '\xa0Foot Injury', 'not in squad', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Ill', '\xa0Ill', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Foot Injury']"
Johann Berg Gudmundsson,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad']"
Tom Ince,[]
Adrien Silva,"['\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Ruptured knee ligament', '\xa0Ruptured knee ligament', '\xa0Ruptured knee ligament', '\xa0Ruptured knee ligament', '\xa0Ruptured knee ligament', 'not in squad', '\xa0Muscle Injury']"
Matteo Darmian,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Michy Batshuayi,['not in squad']
Bruno Martins Indi,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Aleksandar Mitrovic,"['\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Concussion', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Joe Rodon,"['International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Callum Hudson-Odoi,"['not in squad', 'International match', 'International match', 'not in squad', 'not in squad', 'International match', 'not in squad', 'International match', 'International match', 'not in squad', 'not in squad']"
DeAndre Yedlin,"['not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury']"
Cameron Borthwick-Jackson,"['With the U21s', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', '\xa0Groin Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', '\xa0Groin Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad']"
Eric Maxim Choupo-Moting,"['\xa0Knee Problems', '\xa0Influenza', '\xa0Influenza', '\xa0Adductor problems', 'not in squad', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Knee Problems', 'not in squad', 'not in squad', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Adductor problems']"
Gylfi Sigurdsson,[]
Islam Slimani,"['\xa0Minor Knock', 'not in squad', 'not in squad', '\xa0Groin Injury', '\xa0Groin Injury', 'not in squad', '\xa0Minor Knock', 'not in squad', 'not in squad', 'International match', 'International match', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', 'International match', '\xa0Groin Injury', '\xa0Groin Injury', 'not in squad', 'not in squad']"
Robert Snodgrass,"['\xa0Ankle Injury', '\xa0Muscle Injury', 'not in squad', 'not in squad', '\xa0Ankle Injury', '\xa0Muscle Injury']"
Chris Löwe,"['\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Theo Walcott,"['not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Calf Strain', '\xa0Calf Strain', '\xa0Calf Strain', '\xa0Calf Strain', '\xa0Calf Strain', '\xa0Calf Strain', 'not in squad', '\xa0Hamstring Injury', 'not in squad']"
Jordon Ibe,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Anthony Gordon,[]
Ryan Shawcross,"['\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury']"
Todd Kane,"['\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', 'not in squad', 'With the U21s', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture']"
Chris Brunt,"['\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', 'not in squad', '\xa0Cruciate Ligament Rupture']"
Jamie Sterry,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Nathan Dyer,"['not in squad', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', 'not in squad', 'not in squad', 'not in squad', 'With the U21s', '\xa0Achilles tendon rupture', '\xa0Achilles tendon rupture', '\xa0Achilles tendon rupture', '\xa0Achilles tendon rupture', '\xa0Achilles tendon rupture', '\xa0Achilles tendon rupture', '\xa0Achilles tendon rupture', '\xa0Achilles tendon rupture', '\xa0Achilles tendon rupture', '\xa0Achilles tendon rupture', '\xa0Achilles tendon rupture', '\xa0Achilles tendon rupture', '\xa0Achilles tendon rupture', '\xa0Ankle Injury']"
Gaëtan Bong,"['\xa0Yellow card suspension', '\xa0Indirect card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Kevin Mirallas,"['not in squad', 'not in squad']"
Oliver Burke,"['\xa0Influenza', '\xa0Thigh Problems']"
Benjamin Mendy,"['\xa0Muscle Injury', 'not in squad', 'not in squad', 'not in squad', '\xa0Indirect card suspension', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', 'not in squad', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad', '\xa0Red card suspension', 'not in squad', 'not in squad', '\xa0Red card suspension']"
Freddie Ladapo,"['not in squad', 'With the pros', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
