0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Imanol Agirretxe,0,0,not in squad,0,not in squad,0,not in squad, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury,0,0,0,0,0,0, Muscle Injury, Muscle Injury, Muscle Injury,0,0,0,0,0,not in squad,0, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems
Toni Kroos,0,0,0, Bruised Rib,0, Bruised Rib,0,0,0,0,0,0,0,0,0, Medial Collateral Ligament Injury,0,0,0,0,0,0,0, Medial Collateral Ligament Injury, Medial Collateral Ligament Injury, Medial Collateral Ligament Injury, Medial Collateral Ligament Injury,0,0,not in squad,0,0,0,not in squad,0,0,0,0
Oghenekaro Etebo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Knock, Knock,0,0,0,0,0,0, Muscle Injury,0
Aday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0,0,0,0, Muscle Injury, Muscle Injury,0,0,0,0,0,0,0,0,0,0,0
Oriol Busquets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omar Ramos,0,0,0,0,0, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury,0, Hamstring Injury,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0, Muscular problems, Muscular problems,not in squad,0,0,0
Mauro dos Santos,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0, Muscle Injury,0,0,0, Muscle Injury, Muscle Injury, Muscle Injury, Muscle Injury, Muscle Injury, Muscle Injury,0, Muscle Injury,0,0,0,not in squad,0,0,0,0,not in squad,0,0
Stanislav Lobotka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cédric Bakambu, Yellow card suspension,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raúl Lizoain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
