name,Min,Sh,SoT,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1
Guillermo-Maripan-,90.0,0.2777777777777778,0.05555555555555555,36.675438596491226,9.738304093567251,1.5657894736842104,2.111111111111111,1.0555555555555556,0.03333333333333333,0.03333333333333333,0.0,0.05555555555555555,0.05555555555555555,19.264619883040936,26.780701754385966,69.53888888888889,165.01169590643275,16.855263157894736,55.22368421052632,0.3333333333333333,0.3888888888888889
Gustavo-Cabral-,90.0,0.4440573271665044,0.09790348101265822,73.16756869136344,7.607696010765244,1.4120136645356862,3.5776844887996337,1.5882302656971552,0.04753073271665044,0.04753073271665044,0.0,0.39404430139916824,0.038461538461538464,53.78376728604283,61.571323221914255,85.92307692307693,319.01928394013896,46.54349443197846,106.52881991769279,0.04120879120879121,0.07967032967032966
Hacen-,90.0,0.0,0.0,47.32432432432432,8.297297297297298,0.0,1.2162162162162162,3.0,0.0,0.0,0.0,0.0,0.0,28.45945945945946,42.10810810810811,65.8,87.51351351351352,24.027027027027028,26.243243243243246,0.0,0.0
Hector-Hernandez-,90.0,0.0,0.0,108.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,78.0,84.6,378.0,78.0,120.0,0.0,0.0
Hector-Moreno-,90.0,0.625,0.3125,70.4268465909091,6.7805397727272725,1.0738636363636362,0.9375,1.4765625,0.08750000000000001,0.08750000000000001,0.046875,0.90625,0.0625,56.84872159090909,64.8252840909091,86.18125,440.38991477272725,54.45028409090909,175.4509943181818,0.0625,0.0625
Hernan-,90.0,13.436974789915967,13.0,116.44826027577021,21.629122094181803,18.8513202851991,2.098240105758903,0.4589528118939884,2.657983193277311,2.657983193277311,0.0,0.6417004048582996,0.0,68.19581192801006,78.39249383964112,88.89999999999999,227.8412765916083,80.44653488925935,946.7823509970789,0.0,0.0
Hernan-Perez-,90.0,1.0427475337961272,0.16459627329192547,61.217151640074405,25.761897092008834,1.1207630397771242,0.4414749365759776,3.101090166066984,0.068560467665327,0.068560467665327,0.11632653061224489,3.161278595945421,0.0,23.338033320762815,38.98421742208246,60.39285714285713,132.27643233593867,48.925565306715704,312.10484761588634,4.18110448404714,8.702041027678677
Hernan-Toledo-,90.0,0.38245614035087716,0.3157894736842105,44.62309436394104,21.3346947916742,0.9651515151515151,0.43333333333333335,0.5446183025130392,0.03824561403508772,0.03824561403508772,0.18112849691797064,4.444367675946623,1.2666666666666666,21.46863225524553,31.67982444092284,63.66,70.86632618829414,42.53539107623775,308.6596258164908,4.801359303075551,6.4210334885392095
Hugo-Duro-,90.0,0.0,0.0,21.176470588235293,26.47058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.176470588235293,21.176470588235293,100.0,0.0,21.176470588235293,37.05882352941177,0.0,0.0
Hugo-Mallo-,90.0,0.6930835554914674,0.2171945701357466,74.30164181896325,12.984128476584106,2.2845361234122055,2.009604039374484,1.7905414310674412,0.03348416289592761,0.03348416289592761,0.12520395950666935,1.5494648134412454,0.17967049796076284,47.37074775499485,64.68982716433669,72.80882352941177,364.7864966399295,47.096949059146596,136.3200696692709,0.5588235294117647,1.0637938102070097
Iago-Aspas-,90.0,2.9453441824490993,1.4653483283860809,50.58764737238178,19.6125604470644,0.6666666666666666,0.6458333333333334,0.8402777777777778,0.5288798479590842,0.4649909590701953,0.2035014876597405,3.3379792215393618,0.42620232172470973,29.681633847568875,39.093621528213276,75.88055555555559,107.42610389927115,40.03186884206419,135.42860975235865,1.5442578772802653,2.3567578772802653
Ibai-Gomez-,90.0,2.272247544519754,1.0557421075259041,49.57728769223077,20.174687850603682,0.5682800333051882,0.6515362206871567,1.8140727356201984,0.2708973769660802,0.2503091416719625,0.1967311861045815,2.640056289277654,0.4455213903743316,25.254922311013022,38.21796664807547,65.26470588235297,183.97310649707813,35.56373680963603,95.43292744652263,2.0695146363613417,3.8209589325451447
Ignasi-Miquel-,90.0,0.6175971491600203,0.15421686746987953,47.0061343967419,7.952002375699983,1.15,1.7309774308501613,1.6809774308501613,0.03633802816901408,0.03633802816901408,0.005,0.3,0.0,25.57810113694213,37.17030375021212,67.28999999999999,241.25901069064994,23.737264551162397,64.45125572713388,0.1,0.2
Igor-Zubeldia-,90.0,1.2243051066580477,0.43452380952380953,63.513809113040885,20.690674024541455,2.4262082444918267,1.6750377073906486,0.8123804056639878,0.06254578754578756,0.06254578754578756,0.004166666666666667,0.706611174894757,0.1794871794871795,44.845590223355806,55.811594733916955,81.28333333333333,166.66755865585978,43.30072339863824,120.18646728600635,0.44362745098039214,0.6167043740573152
Iker-Muniain-,90.0,2.0291984263584952,1.3207216621588393,74.87851964444046,30.301249525001676,0.9218404229161543,0.29081632653061223,0.886904761904762,0.3955433980821244,0.3955433980821244,0.11904761904761907,3.4523809523809526,0.21428571428571427,49.77974327737666,60.41515691709323,82.09285714285716,203.99244845802508,63.572607684914054,232.3705098687887,1.3274526678141136,2.7983753194596566
Imanol-Agirretxe-,90.0,2.910362364907819,1.8181818181818181,39.6958041958042,24.552606484424665,0.0,0.0,0.09090909090909091,1.0670692943420215,1.0670692943420215,0.06293706293706294,2.3566433566433567,1.7272727272727273,18.15924984106802,31.93499682136046,57.23636363636364,47.186427209154495,27.651462174189444,38.20883661792753,0.5454545454545454,0.6363636363636364
Imanol-Sarriegi-,90.0,0.0,0.0,90.88709677419354,30.403225806451616,9.435483870967742,0.967741935483871,7.5,0.0,0.0,0.0,0.0,0.0,46.0483870967742,72.98387096774194,65.83333333333333,85.88709677419355,71.04838709677419,193.8709677419355,0.0,0.0
Imoh-Ezekiel-,90.0,2.621219009458496,0.44324324324324327,46.636333254966985,14.356919698150762,1.0354795728387778,1.1571953459889772,0.3142605633802817,0.15381402785536782,0.15381402785536782,0.0,0.775130128597673,0.0,28.66169980527343,34.65846779740298,76.58,109.36231735397068,41.97234213297352,242.90521810284181,3.23232547458665,4.820264063818871
