,name,Min,Sh,SoT,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1
650,Alexander Kacaniklic,11,0,0,5,1,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,17,3,40,0,1
651,Alexander Kacaniklic,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
652,Alexander Kacaniklic,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
653,Alexander Kacaniklic,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
654,Alexander Kacaniklic,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
655,Alexander Kacaniklic,14,0,0,5,4,0,0,0,0.0,0.0,0.0,1,0,4,4,100.0,15,3,6,0,0
656,Alexander Kacaniklic,4,0,0,6,3,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,7,4,6,0,1
657,Baptiste Guillaume,90,1,1,26,15,0,0,1,0.6,0.6,0.0,0,0,6,12,50.0,24,17,85,0,1
658,Baptiste Guillaume,22,1,0,11,5,1,0,0,0.1,0.1,0.0,1,0,5,7,71.4,36,4,20,0,0
659,Baptiste Guillaume,18,0,0,8,0,0,0,0,0.0,0.0,0.0,0,0,2,6,33.3,20,2,33,0,0
660,Baptiste Guillaume,17,2,1,7,0,0,0,0,0.2,0.2,0.0,0,0,3,4,75.0,1,4,7,0,0
661,Baptiste Guillaume,90,1,1,23,14,0,0,0,0.4,0.4,0.0,0,0,5,12,41.7,1,14,53,0,1
662,Baptiste Guillaume,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
663,Baptiste Guillaume,18,1,0,4,4,0,0,0,0.4,0.4,0.0,0,0,3,3,100.0,0,3,16,0,0
664,Baptiste Guillaume,10,0,0,4,6,0,0,1,0.0,0.0,0.0,0,0,2,3,66.7,0,1,1,0,0
665,Baptiste Guillaume,20,0,0,7,2,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,5,8,0,0
666,Baptiste Guillaume,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
667,Baptiste Guillaume,19,0,0,4,3,0,0,0,0.0,0.0,0.0,0,0,1,4,25.0,0,2,0,0,0
668,Baptiste Guillaume,16,0,0,8,0,0,0,0,0.0,0.0,0.0,0,0,3,6,50.0,16,5,8,0,0
669,Baptiste Guillaume,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
670,Baptiste Guillaume,76,1,0,29,18,2,1,2,0.0,0.0,0.6,4,1,15,18,83.3,48,15,67,0,1
671,Baptiste Guillaume,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
672,Baptiste Guillaume,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
673,Baptiste Guillaume,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
674,Baptiste Guillaume,8,1,1,3,1,0,0,0,0.1,0.1,0.0,1,0,2,2,100.0,8,3,6,0,0
675,Baptiste Guillaume,,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0
676,Baptiste Guillaume,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
677,Baptiste Guillaume,15,0,0,4,4,0,1,0,0.0,0.0,0.0,0,0,0,1,0.0,0,2,21,0,1
678,Baptiste Guillaume,12,0,0,4,1,0,0,0,0.0,0.0,0.0,1,0,1,3,33.3,0,2,6,0,0
679,Baptiste Guillaume,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
680,Baptiste Guillaume,15,0,0,2,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,18,0,0,0,0
681,Baptiste Guillaume,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
682,Baptiste Guillaume,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
683,Samuel Grandsir,87.0,1.0,1.0,36.0,59.0,9.0,1.0,1.0,0.2,0.2,0.1,3.0,1.0,13.0,21.0,61.9,69.0,25.0,81.0,2.0,2.0
684,Samuel Grandsir,84.0,2.0,1.0,37.0,5.0,2.0,0.0,0.0,0.1,0.1,0.2,3.0,0.0,19.0,27.0,70.4,120.0,32.0,267.0,5.0,8.0
685,Samuel Grandsir,66.0,0.0,0.0,36.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,14.0,20.0,70.0,32.0,23.0,133.0,1.0,3.0
686,Samuel Grandsir,80.0,0.0,0.0,43.0,17.0,2.0,1.0,0.0,0.0,0.0,0.3,3.0,1.0,17.0,25.0,68.0,110.0,31.0,139.0,0.0,3.0
687,Samuel Grandsir,90.0,3.0,2.0,57.0,30.0,3.0,0.0,3.0,0.1,0.1,0.0,2.0,0.0,24.0,38.0,63.2,103.0,49.0,251.0,4.0,5.0
688,Samuel Grandsir,72.0,0.0,0.0,49.0,8.0,2.0,1.0,1.0,0.0,0.0,0.1,2.0,0.0,25.0,35.0,71.4,71.0,41.0,204.0,0.0,3.0
689,Samuel Grandsir,90.0,3.0,1.0,50.0,18.0,3.0,0.0,2.0,0.5,0.5,0.0,3.0,0.0,19.0,38.0,50.0,79.0,46.0,380.0,6.0,7.0
690,Samuel Grandsir,90.0,0.0,0.0,39.0,27.0,3.0,1.0,1.0,0.0,0.0,0.2,3.0,2.0,11.0,24.0,45.8,66.0,26.0,237.0,2.0,5.0
691,Samuel Grandsir,14.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,85.7,34.0,6.0,11.0,0.0,0.0
692,Samuel Grandsir,67.0,0.0,0.0,49.0,13.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,26.0,33.0,78.8,88.0,40.0,236.0,3.0,7.0
693,Samuel Grandsir,36.0,2.0,1.0,25.0,11.0,0.0,0.0,0.0,0.3,0.3,0.0,1.0,0.0,8.0,14.0,57.1,93.0,19.0,104.0,3.0,5.0
694,Samuel Grandsir,90.0,0.0,0.0,43.0,23.0,2.0,1.0,0.0,0.0,0.0,0.3,3.0,2.0,30.0,36.0,83.3,149.0,33.0,201.0,2.0,3.0
695,Samuel Grandsir,90.0,1.0,1.0,35.0,21.0,1.0,2.0,0.0,0.2,0.2,0.1,1.0,0.0,17.0,22.0,77.3,128.0,29.0,166.0,1.0,3.0
696,Samuel Grandsir,69.0,0.0,0.0,29.0,8.0,1.0,1.0,1.0,0.0,0.0,0.6,4.0,1.0,13.0,23.0,56.5,57.0,22.0,171.0,1.0,2.0
697,Samuel Grandsir,90.0,2.0,2.0,49.0,17.0,1.0,1.0,2.0,0.2,0.2,0.0,5.0,0.0,25.0,36.0,69.4,67.0,40.0,296.0,5.0,6.0
698,Samuel Grandsir,68.0,2.0,1.0,33.0,9.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,20.0,23.0,87.0,81.0,27.0,158.0,0.0,1.0
699,Samuel Grandsir,68.0,2.0,1.0,44.0,7.0,1.0,2.0,2.0,0.4,0.4,0.2,3.0,0.0,21.0,27.0,77.8,142.0,29.0,135.0,0.0,0.0
700,Samuel Grandsir,20.0,2.0,0.0,12.0,3.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,6.0,8.0,75.0,52.0,12.0,52.0,1.0,1.0
701,Samuel Grandsir,33.0,0.0,0.0,24.0,3.0,1.0,1.0,1.0,0.0,0.0,0.3,1.0,0.0,14.0,17.0,82.4,44.0,19.0,83.0,0.0,0.0
702,Samuel Grandsir,69.0,0.0,0.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,14.0,71.4,30.0,14.0,58.0,0.0,1.0
703,Samuel Grandsir,30.0,0.0,0.0,23.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,19.0,78.9,45.0,16.0,142.0,0.0,0.0
704,Samuel Grandsir,62.0,0.0,0.0,31.0,33.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,21.0,71.4,72.0,21.0,84.0,0.0,2.0
705,Samuel Grandsir,90.0,2.0,1.0,40.0,12.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,27.0,34.0,79.4,158.0,37.0,225.0,2.0,2.0
706,Samuel Grandsir,90.0,3.0,0.0,51.0,26.0,1.0,1.0,2.0,0.1,0.1,0.0,3.0,1.0,21.0,32.0,65.6,98.0,40.0,191.0,2.0,4.0
707,Samuel Grandsir,81.0,3.0,2.0,43.0,5.0,0.0,2.0,2.0,0.2,0.2,0.1,5.0,0.0,21.0,30.0,70.0,110.0,35.0,195.0,1.0,4.0
708,Samuel Grandsir,90.0,1.0,0.0,62.0,36.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,32.0,43.0,74.4,152.0,59.0,432.0,6.0,8.0
709,Samuel Grandsir,90.0,1.0,0.0,45.0,56.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,21.0,30.0,70.0,98.0,37.0,151.0,4.0,6.0
710,Samuel Grandsir,90.0,1.0,0.0,48.0,12.0,3.0,0.0,1.0,0.1,0.1,0.0,2.0,0.0,22.0,34.0,64.7,86.0,31.0,197.0,0.0,2.0
711,Samuel Grandsir,15.0,0.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,33.3,0.0,5.0,47.0,1.0,1.0
712,Samuel Grandsir,57.0,1.0,0.0,30.0,11.0,2.0,1.0,1.0,0.0,0.0,0.1,2.0,0.0,14.0,22.0,63.6,59.0,19.0,140.0,0.0,2.0
713,Samuel Grandsir,90.0,3.0,3.0,27.0,15.0,2.0,2.0,0.0,0.3,0.3,0.0,2.0,1.0,12.0,19.0,63.2,36.0,24.0,103.0,4.0,4.0
714,Samuel Grandsir,90.0,2.0,2.0,46.0,8.0,1.0,0.0,2.0,0.1,0.1,0.1,2.0,0.0,19.0,30.0,63.3,77.0,31.0,189.0,2.0,5.0
715,Samuel Grandsir,90.0,0.0,0.0,53.0,26.0,3.0,0.0,1.0,0.0,0.0,0.4,2.0,0.0,22.0,32.0,68.8,94.0,39.0,167.0,1.0,4.0
716,Samuel Grandsir,90.0,3.0,0.0,59.0,26.0,0.0,0.0,1.0,0.1,0.1,0.2,6.0,0.0,37.0,48.0,77.1,230.0,51.0,263.0,3.0,5.0
717,Samuel Grandsir,90.0,5.0,1.0,52.0,41.0,4.0,0.0,1.0,0.3,0.3,0.0,0.0,0.0,22.0,31.0,71.0,136.0,42.0,304.0,3.0,5.0
718,Jules Iloki,63,0,0,16,3,0,1,0,0.0,0.0,0.0,0,0,7,10,70.0,28,11,32,0,2
719,Jules Iloki,65,0,0,37,6,1,1,2,0.0,0.0,0.6,4,0,20,29,69.0,184,27,173,1,1
720,Jules Iloki,88,2,1,45,5,1,1,3,0.3,0.3,0.1,2,0,21,37,56.8,145,33,179,1,1
721,Jules Iloki,90,1,1,46,30,1,2,1,0.2,0.2,0.1,3,0,26,35,74.3,117,24,125,1,3
722,Jules Iloki,71,0,0,34,8,0,0,3,0.0,0.0,0.1,3,0,19,24,79.2,114,22,41,0,0
723,Jules Iloki,59,0,0,36,2,0,0,1,0.0,0.0,0.0,1,0,23,33,69.7,128,17,25,0,0
724,Jules Iloki,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
725,Jules Iloki,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
726,Jules Iloki,9,0,0,8,1,0,0,0,0.0,0.0,0.1,1,0,5,7,71.4,24,7,40,0,0
727,Jules Iloki,10,0,0,3,1,0,0,0,0.0,0.0,0.1,1,0,3,3,100.0,15,1,27,0,0
728,Jules Iloki,22,0,0,9,2,0,0,0,0.0,0.0,0.5,1,0,6,9,66.7,44,5,22,0,0
729,Jules Iloki,81,0,0,38,12,0,1,2,0.0,0.0,0.3,5,0,20,32,62.5,226,26,230,0,0
730,Jules Iloki,45,1,0,24,2,0,0,0,0.0,0.0,0.0,4,1,14,19,73.7,133,21,174,1,1
731,Jules Iloki,63,0,0,27,4,1,1,1,0.0,0.0,0.0,0,0,11,21,52.4,126,19,114,2,2
732,Jules Iloki,45,0,0,30,1,1,0,0,0.0,0.0,0.0,1,0,17,29,58.6,96,18,125,0,0
733,Jules Iloki,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
734,Jules Iloki,25,1,1,16,3,0,0,0,0.2,0.2,0.0,1,0,9,14,64.3,24,8,7,0,0
735,Jules Iloki,76,1,0,36,12,0,1,0,0.0,0.0,0.0,1,0,24,30,80.0,96,29,125,1,2
736,Jules Iloki,45,1,0,22,5,2,0,1,0.0,0.0,0.1,2,0,9,15,60.0,56,11,49,1,1
737,Jules Iloki,24,1,0,17,2,0,0,1,0.1,0.1,0.1,1,0,11,15,73.3,61,9,53,0,0
738,Jules Iloki,45,0,0,12,4,1,0,0,0.0,0.0,0.0,0,0,2,9,22.2,29,7,16,0,0
739,Jules Iloki,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
740,Jules Iloki,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
741,Jules Iloki,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
742,Jules Iloki,87,1,0,25,31,0,2,1,0.1,0.1,0.3,3,0,13,19,68.4,77,20,84,1,1
743,Jules Iloki,77,0,0,27,4,0,1,1,0.0,0.0,0.0,1,0,14,23,60.9,67,18,49,1,1
744,Jules Iloki,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
745,Jules Iloki,45,0,0,13,3,0,0,0,0.0,0.0,0.0,2,0,6,10,60.0,41,9,6,0,0
746,Jules Iloki,12,0,0,8,3,0,0,0,0.0,0.0,0.0,1,0,6,8,75.0,11,8,12,0,0
747,Jules Iloki,22,0,0,11,2,0,0,0,0.0,0.0,0.1,2,0,9,10,90.0,53,7,6,0,0
748,Jules Iloki,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
749,Jules Iloki,90,1,0,31,11,1,1,0,0.0,0.0,0.0,0,0,16,25,64.0,95,24,91,1,1
750,Jules Iloki,90,1,1,31,30,0,0,0,0.2,0.2,0.1,4,1,17,26,65.4,95,18,88,0,0
751,Jules Iloki,74,0,0,28,15,0,0,0,0.0,0.0,0.0,1,0,17,25,68.0,65,19,86,0,0
752,Jules Iloki,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
753,Keagan Dolly,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
754,Keagan Dolly,38,3,1,36,4,1,0,0,0.2,0.2,0.1,4,0,24,28,85.7,155,20,36,2,3
755,Keagan Dolly,76,1,0,39,14,2,1,3,0.0,0.0,0.0,4,0,22,26,84.6,53,24,77,1,1
756,Keagan Dolly,25,1,0,18,4,2,0,0,0.0,0.0,0.1,3,0,13,15,86.7,89,11,25,0,0
757,Keagan Dolly,,0,0,3,2,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,3,3,0,0
758,Keagan Dolly,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
759,Keagan Dolly,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
760,Keagan Dolly,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
761,Keagan Dolly,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
