,Min,Sh,SoT,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1
1826,90,0,0,76,6,1,0,3,0.0,0.0,0.0,0,0,49,67,73.1,468,47,200,0,1
1827,90,1,0,66,2,3,2,1,0.1,0.1,0.0,0,0,38,51,74.5,346,34,185,1,2
1828,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1829,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1830,90,0,0,47,16,2,3,3,0.0,0.0,0.0,1,0,26,36,72.2,345,31,101,3,3
1831,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1832,90,0,0,59,10,0,2,2,0.0,0.0,0.1,1,0,40,53,75.5,260,39,107,0,0
1833,90,0,0,47,9,1,0,1,0.0,0.0,0.0,0,0,21,41,51.2,244,26,146,0,1
1834,90,0,0,50,11,1,1,3,0.0,0.0,0.0,1,0,29,47,61.7,236,31,90,1,1
1835,90,0,0,55,7,2,2,6,0.0,0.0,0.0,0,0,30,45,66.7,309,14,6,0,0
1836,90,0,0,61,3,1,0,1,0.0,0.0,0.0,0,0,52,59,88.1,427,45,80,1,1
1837,90,0,0,38,6,2,4,3,0.0,0.0,0.0,0,0,15,25,60.0,150,18,43,1,1
1838,90,1,0,43,11,5,3,4,0.2,0.2,0.0,1,1,23,30,76.7,189,12,71,0,0
1839,90,2,1,74,5,1,4,0,0.5,0.5,0.0,0,0,53,62,85.5,387,52,274,2,2
1840,90,1,1,61,8,2,2,2,0.1,0.1,0.0,0,0,37,49,75.5,420,41,164,0,0
1841,90,1,0,71,2,0,1,2,0.0,0.0,0.0,0,0,55,67,82.1,528,52,176,1,1
1842,90,1,1,48,0,0,2,1,0.3,0.3,0.0,0,0,21,40,52.5,235,22,84,0,0
1843,90,0,0,43,6,1,2,2,0.0,0.0,0.0,0,0,26,34,76.5,141,22,57,0,0
1844,90,1,0,65,3,1,1,1,0.0,0.0,0.0,0,0,45,59,76.3,307,34,153,0,0
1845,90,1,0,57,6,1,1,1,0.1,0.1,0.0,2,0,31,44,70.5,271,29,79,1,1
1846,90,0,0,52,5,0,2,1,0.0,0.0,0.0,1,0,27,35,77.1,184,20,82,0,0
1847,89,0,0,45,3,1,4,0,0.0,0.0,0.0,1,0,23,33,69.7,328,21,64,0,1
1848,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1849,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1850,90,1,1,31,7,0,2,4,0.1,0.1,0.0,0,0,12,23,52.2,124,13,98,0,0
1851,70,1,0,30,18,0,0,1,0.1,0.1,0.0,0,0,20,25,80.0,63,20,35,1,2
1852,19,2,2,25,3,0,0,0,0.4,0.4,0.0,2,0,20,23,87.0,83,16,33,0,0
1853,90,1,0,35,41,1,0,1,0.1,0.1,0.1,2,0,25,30,83.3,60,29,37,0,0
1854,27,0,0,18,4,0,1,1,0.0,0.0,0.0,0,0,13,15,86.7,42,10,40,0,0
1855,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1856,90,6,2,79,13,3,3,2,0.2,0.2,0.1,6,0,46,64,71.9,327,65,419,7,7
1857,90,3,0,79,7,0,3,3,0.1,0.1,0.4,6,0,50,63,79.4,344,51,404,4,4
1858,62,0,0,37,24,0,2,5,0.0,0.0,0.0,0,0,20,24,83.3,140,21,154,0,2
1859,45,0,0,19,27,1,1,1,0.0,0.0,0.0,0,0,11,14,78.6,121,15,59,1,1
1860,11,0,0,10,1,0,0,0,0.0,0.0,0.0,1,0,9,10,90.0,41,9,30,0,0
1861,11,1,0,6,4,0,0,0,0.0,0.0,0.1,2,0,3,4,75.0,12,4,48,0,0
1862,6,1,0,3,0,0,0,0,0.1,0.1,0.0,0,0,2,2,100.0,3,2,0,0,0
1863,12,0,0,12,4,0,0,0,0.0,0.0,0.1,1,0,7,12,58.3,56,9,48,2,2
1864,59,3,0,29,9,0,0,0,0.1,0.1,0.1,2,0,14,19,73.7,37,25,150,2,3
1865,24,0,0,18,2,1,1,1,0.0,0.0,0.0,1,0,12,15,80.0,59,11,140,1,1
1866,87,3,2,48,11,1,1,4,0.4,0.4,0.1,6,2,23,33,69.7,152,34,68,0,1
1867,16,0,0,11,5,1,1,0,0.0,0.0,0.0,0,0,10,11,90.9,29,9,53,0,0
1868,89,0,0,52,36,3,3,4,0.0,0.0,0.3,2,1,24,31,77.4,83,34,183,2,6
1869,67,1,1,39,12,0,2,4,0.0,0.0,0.0,0,0,16,27,59.3,98,21,75,2,3
1870,10,0,0,5,1,0,1,1,0.0,0.0,0.0,0,0,1,3,33.3,5,2,4,0,0
1871,78,2,0,78,5,0,1,2,0.0,0.0,0.0,4,0,54,71,76.1,330,47,161,0,1
1872,14,1,1,15,1,0,0,1,0.1,0.1,0.0,0,0,10,10,100.0,45,11,61,1,2
1873,90,3,1,69,27,3,3,2,0.2,0.2,0.2,9,1,46,59,78.0,275,57,214,2,3
1874,6,0,0,8,3,0,1,0,0.0,0.0,0.0,0,0,3,7,42.9,1,2,20,0,0
1875,90,3,1,59,27,1,0,3,0.2,0.2,0.0,1,0,35,45,77.8,166,45,207,1,2
1876,18,0,0,15,6,0,0,0,0.0,0.0,0.0,1,0,10,11,90.9,86,10,34,1,1
1877,90,4,2,58,23,0,2,2,0.3,0.3,0.1,11,2,35,46,76.1,393,39,168,2,3
1878,90,2,2,59,51,1,2,5,0.1,0.1,0.5,5,1,30,46,65.2,217,42,273,3,5
1879,68,2,1,50,16,3,0,1,0.1,0.1,0.1,2,0,31,41,75.6,142,28,95,0,1
1880,7,0,0,3,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,6,0,0,0,0
1881,25,1,0,10,15,1,0,0,0.0,0.0,0.0,1,0,4,5,80.0,12,7,36,0,0
1882,60,1,1,33,14,0,0,1,0.0,0.0,0.0,1,1,20,27,74.1,200,26,97,0,1
1883,90,3,2,71,16,2,1,5,0.1,0.1,0.8,5,2,51,56,91.1,224,45,206,3,3
1884,79,0,0,41,15,2,2,1,0.0,0.0,0.3,1,1,26,34,76.5,181,26,131,1,1
1885,62,3,0,63,17,2,0,1,0.1,0.1,0.0,2,0,43,53,81.1,201,50,252,2,3
1886,19,1,1,11,7,1,0,1,0.0,0.0,0.0,0,0,4,6,66.7,10,6,25,1,3
1887,26,0,0,22,1,0,0,0,0.0,0.0,0.0,1,1,15,17,88.2,98,19,77,0,0
1888,22,1,0,10,1,0,0,0,0.0,0.0,0.0,1,0,5,9,55.6,11,7,54,1,1
1889,90,3,0,72,23,3,1,4,0.1,0.1,0.2,4,1,39,52,75.0,230,49,310,5,5
1890,24,0,0,15,0,0,0,0,0.0,0.0,0.4,3,1,9,11,81.8,87,15,100,1,1
1891,90,0,0,38,5,1,2,3,0.0,0.0,0.6,1,1,17,28,60.7,143,16,87,0,0
1892,90,1,1,78,6,0,1,1,0.1,0.1,0.0,1,0,53,60,88.3,355,49,276,0,0
1893,90,0,0,45,14,3,3,2,0.0,0.0,0.0,0,0,26,32,81.3,228,20,112,2,2
1894,90,0,0,49,4,0,1,3,0.0,0.0,0.0,0,0,34,40,85.0,259,34,235,0,1
1895,90,0,0,48,5,0,2,2,0.0,0.0,0.0,0,0,33,42,78.6,221,30,61,0,0
1896,90,0,0,74,10,1,2,2,0.0,0.0,0.0,0,0,42,61,68.9,234,43,260,2,4
1897,90,0,0,41,10,5,2,0,0.0,0.0,0.0,0,0,20,31,64.5,233,16,57,0,0
1898,90,2,1,61,6,3,1,0,0.0,0.0,0.0,1,0,38,55,69.1,272,40,313,0,0
1899,90,0,0,53,4,0,1,3,0.0,0.0,0.0,1,0,25,39,64.1,261,26,77,1,1
1900,90,1,0,48,2,3,0,3,0.2,0.2,0.0,0,0,24,30,80.0,189,16,55,0,0
1901,90,0,0,53,3,0,0,0,0.0,0.0,0.4,2,1,40,48,83.3,308,34,93,0,0
1902,90,2,0,36,9,2,2,1,0.2,0.2,0.0,0,0,18,27,66.7,169,20,50,1,1
1903,90,0,0,40,1,1,0,0,0.0,0.0,0.0,0,0,28,34,82.4,174,25,82,1,1
1904,90,0,0,40,7,5,0,3,0.0,0.0,0.0,1,1,21,25,84.0,134,19,49,1,1
1905,90,0,0,49,5,4,0,0,0.0,0.0,0.0,0,0,30,37,81.1,389,22,71,0,1
1906,90,0,0,66,3,3,1,1,0.0,0.0,0.0,1,0,48,58,82.8,418,43,267,1,1
1907,90,1,1,58,2,1,3,1,0.0,0.0,0.5,1,1,36,48,75.0,401,41,168,0,0
1908,90,1,0,82,5,1,2,0,0.1,0.1,0.0,2,0,68,73,93.2,519,60,258,1,1
1909,90,1,1,44,5,2,2,1,0.2,0.2,0.0,0,0,28,35,80.0,247,26,85,2,3
1910,90,1,0,58,7,0,1,1,0.1,0.1,0.0,2,0,35,46,76.1,337,28,126,0,0
1911,90,0,0,58,6,2,3,1,0.0,0.0,0.0,0,0,26,48,54.2,191,33,190,2,2
1912,90,1,0,56,3,3,0,1,0.1,0.1,0.0,0,0,31,43,72.1,251,25,53,1,1
1913,90,0,0,54,6,3,1,1,0.0,0.0,0.0,0,0,35,43,81.4,252,31,119,0,0
1914,90,1,0,63,1,0,1,1,0.1,0.1,0.0,1,0,38,48,79.2,327,35,226,1,2
1915,90,1,0,68,6,1,1,0,0.2,0.2,0.0,0,0,44,58,75.9,518,40,269,0,0
1916,90,2,0,78,3,2,2,1,0.1,0.1,0.0,2,0,58,67,86.6,485,49,354,0,0
1917,90,0,0,35,5,1,2,3,0.0,0.0,0.0,0,0,16,24,66.7,178,17,66,0,0
1918,90,1,1,64,13,1,3,0,0.0,0.0,0.0,1,0,44,57,77.2,380,31,167,0,0
1919,90,7,1,65,4,3,4,1,0.4,0.4,0.0,5,0,34,41,82.9,331,32,158,2,2
1920,90,2,0,67,2,0,0,1,0.1,0.1,0.0,1,1,41,61,67.2,376,37,120,3,3
1921,90,1,1,43,1,1,4,2,0.1,0.1,0.0,0,0,24,34,70.6,293,27,126,1,1
1922,90,0,0,62,2,2,1,2,0.0,0.0,0.0,1,0,40,50,80.0,267,39,131,0,0
1923,90,0,0,78,3,0,1,1,0.0,0.0,0.1,2,0,63,71,88.7,527,60,318,1,1
1924,90,3,0,76,3,1,0,2,0.2,0.2,0.0,4,0,38,54,70.4,391,32,187,0,0
1925,90,0,0,61,2,0,1,0,0.0,0.0,0.0,0,0,39,48,81.3,286,27,191,0,1
1926,90,0,0,66,0,3,4,1,0.0,0.0,0.0,0,0,47,56,83.9,353,49,238,0,0
1927,90,2,0,57,5,2,1,1,0.1,0.1,0.1,2,0,38,47,80.9,263,39,239,0,0
1928,90,4,1,44,0,2,5,3,0.4,0.4,0.0,0,0,17,28,60.7,153,19,46,1,2
1929,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1930,90,2,0,58,11,2,0,2,0.3,0.3,0.0,1,0,43,50,86.0,157,41,45,0,0
1931,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1932,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1933,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1934,3,0,0,4,0,0,0,0,0.0,0.0,0.0,0,0,1,4,25.0,0,3,1,0,0
1935,21,1,0,9,4,0,0,1,0.1,0.1,0.0,0,0,5,7,71.4,44,6,4,0,0
1936,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1937,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1938,14,0,0,11,7,0,1,1,0.0,0.0,0.0,0,0,8,9,88.9,5,6,8,0,0
1939,67,0,0,73,8,2,1,1,0.0,0.0,0.0,0,0,50,62,80.6,349,48,247,0,0
1940,90,1,0,73,9,1,3,1,0.1,0.1,0.0,0,0,43,64,67.2,269,48,109,0,0
1941,90,0,0,100,12,1,2,1,0.0,0.0,0.0,2,0,85,96,88.5,417,73,240,0,0
1942,5,0,0,6,1,0,0,1,0.0,0.0,0.0,0,0,2,3,66.7,23,2,6,0,1
1943,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1944,12,0,0,5,3,1,0,0,0.0,0.0,0.0,0,0,3,4,75.0,11,3,8,0,0
1945,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1946,90,0,0,61,7,0,5,4,0.0,0.0,0.0,1,1,51,53,96.2,330,47,137,0,0
1947,90,0,0,63,12,1,3,3,0.0,0.0,0.0,0,0,35,46,76.1,267,37,41,1,1
1948,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1949,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1950,90,0,0,61,4,0,4,2,0.0,0.0,0.0,1,1,45,52,86.5,299,41,73,1,1
1951,90,0,0,61,11,2,2,1,0.0,0.0,0.0,0,0,41,49,83.7,261,44,162,2,2
1952,16,0,0,16,3,1,0,3,0.0,0.0,0.0,0,0,10,12,83.3,65,10,18,0,0
1953,90,0,0,104,8,3,1,2,0.0,0.0,0.0,0,0,85,97,87.6,584,79,205,0,0
1954,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1955,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1956,90,0,0,70,12,2,1,5,0.0,0.0,0.0,0,0,48,56,85.7,470,46,172,0,0
1957,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1958,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1959,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1960,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1961,29,0,0,11,0,0,0,1,0.0,0.0,0.0,0,0,2,4,50.0,0,1,1,0,0
1962,61,0,0,58,4,2,2,0,0.0,0.0,0.0,0,0,42,52,80.8,237,43,103,0,0
1963,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1964,90,0,0,42,4,0,1,3,0.0,0.0,0.0,0,0,28,35,80.0,221,23,39,1,1
1965,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1966,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1967,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1968,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1969,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1970,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
1971,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
