0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
Georg Niedermeier, Back trouble, Back trouble, Back trouble, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness,not in squad,not in squad,not in squad,not in squad,With the 2nd team,not in squad,not in squad,not in squad,not in squad,With the 2nd team,not in squad,not in squad,not in squad,With the 2nd team,With the 2nd team,not in squad,not in squad
Marwin Hitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad
Makoto Hasebe,0,0, Knee Problems,0,0,0, Knee Problems,0,0, Knee Problems,0,0,0,0, Influenza, Influenza, Influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Red card suspension, Red card suspension, Red card suspension
Santiago Ascacíbar,0,not in squad,0,0,0,0,0,0,0,0, Yellow card suspension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0,0,0, Indirect card suspension
Martin Hinteregger,0,0,0,0,0,0,0,0, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johannes Bühler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riechedly Bazoer,0,0,0,0,not in squad,0,0,not in squad,not in squad,0,0,0,0,0,not in squad,not in squad,0, Muscular problems, Muscular problems,0, Influenza, Influenza,0,0,0,0,0,0,0,0,0,0, Knock, Meniscal Injury
Sascha Riether,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,0,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0
Landry Dimata,0,0,0,0,0,not in squad,not in squad,0,0,0,not in squad,0,0,0,0,not in squad,0,0,0, Indirect card suspension,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0
Palko Dárdai,With U19,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With U19,not in squad,With U19,With the 2nd team,With U19,With U19,With U19,not in squad,With U19,With U19,With U19,0, Back trouble, Back trouble, Back trouble, Back trouble, Back trouble,0,0,With U19, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre,With U19,With U19,0,0,0,With U19
Nicolas Höfler,0,0, Indirect card suspension,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Back trouble, Back trouble, Back trouble,0, Yellow card suspension,not in squad, Infection,0,0,0,0,0,0,0,0,0,0
Naldo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michaël Cuisance,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Ankle Injury,0,0,0,0,0,0,0,0,0,0
Nicolas Sessa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
André Schürrle, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre,0,0,0,0,0,0, Knock, Knock,0,0,0,0,0,0,0,0,0,0,0, Bruise,0,not in squad,0,0,0
Christoph Kramer,0,0,0,0,0,0,0,0, Thigh Problems, Thigh Problems,0,0,0, Head Injury,0,0, Shoulder Injury,0, Ill,0,0,0,0,0,0,0, Knee Injury,0,0,0,0,0, Yellow card suspension,0
Dennis Geiger,0, Minor Knock,0,0,0,0,0,0, Muscular problems,0,0,0,0,0,0,0, Yellow card suspension,0,0,0,0,0, Thigh Muscle Strain,0,0,0, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury
René Adler,0,0,0,0,0,0,0,0,0, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Fitness, Adductor problems, Adductor problems, Influenza, Influenza,0,0,0,0,0,0,0, Cartilage Damage, Cartilage Damage
Robert Bauer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Früchtl,0,With the 2nd team,With youth team,not in squad,0,0,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,With youth team,With the 2nd team, Torn Ankle Ligament, Torn Ankle Ligament, Torn Ankle Ligament, Torn Ankle Ligament, Torn Ankle Ligament,not in squad,not in squad,With U19,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,not in squad
Milos Veljkovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bruised Foot,0,0,0,0,0,0, Ankle Injury
Mitchell Langerak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakub Blaszczykowski,0, Calf muscle strain, Muscular problems, Muscular problems, Muscular problems,0,0,0,0,0,0, Back Injury, Back Injury, Back Injury, Back Injury, Back Injury, Back Injury, Back Injury, Back Injury, Back Injury, Back Injury, Back Injury, Back Injury, Back Injury, Back Injury, Fitness, Fitness, Fitness, Fitness, Fitness,0,0,0,0
Ba-Muaka Simakala,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team
Matthias Ginter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Isak,0,0,0,0,0,0,not in squad,0,0,0, Knee Problems, Knee Problems, Knee Problems, Knee Problems,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad
Mamadou Doucouré, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Muscle partial avulsion, Muscle partial avulsion, Muscle partial avulsion, Muscle partial avulsion, Muscle partial avulsion, Muscle partial avulsion, Muscle partial avulsion, Muscle partial avulsion, Muscle partial avulsion, Muscle partial avulsion
Sebastian Rudy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0
Neven Subotic,0,0,not in squad,0,0,not in squad,not in squad,not in squad,0,not in squad,not in squad,not in squad,not in squad,0,0,0,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nico Schulz,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Hoffmanns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdul Rahman Baba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness,0,0
Felix Uduokhai,0,0,0,0,0,0,0,0,0,0, Knee Problems,0,0,0,0,0, Minor Knock,0,0, Knee Problems, Knee Problems, Knee Problems, Knee Problems, Knee Problems, Fitness, Fitness,0,not in squad,not in squad,0, Indirect card suspension,0,0,0
Claudio Pizarro,0,0,0,0,0,0,0,0,0, Thigh Problems, Thigh Problems,0,0,0, Thigh Problems, Thigh Problems, Thigh Problems,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josip Brekalo,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Calf Injury,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0
Ademola Lookman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luca Plogmann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denis Zakaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0,0,0,0,0,0,0,0,0, Torn Muscle Fibre, Torn Muscle Fibre,0,0,0,0, Yellow card suspension,0
Chris Führich,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,With the 2nd team
Julian Green,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dayot Upamecano,0,0,0,0, Rest ,0,0,0, Rest ,0,0,0,0,0, Torn Muscle Fibre,0, Indirect card suspension,0,0,0,0,0,0,0,0,0,0,0,0, Strain in the thigh and gluteal muscles,0,0,0,0
Ousmane Dembélé,Suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filip Kusic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chadrac Akolo,0,0,0,0, Thigh Muscle Strain, Thigh Muscle Strain,0,0,0,0,0,0, Thigh Problems,0,0,0,0,0,No eligibility,0,0,0,0,0,0,0,0,0,0, Influenza,0,0,0,0
Jan Zimmermann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucas Höler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0
Karim Bellarabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Kammerbauer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,not in squad,0,not in squad,not in squad,With the 2nd team,not in squad,not in squad
Roman Bürki,0,0,0,0,0,0,0,0,0,0,0,0, Head Injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver Burke,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reece Oxford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre,not in squad,not in squad,0,not in squad
Fiete Arp,not in squad, Ligament Injury, Ligament Injury,With U19,With U19,With U19,0,International match,International match,0,0,0,0,0,0,0,0, Cold, Cold,0,0,0,0,0,0,not in squad,0,0,0,0,0,With U19,With U19,not in squad
Nils Petersen,0,0, Muscular problems, Muscular problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukas Kübler,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ignacio Camacho,0,0,0,0,0,0,0,0,0, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Fitness, Fitness,0,0, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre
Christofer Heimeroth,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad
Ioannis Gelios,With the 2nd team,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad, Lumbago, Lumbago, Lumbago,not in squad,With the 2nd team,With the 2nd team,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,not in squad,not in squad
Felix Passlack,0,0,0,0,0,not in squad,0,not in squad,With the 2nd team,not in squad,not in squad,With the 2nd team,With the 2nd team,not in squad,not in squad,not in squad,0,not in squad,not in squad,not in squad,not in squad,With the 2nd team,not in squad,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,0,0
Dominik Reimann,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,0,With the 2nd team,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team
Andreas Luthe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Back trouble,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meritan Shabani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willi Orban,0,0,0,not in squad,0,0,0,0,0,0, Red card suspension,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0
Alexandru Maxim,0,0, Influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0
Yoshinori Muto,0,0,0,0,0,0,0,0,0,0,0,0, Back trouble, Back trouble, Back trouble, Back trouble,0,0,0,0,0,0,0,0,0,0,0, Muscular problems, Muscular problems, Muscular problems,0,0,0,0
Thomas Delaney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Muscular problems,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0,0,0
Thilo Kehrer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Influenza,0, Eye Injury,0,0,0,0,0,0,0
Steven Zuber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Müller,0,0,0,0,0,0,0,0,0, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Didavi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Knee Problems,0,0, Ill,0,0,0,0,0,0,0,0,0,0,0, Achilles tendon problems
Matthias Zimmermann,0,0, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness,0
Manuel Wintzheimer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maximilian Arnold,0,0,0,0,0,0, Gastric problems,0,0,0,0,0,0, Red card suspension,0,0, Ill,0,0,0,0,0,0, Yellow card suspension,0,0,0,0,0,0,0,0,0,0
Marcel Heller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Adductor problems,0,0,not in squad,not in squad
Emil Forsberg,0,0, Cold,0,0,0,0,0,0,0,0,0,0,0, Pubitis, Pubitis, Pubitis, Pubitis, Pubitis, Pubitis, Pubitis, Fitness,0,0,0,0,0,0,0,0,0, Red card suspension, Red card suspension, Red card suspension
Jannik Huth, Craze in the middle finger, Craze in the middle finger, Craze in the middle finger, Craze in the middle finger, Craze in the middle finger, Craze in the middle finger,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel Pohjanpalo,0, Torn Muscle Fibre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,0,0,0,not in squad,0,not in squad,0, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury
Manuel Neuer, Metatarsal Fracture,0,0,0, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Metatarsal Fracture, Fitness, Fitness, Fitness, Fitness, Fitness
Nabil Bentaleb,0,0,0,0,0, Calf muscle strain,0,0,0,0,0, Pubitis, Pubitis, Pubitis, Pubitis, Pubitis, Pubitis,0,not in squad,0,0,not in squad,special leave,0,0,0,0,0,0,0,0,0, Red card suspension, Red card suspension
Maximilian Waack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc Oliver Kempf,0,0, Muscle Injury, Muscle Injury, Muscle Injury, Muscle Injury, Muscle Injury, Muscle Injury, Muscle Injury, Muscle Injury,0,0,0, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre,not in squad,0,0,0,0,not in squad,not in squad,0,0,not in squad,0,0,0,0,0,0,0
Benjamin Pavard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genki Haraguchi,0,0,0,0,0,0,0,0, Red card suspension, Red card suspension,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Gómez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No eligibility,No eligibility,With U19,With U19,With U19,With U19,International match,0,0,not in squad,0,not in squad,not in squad,not in squad
Florian Grillitsch,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0,0
Alexander Stolz,With the 2nd team,not in squad,not in squad,not in squad,not in squad,not in squad,0,With the 2nd team,With the 2nd team,not in squad,not in squad,not in squad,With the 2nd team,0,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,not in squad,not in squad
Mitchell Weiser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Ankle Injury,0,0, Torn Muscle Fibre, Torn Muscle Fibre,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad
Thorgan Hazard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deji Beyreuther,0,0,0,0,0,0,0,0,0,0,With U19,With U19,With U19,With U19,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,With U19,With U19,With U19,With U19,not in squad,With U19,not in squad,With U19,With U19,With U19,With U19,With U19,With U19,not in squad
Timo Hübers,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,With the 2nd team,not in squad,not in squad,With the 2nd team,not in squad,not in squad,With the 2nd team,not in squad,With the 2nd team,not in squad,0,0,0,0,0
Niklas Stark,0,0,0,0,0,0,0,0,0,0,0, Calf Injury, Calf Injury, Fitness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Nasal Bone Fracture,0, Thigh Problems,0
Niklas Dorsch,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team, Muscular problems,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,0,With the 2nd team,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,With youth team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,0,0, Ill
Felipe,0,0,0,0, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon,0,0,0, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Fitness,not in squad
Moritz Nicolas,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,0,0,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,not in squad,not in squad,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,not in squad
Salomon Kalou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yuning Zhang,not in squad,not in squad,Called up to national team,not in squad,not in squad,not in squad, Thigh Problems,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad, Ankle problems, Ankle problems, Ankle problems, Ankle problems,International match,Called up to national team, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,not in squad,0
Giulio Donati,0,0,0,0,0,0,0,0,0,0,0,0, Red card suspension,0,0,0,0,0,0,0,0,0,0,0,0, Thigh Problems,0,0,0, Indirect card suspension,0,0,0,0
Robin Hack,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,0,With the 2nd team,0,not in squad,0,With the 2nd team, Abdominal Influenza,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,With the 2nd team,not in squad,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,not in squad,With the 2nd team,0,0
Anas Ouahim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matija Nastasic,0,0,0,0,0,0,0, Bone edema, Bone edema, Bone edema, Bone edema,0,0,0,0,0,0,0,0,0,0, Indirect card suspension,0,0,0,0,0,0,0, Yellow card suspension, Knee Injury, Knee Injury, Knee Injury, Knee Injury
Nigel de Jong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weston McKennie,0,0,0,0,0,0,0, Torn Muscle Fibre,0,0,0,0,0,0,0,0,0,0,0, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury,0,0, Muscular problems,not in squad,0,0,0,0,0,0
Marko Pjaca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,International match,0,0,not in squad,0,0,0
Daniel Caligiuri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rani Khedira,0,0,0,0,0,0,0,not in squad,0,0,0,0,0, Thigh Problems,0,0,0,0,0,0, Yellow card suspension,0,0,0,0,0,0,0,0,0,0,0,0,0
Renato Sanches,0,special leave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karim Rekik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Shin bone bruise, Shin bone bruise, Muscle Injury, Muscle Injury, Muscle Injury, Muscle Injury, Muscle Injury, Muscle Injury,0,0,0,0,0,0,0,0,0,0
Lars Bender, Fitness, Fitness,0,0,0, Rest ,0,0,0, Knock,0,0,0,0,0,0,0,0,0,0,0, Pulled hamstring at the adductors, Pulled hamstring at the adductors, Pulled hamstring at the adductors,0,0, Adductor problems,not in squad,0,0, Yellow card suspension,0,not in squad,0
Aleksandar Dragovic,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian Reese,0,0,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,not in squad,not in squad,0,0,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max Besuschkow,not in squad,not in squad,0, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad, Ill,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
