,0
Jérémy Cordoval,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Youssef Aït Bennasser,"['\xa0Knock', 'not in squad', 'not in squad', 'International match', 'International match', '\xa0Knock', '\xa0Calf muscle strain', '\xa0Calf muscle strain', 'not in squad', 'not in squad', 'International match', 'International match', 'not in squad', 'International match', 'International match']"
Mamadou Thiam,"['not in squad', 'not in squad']"
Yannis Clementia,[]
Sergi Darder,"['not in squad', 'not in squad']"
Karim Achahbar,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
François Kamano,"['not in squad', 'not in squad', 'not in squad']"
Jérôme Prior,"['not in squad', 'not in squad', 'not in squad']"
Morgan Sanson,"['not in squad', 'not in squad', 'not in squad']"
Chaouki Ben Saada,"['not in squad', 'not in squad']"
Jordan Amavi,['not in squad']
Matthieu Udol,"['\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury']"
Kévin Zohi,[]
Farès Bahlouli,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Lorenzo Callegari,[]
Rony Lopes,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Pietro Pellegri,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'International match', 'International match', 'International match']"
Karim Azamoum,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Anthony Gonçalves,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Abdallah Ndour,"['not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg']"
Youssouf Sabaly,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Enzo Loiodice,[]
Ibrahim Amadou,[]
Diafra Sakho,"['\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', 'not in squad', 'not in squad', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', '\xa0Hamstring Injury']"
Tomas Hubocan,"['not in squad', 'not in squad', '\xa0Tibia and Fibula Fracture', '\xa0Tibia and Fibula Fracture', '\xa0Tibia and Fibula Fracture', '\xa0Tibia and Fibula Fracture', '\xa0Tibia and Fibula Fracture', '\xa0Tibia and Fibula Fracture', '\xa0Tibia and Fibula Fracture', '\xa0Tibia and Fibula Fracture', '\xa0Tibia and Fibula Fracture', '\xa0Tibia and Fibula Fracture', 'not in squad', 'not in squad', 'not in squad', '\xa0Tibia and Fibula Fracture', '\xa0Tibia and Fibula Fracture', '\xa0Tibia and Fibula Fracture', 'not in squad']"
Christopher Martins Pereira,[]
Kévin Monnet-Paquet,"['not in squad', '\xa0Knee Injury', 'not in squad']"
Loïs Diony,"['not in squad', 'not in squad', 'not in squad']"
Giovanni Sio,"['not in squad', 'International match', 'International match', 'not in squad', 'International match', 'not in squad', 'not in squad']"
Paul Lasne,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Ronaël Pierre-Gabriel,"['not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', 'not in squad']"
André Zambo Anguissa,['not in squad']
Vincent Peugnet,[]
Alexandros Katranis,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Maxime Dupé,"['not in squad', 'not in squad']"
Nicolas de Préville,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Habib Diallo,"['not in squad', 'not in squad']"
Jérôme Roussillon,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Paul-Georges Ntep,"['\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn Muscle Fibre', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Bryan Mbeumo,[]
Hamari Traoré,"['not in squad', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad']"
Jordan Sebban,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Opa Nguette,"['\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury']"
Rachid Ghezzal,"['\xa0Pulled hamstring at the adductors', 'not in squad', 'not in squad', 'not in squad', '\xa0Pulled hamstring at the adductors', 'International match', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad']"
Benjamin Vérité,[]
Edinson Cavani,"['not in squad', 'not in squad']"
Junior Sambia,['not in squad']
Hatem Ben Arfa,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Virus Infection', '\xa0Virus Infection', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Andy Pelmard,[]
Simon Falette,"['not in squad', 'not in squad', 'not in squad']"
Memphis Depay,"['not in squad', 'not in squad', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Ignatius Ganago,[]
Thomas Didillon,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Moussa Sylla,[]
Stéphane Darbion,[]
Dylan Chambost,[]
Abdoulaye Diallo,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'International match', 'International match']"
Namakoro Diallo,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Samuel Moutoussamy,[]
Benjamin Lecomte,"['\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury']"
Ernest Seka,"['not in squad', '\xa0Red card suspension', 'not in squad', 'not in squad', 'not in squad']"
Moataz Zemzemi,[]
Ramy Bensebaini,"['\xa0Leg Injury', '\xa0Leg Injury', 'not in squad', 'International match', '\xa0Bruise', '\xa0Bruise', '\xa0Red card suspension', '\xa0Red card suspension', 'International match', 'not in squad', 'not in squad']"
João Moutinho,"['\xa0Unknown Injury', 'not in squad', 'not in squad', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', 'not in squad']"
Tomas Koubek,"['\xa0Fractured Finger', '\xa0Fractured Finger', '\xa0Fractured Finger', '\xa0Fractured Finger', '\xa0Fractured Finger', '\xa0Fractured Finger', 'International match']"
Jonathan Delaplace,"['\xa0Unknown Injury', '\xa0Unknown Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Wilfried Kanga,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Santy Ngom,[]
Quentin Othon,[]
Sloan Privat,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Marcus Coco,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Jordan N'Kololo,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Jorge,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Jordan Leborgne,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Max Gradel,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'Called up to national team', 'International match', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match']"
Férébory Doré,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Durel Avounou,[]
Anthony Racioppi,[]
Ludovic Butelle,[]
Emiliano Sala,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Javier Pastore,"['\xa0Calf Problems', '\xa0Sideband tear in the knee', '\xa0Sideband tear in the knee', '\xa0Knock', '\xa0Knock', '\xa0Calf Problems', '\xa0Calf Problems', '\xa0Calf Problems', '\xa0Calf Problems', '\xa0Sideband tear in the knee', '\xa0Sideband tear in the knee', '\xa0Sideband tear in the knee', '\xa0Sideband tear in the knee', '\xa0Sideband tear in the knee', '\xa0Sideband tear in the knee', '\xa0Sideband tear in the knee', '\xa0Sideband tear in the knee', 'not in squad', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', 'not in squad', 'not in squad', '\xa0Sideband tear in the knee', 'not in squad', '\xa0Sideband tear in the knee', '\xa0Sideband tear in the knee', '\xa0Sideband tear in the knee']"
Dani Alves,"['\xa0Fibula Fracture', 'International match', 'International match', '\xa0Fibula Fracture', '\xa0Fibula Fracture', '\xa0Fibula Fracture', '\xa0Fibula Fracture', '\xa0Fibula Fracture', '\xa0Yellow card suspension', '\xa0Fibula Fracture', '\xa0Fibula Fracture']"
Mahdi Camara,[]
Brighton Labeau,[]
Mickaël Le Bihan,"['\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Fractured Leg', '\xa0Tibia and Fibula Fracture', '\xa0Tibia and Fibula Fracture', '\xa0Fractured Leg', '\xa0Fractured Leg']"
Léo Lacroix,"['not in squad', '\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad', '\xa0Indirect card suspension', 'not in squad']"
Edgar Ié,"['not in squad', 'International match', 'International match', 'not in squad', 'International match']"
Keita Baldé,"['Suspended', 'Suspended', 'Called up to national team', 'International match', 'International match', 'International match', '\xa0Indirect card suspension', 'International match', 'International match']"
Corentin Faussot,[]
Lebo Mothiba,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Thomas Monconduit,"['not in squad', 'not in squad', 'not in squad']"
Quentin Beunardeau,['not in squad']
Rayan Souici,[]
Valère Pollet,[]
Bakaye Dibassy,['not in squad']
Robert Beric,"['not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury']"
Joris Gnagnon,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Ambroise Oyongo,"['\xa0Patella rupture', '\xa0Patella rupture', '\xa0Patella rupture', '\xa0Patella rupture', '\xa0Patella rupture', '\xa0Patella rupture', '\xa0Patella rupture', '\xa0Patella rupture', '\xa0Patella rupture', '\xa0Patella rupture', '\xa0Patella rupture', '\xa0Patella rupture', '\xa0Patella rupture', '\xa0Patella rupture', '\xa0Patella rupture', '\xa0Patella rupture', '\xa0Patella rupture', '\xa0Patella rupture', '\xa0Patella rupture', '\xa0Patella rupture', '\xa0Patella rupture', '\xa0Patella rupture', 'not in squad', '\xa0Patella rupture', '\xa0Patella rupture']"
Lebogang Phiri,"['not in squad', 'not in squad', 'not in squad', '\xa0Red card suspension', '\xa0Red card suspension']"
Yassine El Ghanassy,[]
Romain Cagnon,[]
Gauthier Hein,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
François Bellugou,"['not in squad', 'not in squad', 'not in squad']"
Daniel Congré,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', 'not in squad', 'not in squad', '\xa0Sprained ankle', '\xa0Hamstring Injury']"
Hilton,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Issa Diop,"['\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', 'not in squad', 'International match', 'not in squad', '\xa0Back trouble']"
Arnaud Souquet,[]
Yves Bissouma,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad', 'not in squad']"
Adil Rami,"['\xa0Achilles tendon problems', '\xa0Muscular problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Muscular problems', '\xa0Muscular problems', 'Suspension through sports court', '\xa0Muscular problems']"
Guillaume Gillet,[]
Lucas Moura,['not in squad']
Andy Delort,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Théo Barbet,[]
Valentin Rosier,"['\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', 'not in squad', 'not in squad', '\xa0Ankle Injury', '\xa0Ankle Injury']"
Ronny Rodelin,['not in squad']
Saliou Ciss,"['not in squad', 'not in squad', 'not in squad', 'International match', 'International match', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Vincent Pajot,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Thiago Mendes,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Mateo Pavlovic,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Konstantinos Mitroglou,"['\xa0Minor Knock', '\xa0Minor Knock', 'not in squad', 'not in squad']"
Quentin Braat,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad']"
Léo Dubois,[]
Mouhamadou Dabo,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Hamstring Injury']"
Guido Carrillo,"['not in squad', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury']"
Elisha Owusu,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Alexandre Letellier,"['\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Cruciate Ligament Injury', '\xa0Cruciate Ligament Injury', 'not in squad', '\xa0Cruciate Ligament Injury']"
Driss Khalid,[]
Zinédine Machach,"['\xa0Indirect card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Clément Grenier,"['\xa0Shinbone injury', '\xa0Shinbone injury', '\xa0Shinbone injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Shinbone injury', '\xa0Shinbone injury', '\xa0Shinbone injury', '\xa0Shinbone injury', '\xa0Shinbone injury', '\xa0Shinbone injury', '\xa0Shinbone injury', '\xa0Shinbone injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Jules Koundé,[]
Ihsan Sacko,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Yannis Ammour,[]
Zaydou Youssouf,[]
Ismaël Diomandé,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Alexandre Olliero,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Maxime Sivis,[]
Alexis Blin,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Imad Faraj,[]
Hamza Mendyl,[]
Pierre-Yves Polomat,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Jimmy Durmaz,"['not in squad', 'With the pros', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
