name,Min,Sh,SoT,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1
Fabian-Frei-,90.0,2.8649515096985616,1.044196909809558,55.97853986830327,18.632704093692944,1.6631938919679299,1.8495943415851883,0.5958817675933802,0.10919627033380636,0.10919627033380636,0.05069337442218798,3.5190824400343597,0.11857707509881422,36.08359239946824,45.65741401929907,78.06363636363638,192.35133558165498,37.776987770765444,91.23685894574479,1.155203810057431,1.4756968763132092
Fabian-Johnson-,90.0,1.3985446985446985,0.26008316008316007,40.12589178247073,11.073060509902614,1.5643970893970895,1.0895366013787067,3.8417359667359667,0.16754677754677755,0.16754677754677755,0.06754677754677754,0.7605509355509354,0.12162162162162163,20.527483860378595,27.44669821643506,74.75,121.86024455629718,22.153936426304845,47.71392931392931,0.2,0.2
Fabian-Lustenberger-,90.0,0.2701863354037267,0.0,67.52692953958366,16.84279181715911,2.3283157290295513,2.1163725605646433,4.289071680376028,0.004347826086956522,0.004347826086956522,0.02608695652173913,0.9751552795031057,0.043478260869565216,41.52672818701372,49.61016866922123,81.37391304347827,182.80957650133507,34.674588850124216,53.46633927133603,0.1398354876615746,0.18331374853113983
Fabian-Reese-,90.0,5.841269841269842,0.0,44.87698412698413,48.36904761904762,3.142857142857143,3.0555555555555554,0.0,0.35555555555555557,0.35555555555555557,0.0,5.166666666666667,0.0,22.226190476190478,27.642857142857142,87.5,97.84920634920634,28.031746031746035,295.11904761904765,0.0,1.0
Felipe-,90.0,0.3333333333333333,0.0,66.76190476190476,11.476190476190476,1.2023809523809523,2.011904761904762,1.3452380952380951,0.03333333333333333,0.03333333333333333,0.01785714285714286,0.35714285714285715,0.0,40.6904761904762,53.714285714285715,75.19999999999999,296.63095238095235,40.63095238095239,104.22619047619048,0.3452380952380952,0.3452380952380952
Felix-Klaus-,90.0,2.6225295787752856,1.1574411309152102,45.99664870095917,20.48353756854642,2.072993043188622,0.6404771092307268,1.6372401808589339,0.20591260511620266,0.20591260511620266,0.09801018597896251,3.8595420126763442,0.6065834767641997,23.382664476602105,32.35969712162301,71.68214285714286,145.55475443717083,29.718223581206075,111.68565168068513,1.0761417858457332,2.089221292678858
Felix-Passlack-,90.0,0.0,0.0,70.83333333333333,22.916666666666668,2.5416666666666665,2.5,0.0,0.0,0.0,0.06666666666666667,2.5416666666666665,0.0,56.75,63.125,89.93333333333334,414.4583333333333,38.958333333333336,62.208333333333336,0.0,0.0
Filip-Kostic-,90.0,2.6257041958847984,0.8028085735402808,43.6351413820089,22.86308557740997,1.8823027007126862,0.3696969696969697,1.2269431901665757,0.3549295384418684,0.33068711419944424,0.08514412416851443,1.9128219122708074,0.15151515151515152,16.26871737341092,28.446847104463572,56.24242424242425,98.49502516033203,29.526883877139916,134.5052352167212,1.527946127946128,3.16595518436517
Filip-Kusic-,90.0,0.0,0.0,25.714285714285715,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.428571428571429,6.428571428571429,100.0,0.0,6.428571428571429,51.42857142857143,0.0,0.0
Fin-Bartels-,90.0,1.583154191909322,0.6503810826656243,44.172751637652944,17.340714932907623,0.884033613445378,0.7974399061950361,0.8603723519005911,0.2015047879616963,0.2015047879616963,0.2526773500097714,3.6198052582555222,0.36554621848739494,22.141672525246886,30.78109383288199,72.29285714285714,91.8085039935636,36.43138418157961,130.6479401485753,1.8814735196404142,3.7042826432898743
Florian-Grillitsch-,90.0,0.909505155492981,0.39337612323491655,61.33960762279012,23.58965489797135,3.330706513532703,1.7644408227492412,1.6972112102564707,0.05136742722265932,0.05136742722265932,0.10027224388514712,2.6345730820361166,0.37714285714285717,40.707328906519805,49.9341643545532,79.94800000000001,226.6826432197631,36.99506022897412,115.40631560211847,1.1090424602934437,1.400471031722015
Florian-Hubner-,90.0,0.0,0.0,49.8,13.2,2.2,2.0,0.8,0.0,0.0,0.0,0.4,0.0,36.0,42.8,85.0,242.4,33.8,97.8,0.2,0.2
Florian-Kainz-,90.0,1.5135912246872651,0.4589381913204069,61.845308658651284,23.771776766873934,1.9823565216007188,1.0754831734060373,1.4118175282595464,0.12274550936504994,0.12274550936504994,0.17215340043082103,3.4489836446194166,0.14489601407659033,31.412783627317133,45.58120456331455,68.59655172413792,229.9002014826337,47.08280419015283,149.47865284027054,2.31247691224806,3.652127655172027
Florian-Kath-,90.0,2.943633188095214,1.798611111111111,51.28266221282504,34.21469629042874,2.0024241733102497,0.5198731448731448,1.5628320900498318,0.3238175675675676,0.3238175675675676,0.01388888888888889,3.53458796251773,1.5585579295256717,22.43003935551914,32.909209914365086,67.65416666666667,92.94721785771702,35.76510730863273,187.90280656460732,2.583385140347166,5.506311735665553
Florian-Mayer-,90.0,0.0,0.0,50.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,100.0,185.0,35.0,105.0,0.0,0.0
Florian-Niederlechner-,90.0,2.6030364372469634,0.8945054945054945,31.344285714285718,23.471914401388084,1.078421052631579,0.5884615384615385,1.4645054945054943,0.3331318681318681,0.2631318681318681,0.033684210526315796,1.5552342394447658,0.10714285714285714,11.780115673799884,17.07995373048005,69.43,38.76351648351648,22.750711393869288,74.36333718912665,0.7296703296703296,2.2824175824175823
Franck-Evina-,90.0,2.3636363636363638,0.0,42.59090909090909,10.136363636363637,1.3636363636363638,0.0,4.045454545454545,0.06818181818181819,0.06818181818181819,0.06818181818181819,2.6818181818181817,0.0,17.954545454545453,22.681818181818183,77.0,61.409090909090914,27.363636363636363,76.04545454545455,1.3636363636363638,2.3636363636363638
Franck-Ribery-,90.0,1.4800722360698546,0.6826168808735398,77.03169954335193,15.758980564776053,0.9034272799147101,0.49258485218380166,1.3439561149949701,0.24804245036313755,0.24804245036313755,0.3499213753957718,6.82686424914871,1.1955258700109959,52.11082239863248,61.67292105236038,84.23684210526316,202.28989843701837,65.32808225232864,288.8565178779529,1.9052244244228513,3.5102007463351312
