,0
Timo Hübers,"['\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', 'With the 2nd team', 'With the 2nd team', 'not in squad', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture']"
Cedric Teuchert,"['\xa0Muscular problems', 'not in squad', '\xa0Ligament Injury', '\xa0Cruciate Ligament Strain', '\xa0Cruciate Ligament Strain', '\xa0Cruciate Ligament Strain', '\xa0Cruciate Ligament Strain', '\xa0Cruciate Ligament Strain', '\xa0Cruciate Ligament Strain']"
Luca Caldirola,"['\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Fitness', '\xa0Fitness', 'not in squad', 'With the 2nd team', 'With the 2nd team', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Screws/nails removal', '\xa0Screws/nails removal', '\xa0Screws/nails removal']"
Ihlas Bebou,"['International match', '\xa0Yellow card suspension']"
Daniel Opare,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Sven Schipplock,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Renato Sanches,"['\xa0Cold', 'not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Cold', 'not in squad', '\xa0Hamstring Injury']"
Sokratis,"['\xa0Muscular problems', '\xa0Muscular problems', '\xa0Ankle problems', '\xa0Ankle problems', '\xa0Infection', '\xa0Calf muscle strain', '\xa0Yellow card suspension', '\xa0Muscular problems', '\xa0Indirect card suspension']"
Paul Jaeckel,"['not in squad', 'not in squad']"
Moritz Nicolas,"['With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', '\xa0Thumb Injury', '\xa0Thumb Injury', '\xa0Thumb Injury', '\xa0Thumb Injury', '\xa0Thumb Injury', '\xa0Thumb Injury', '\xa0Thumb Injury', '\xa0Thumb Injury', '\xa0Thumb Injury', '\xa0Thumb Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Forearm Fracture', '\xa0Forearm Fracture', '\xa0Forearm Fracture', '\xa0Forearm Fracture', '\xa0Forearm Fracture', '\xa0Forearm Fracture', '\xa0Forearm Fracture', '\xa0Forearm Fracture', '\xa0Forearm Fracture', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'International match', 'not in squad', 'not in squad', '\xa0Thumb Injury', '\xa0Thumb Injury', '\xa0Thumb Injury', '\xa0Thumb Injury', 'With the 2nd team', 'With the 2nd team', '\xa0Forearm Fracture', '\xa0Forearm Fracture', '\xa0Forearm Fracture', '\xa0Forearm Fracture', 'With the 2nd team', '\xa0Thumb Injury', 'not in squad', '\xa0Forearm Fracture', 'not in squad']"
Stephan Ambrosius,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Takuma Asano,"['not in squad', 'International match', 'International match', 'not in squad']"
Florian Hübner,"['\xa0Influenza', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Red card suspension', '\xa0Red card suspension']"
Arturo Vidal,"['\xa0Influenza', '\xa0Minor Knock', '\xa0Bruised Rib', '\xa0Yellow card suspension', 'not in squad', '\xa0Minor Knock']"
Milot Rashica,['\xa0Groin Injury']
Philipp Lienhart,"['International match', 'International match', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match']"
Törles Knöll,"['not in squad', 'International match']"
Karim Guédé,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Ruptured intraarticular ligament initiation in knee', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Muscular problems', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Lamine Sané,"['not in squad', '\xa0Ruptured knee ligament', '\xa0Ruptured knee ligament', '\xa0Adductor problems', '\xa0Adductor problems']"
Felix Götze,"['With the pros', '\xa0Knee Problems', '\xa0Ill', 'not in squad', '\xa0Red card suspension', '\xa0Red card suspension']"
Luca Itter,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Daniel Didavi,"['\xa0Knee Problems', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Fitness', '\xa0Fitness', 'not in squad', '\xa0Adductor problems', '\xa0Knee Surgery']"
Shinji Kagawa,"['\xa0Sprained Ankle', 'not in squad', '\xa0Ankle Inflammation', '\xa0Ankle Inflammation', '\xa0Ankle Inflammation', '\xa0Muscular problems', 'not in squad', '\xa0Ankle Injury', '\xa0Ankle Inflammation']"
Franck Evina,['\xa0Yellow card suspension']
Georg Niedermeier,"['\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Adductor problems', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Mitchell Langerak,[]
Mandela Egbo,"['\xa0Fractured Hand', 'not in squad', 'not in squad']"
Florian Niederlechner,[]
Julian Brandt,"['\xa0Minor Knock', 'International match', 'not in squad']"
Ron-Robert Zieler,[]
Dzenis Burnic,"['With U19', 'With U19', 'With youth team', 'With U19', 'With U19', 'not in squad', 'With U19', 'With youth team', 'With U19', 'With U19', 'not in squad', 'With youth team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With U19', 'With U19', 'With youth team', 'With U19', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'With youth team', 'With U19', 'With youth team', 'not in squad', 'not in squad', '\xa0Ankle Injury', '\xa0Ankle Injury', 'With U19', 'With youth team', '\xa0Ankle Injury', 'not in squad', 'not in squad', 'With U19']"
Lukas Klünter,"['With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'not in squad']"
Sven Ulreich,"['not in squad', '\xa0Elbow Injury', '\xa0Elbow Injury', '\xa0Elbow Injury']"
Erik Durm,"['\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Fitness', '\xa0Back trouble', '\xa0Back trouble', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Back trouble', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Muscular problems', '\xa0Knee Surgery', '\xa0Knee Surgery', 'not in squad']"
Marijan Cavar,"['With the pros', 'International match', 'not in squad', 'With the pros']"
Mats Köhlert,"['With U19', 'With U19', 'With U19', 'not in squad', 'With U19', 'not in squad', 'With U19', 'not in squad', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With U19', 'not in squad', 'not in squad', 'With the 2nd team']"
Dominique Heintz,['\xa0Yellow card suspension']
Sandro Wagner,"['not in squad', '\xa0Red card suspension', '\xa0Red card suspension']"
Julian Pollersbeck,[]
Jannes Horn,"['\xa0Ill', 'not in squad', '\xa0Ill', '\xa0Ill', '\xa0Ill', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', '\xa0Bursitis', '\xa0Ill', '\xa0Ill', 'not in squad']"
Paul-Georges Ntep,"['\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn Muscle Fibre', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Abdou Diallo,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Maximilian Eggestein,"['With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad']"
Andreas Beck,"['\xa0Red card suspension', 'not in squad', 'not in squad']"
Simon Falette,"['not in squad', 'not in squad', 'not in squad']"
Charles Aránguiz,"['International match', '\xa0Indirect card suspension', 'not in squad', '\xa0Yellow card suspension']"
Karim Rekik,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Nadiem Amiri,['With the 2nd team']
Fin Bartels,"['\xa0Adductor problems', '\xa0Adductor problems', '\xa0Adductor problems']"
Raúl Bobadilla,"['\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', 'not in squad', '\xa0Calf Problems', '\xa0Calf Problems', '\xa0Shoulder Injury']"
Jean-Kévin Augustin,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Ankle Injury', '\xa0Ankle Injury', 'not in squad', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad', 'not in squad']"
Peter Pekarik,"['\xa0Torn Muscle Fibre', 'not in squad']"
Bernardo,"['not in squad', 'not in squad', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', 'not in squad', 'not in squad']"
Sebastian Langkamp,"['\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Thigh Muscle Strain', '\xa0Thigh Muscle Strain', '\xa0Yellow card suspension']"
Marius Wolf,"['not in squad', 'not in squad', 'not in squad', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Shoulder Injury']"
Luca Plogmann,"['With U19', 'not in squad']"
Patrick Herrmann,"['\xa0Pulled hamstring at the adductors', '\xa0Pulled hamstring at the adductors', '\xa0Syndesmotic ligament tear', '\xa0Syndesmotic ligament tear', '\xa0Syndesmotic ligament tear', '\xa0Syndesmotic ligament tear', '\xa0Syndesmotic ligament tear', '\xa0Syndesmotic ligament tear', '\xa0Syndesmotic ligament tear', 'not in squad', '\xa0Pulled hamstring at the adductors', '\xa0Syndesmotic ligament tear', '\xa0Syndesmotic ligament tear']"
Marcel Sabitzer,"['\xa0Torn ankle ligament', '\xa0Influenza']"
Jordan Torunarigha,"['not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the pros']"
Fabian Giefer,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Influenza', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Thomas Kessler,"['\xa0Ruptured lateral collateral ligament', '\xa0Ruptured lateral collateral ligament', '\xa0Ruptured lateral collateral ligament', '\xa0Ruptured lateral collateral ligament', '\xa0Ruptured lateral collateral ligament', '\xa0Ruptured lateral collateral ligament', '\xa0Ruptured lateral collateral ligament', '\xa0Bruised Hip', '\xa0Bruised Hip', '\xa0Ruptured lateral collateral ligament']"
Yunus Malli,['\xa0Bruised Rib']
Lewis Holtby,"['\xa0Red card suspension', '\xa0Red card suspension', 'not in squad', '\xa0Shinbone injury']"
Sebastian Jung,"['\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', 'With the 2nd team', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0laceration', '\xa0laceration', '\xa0laceration', '\xa0laceration', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0laceration']"
Anto Grgic,"['\xa0Back trouble', '\xa0Back trouble', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', '\xa0Thigh Problems', 'not in squad']"
Erik Thommy,"['\xa0Broken wrist', '\xa0groin strain', 'not in squad']"
Benjamin Hübner,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension', '\xa0Yellow card suspension', '\xa0Concussion', '\xa0Concussion']"
Rafinha,"['\xa0Adductor problems', 'not in squad']"
Bobby Wood,"['\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', 'not in squad', '\xa0Knee Problems']"
Rune Jarstein,[]
Meritan Shabani,[]
Ludwig Augustinsson,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Felix Passlack,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With youth team', 'not in squad', 'not in squad', 'not in squad', 'With U19', 'With U19', 'With U19', 'With youth team', 'With youth team', 'not in squad', 'not in squad', 'not in squad']"
Luca Waldschmidt,"['not in squad', '\xa0Tear in a joint capsule', '\xa0Influenza', '\xa0Influenza', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team']"
Vincent Sierro,"['\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Ignacio Camacho,"['\xa0Yellow card suspension', '\xa0Yellow card suspension', '\xa0Yellow card suspension', 'not in squad', '\xa0Back Injury']"
Christian Clemens,"['\xa0tendon irritation', '\xa0tendon irritation', '\xa0tendon irritation', '\xa0tendon irritation', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0tendon irritation', '\xa0tendon irritation', '\xa0Fitness', '\xa0Fitness', '\xa0tendon irritation', 'not in squad']"
Pierre-Emerick Aubameyang,"['International match', 'Suspended', '\xa0Calf Problems', '\xa0Adductor problems']"
Max Grün,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Michael Esser,"['\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Thigh Muscle Strain', '\xa0Thigh Muscle Strain']"
Niklas Stark,"['\xa0Indirect card suspension', '\xa0Yellow card suspension', '\xa0Stress response of the bone', '\xa0Stress response of the bone', '\xa0Stress response of the bone', '\xa0Stress response of the bone']"
Niklas Schmidt,"['With the pros', 'With the pros', 'not in squad', 'With the pros', '\xa0Ill', '\xa0Yellow card suspension']"
Josha Vagnoman,[]
Julian Green,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', 'not in squad', 'not in squad', 'not in squad', '\xa0Torn muscle bundle']"
Jiri Pavlenka,['not in squad']
Thomas Müller,"['\xa0Abdominal Influenza', '\xa0Ankle Injury', '\xa0Ankle Injury']"
Ryan Kent,[]
Jairo Samperio,"['\xa0Medial Collateral Ligament Injury', '\xa0Medial Collateral Ligament Injury', '\xa0Medial Collateral Ligament Injury', '\xa0Medial Collateral Ligament Injury', '\xa0Medial Collateral Ligament Injury', '\xa0Medial Collateral Ligament Injury', 'not in squad', '\xa0Yellow card suspension', '\xa0Ligament Injury', '\xa0Ligament Injury', 'not in squad', '\xa0Medial Collateral Ligament Injury', '\xa0Medial Collateral Ligament Injury']"
Albin Ekdal,"['\xa0Ankle Injury', '\xa0Adductor problems', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Indirect card suspension', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Ankle Injury', '\xa0Muscular problems']"
Christian Günter,['\xa0Red card suspension']
Renato Steffen,"['\xa0Yellow card suspension', '\xa0Rest ', '\xa0Ill', '\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad', '\xa0Ill']"
Josuha Guilavogui,"['\xa0Cervical Fracture', '\xa0Cervical Fracture', '\xa0Cervical Fracture', '\xa0Cervical Fracture', '\xa0Cervical Fracture', '\xa0Cervical Fracture', '\xa0Cervical Fracture', '\xa0Cervical Fracture', '\xa0Fitness', '\xa0Fitness', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Yellow card suspension', '\xa0Cervical Fracture', '\xa0Fitness']"
Elvis Rexhbecaj,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Aymen Barkok,"['With U19', 'not in squad', '\xa0Indirect card suspension', 'not in squad']"
Naldo,"['\xa0Red card suspension', '\xa0Red card suspension', '\xa0Muscle partial avulsion', '\xa0Muscle partial avulsion', '\xa0Muscle partial avulsion', '\xa0Muscle partial avulsion', '\xa0Muscle partial avulsion', '\xa0Muscle partial avulsion', '\xa0Muscle partial avulsion', '\xa0Muscle partial avulsion', '\xa0Muscle partial avulsion', '\xa0Muscle partial avulsion', '\xa0Fitness', '\xa0Fitness', 'not in squad', '\xa0Muscle partial avulsion', '\xa0Muscle partial avulsion', '\xa0Muscle partial avulsion', '\xa0Muscle partial avulsion', '\xa0Muscle partial avulsion']"
Luka Jovic,"['\xa0Foot Injury', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', '\xa0Foot Injury']"
Javi Martínez,"['\xa0Adductor problems', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Yellow card suspension', '\xa0Thigh Problems', '\xa0Cold', '\xa0Collarbone fracture', '\xa0Collarbone fracture', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Indirect card suspension', 'not in squad']"
Benjamin Stambouli,"['not in squad', '\xa0Adductor problems', 'not in squad', 'not in squad', 'not in squad']"
Marco Richter,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Deji Beyreuther,[]
Bartosz Kapustka,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'International match', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad']"
Marvin Bakalorz,"['\xa0Cruciate Ligament Strain', '\xa0Cruciate Ligament Strain', 'not in squad']"
Ebenezer Ofori,"['International match', 'not in squad', 'not in squad', 'not in squad']"
Alfred Finnbogason,"['\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', 'not in squad', '\xa0Red card suspension', '\xa0Pubitis']"
Marco Reus,"['\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Heel Bone Injury', '\xa0Indirect card suspension', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Pubitis', '\xa0Pubitis', '\xa0Torn muscle bundle', '\xa0Pubitis']"
Timo Werner,"['\xa0Influenza', '\xa0Torn Muscle Fibre']"
Tin Jedvaj,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', '\xa0Indirect card suspension', 'not in squad']"
Tim Handwerker,"['not in squad', 'not in squad']"
Alexander Rossipal,"['\xa0Indirect card suspension', 'not in squad', '\xa0Indirect card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension']"
Dennis Aogo,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Ruptured ligaments', '\xa0Ruptured ligaments', '\xa0Fitness', '\xa0Fitness', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Patrick Kammerbauer,"['not in squad', 'With the 2nd team', '\xa0Red card suspension', 'With the 2nd team']"
Julio Villalba,['not in squad']
Vasilije Janjicic,"['not in squad', 'not in squad', 'With the U21s', 'not in squad', 'not in squad', 'International match', 'International match', 'not in squad', 'not in squad', 'not in squad', 'With the pros', 'With the pros', 'With the pros', 'not in squad', 'With the pros', 'With the pros', 'With the pros', 'With the pros']"
Yoshinori Muto,"['\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', 'not in squad', 'not in squad', 'not in squad', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Fitness', '\xa0Fitness', 'not in squad', '\xa0Ruptured intraarticular ligament initiation in knee']"
