,0
Robin Koch,"['\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', 'not in squad', 'not in squad', 'not in squad', 'With the pros', 'With the pros', 'With the pros']"
Kwame Yeboah,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Marc Oliver Kempf,"['\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Fitness', '\xa0Fitness', 'not in squad', 'not in squad', 'With the 2nd team', '\xa0Meniscal Injury', '\xa0Meniscal Injury']"
Ibrahima Konaté,"['not in squad', 'not in squad']"
Kenan Kodro,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Shoulder Injury', 'not in squad', 'not in squad', 'not in squad']"
Jan Zimmermann,['\xa0Ill']
Dominik Franke,"['not in squad', '\xa0Yellow card suspension', 'International match']"
Patric Klandt,"['not in squad', 'not in squad', 'not in squad', '\xa0Influenza', '\xa0Influenza', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Caglar Söyüncü,"['\xa0Concussion', '\xa0Adductor problems', '\xa0Bruised Foot', 'not in squad']"
Max Meyer,"['\xa0Bruised Rib', 'not in squad', '\xa0Ankle problems', '\xa0Ankle problems', 'not in squad', 'not in squad', '\xa0Torn Ankle Ligament', 'not in squad', 'International match']"
Amir Abrashi,"['\xa0Concussion', '\xa0tendon irritation', 'not in squad']"
Rani Khedira,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Daniel Baier,"['\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', 'not in squad']"
Justin Hoffmanns,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With youth team', 'not in squad', 'not in squad', 'With youth team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With youth team', 'not in squad', 'not in squad', 'With youth team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre']"
Kevin Akpoguma,"['\xa0Indirect card suspension', '\xa0Yellow card suspension', '\xa0Cervical Fracture', '\xa0Cervical Fracture', '\xa0Cervical Fracture', '\xa0Cervical Fracture']"
Holger Badstuber,"['\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Muscular problems', '\xa0Muscular problems', 'not in squad', '\xa0Muscular problems', '\xa0Muscular problems']"
Salif Sané,"['\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Yellow card suspension', '\xa0Red card suspension']"
Michaël Cuisance,[]
Niklas Lomb,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Raffael,"['\xa0Muscular problems', '\xa0Muscular problems', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Thigh Problems', '\xa0Thigh Problems', '\xa0Influenza', 'special leave', '\xa0Twisted knee', '\xa0Twisted knee', '\xa0Twisted knee', '\xa0Twisted knee', '\xa0Torn Muscle Fibre', '\xa0Thigh Problems', '\xa0Torn Muscle Fibre', '\xa0Thigh Problems', '\xa0Twisted knee']"
Salih Özcan,"['not in squad', '\xa0Indirect card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Kerem Demirbay,"['not in squad', '\xa0Tendon crack', '\xa0Tendon crack', '\xa0Calf Problems']"
Thorgan Hazard,"['\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Tibial plateau contusion', '\xa0Tibial plateau contusion', '\xa0Tibial plateau contusion', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', '\xa0Knee Problems', 'not in squad', '\xa0Tibial plateau contusion', '\xa0Tibial plateau contusion', '\xa0Knee Problems', '\xa0Tibial plateau contusion', '\xa0Knee Problems']"
Charlison Benschop,"['\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury']"
Phillip Menzel,"['With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'not in squad', 'not in squad', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'not in squad', 'With U19', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'not in squad', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'not in squad', 'With U19', 'With U19', 'not in squad', 'not in squad', 'not in squad', 'With U19', 'With U19', 'With U19']"
Konrad Laimer,"['\xa0Yellow card suspension', 'not in squad', '\xa0Indirect card suspension', '\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Niklas Dorsch,"['With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', '\xa0Ill', '\xa0Ill', '\xa0Ill', '\xa0Ill', '\xa0Ill', '\xa0Ill', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', '\xa0Ill', '\xa0Ill', '\xa0Ill', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', '\xa0Ill', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team']"
Nabil Bentaleb,"['\xa0Yellow card suspension', '\xa0Yellow card suspension', 'not in squad', '\xa0Influenza', '\xa0Abdominal Influenza', 'not in squad', 'not in squad']"
Niclas Stierlin,"['\xa0Yellow card suspension', 'not in squad']"
Emiliano Insúa,[]
Christoph Kramer,"['\xa0Indirect card suspension', '\xa0Ill', '\xa0Torn Ankle Ligament', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Yellow card suspension', '\xa0Yellow card suspension', '\xa0Ruptured intraarticular ligament initiation in knee']"
Mijat Gacinovic,"['\xa0Ill', '\xa0Yellow card suspension', '\xa0Strain']"
Daniel Caligiuri,['not in squad']
Marco Höger,"['\xa0Muscular problems', '\xa0Knee Problems', '\xa0Yellow card suspension', 'not in squad']"
Aílton,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension', 'no information available']"
Alessandro Schöpf,"['not in squad', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament']"
Felipe,"['\xa0Adductor problems', '\xa0Adductor problems', 'not in squad', 'not in squad', '\xa0Strain', '\xa0Strain', '\xa0Indirect card suspension', '\xa0Bruise', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Abdominal Strain', '\xa0Abdominal Strain', '\xa0Abdominal Strain', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Oscar Wendt,"['\xa0Elbow Injury', '\xa0Elbow Injury', '\xa0Elbow Injury', '\xa0Elbow Injury']"
Mohamed Dräger,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Joshua Kimmich,['\xa0Ill']
Marlon Sündermann,[]
David Otto,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Naby Keïta,"['\xa0Metatarsal bone bruise', '\xa0Yellow card suspension']"
Caleb Stanko,"['not in squad', 'not in squad', '\xa0Yellow card suspension']"
Alexander Esswein,['not in squad']
Christian Mathenia,"['\xa0Abdominal Influenza', '\xa0Bruised Knee']"
Lukas Rupp,"['\xa0Cold', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Fitness', '\xa0Fitness', 'not in squad', 'With the 2nd team', 'With the 2nd team', '\xa0Knee Problems']"
Admir Mehmedi,"['\xa0Pulled hamstring at the adductors', '\xa0Pulled hamstring at the adductors', '\xa0Muscular problems', 'not in squad', 'not in squad', 'not in squad', '\xa0Pulled hamstring at the adductors']"
Nelson Mandela Mbouhom,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Alexander Hack,"['With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', '\xa0Muscular problems', 'With the 2nd team', 'With the 2nd team', '\xa0Red card suspension', 'not in squad', '\xa0Minor Knock', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Robin Knoche,['\xa0Strain']
Andriy Yarmolenko,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Johannes Geis,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Ömer Toprak,"['\xa0Minor Knock', '\xa0Bruised Knee', '\xa0Knee Problems', '\xa0Yellow card suspension', '\xa0Ruptured ankle ligament', '\xa0Ruptured ankle ligament', 'not in squad', '\xa0Capsular rupture in the ankle', '\xa0Minor Knock']"
Alexander Stolz,"['not in squad', 'With the 2nd team']"
Justin Hoogma,[]
Filip Kusic,['not in squad']
Marc Bartra,"['\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', '\xa0Yellow card suspension', '\xa0Arm Injury', '\xa0Arm Injury', '\xa0Arm Injury', '\xa0Tear in the abductor muscle', '\xa0Arm Injury', '\xa0Arm Injury', '\xa0Adductor problems', '\xa0Arm Injury']"
Tom Mickel,"['With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team']"
Jan-Niklas Beste,"['not in squad', 'not in squad']"
Yann Sommer,['not in squad']
Aaron Herzog,"['not in squad', 'not in squad', 'not in squad', '\xa0Mononucleosis', '\xa0Mononucleosis', '\xa0Mononucleosis', '\xa0Mononucleosis', '\xa0Mononucleosis', '\xa0Mononucleosis', '\xa0Mononucleosis', '\xa0Mononucleosis', '\xa0Mononucleosis', '\xa0Mononucleosis', '\xa0Mononucleosis']"
Branimir Hrgota,[]
Nicolai Müller,"['\xa0Muscular problems', '\xa0Abdominal Influenza', '\xa0Medial Collateral Ligament Tear', '\xa0Medial Collateral Ligament Tear', '\xa0Medial Collateral Ligament Tear', '\xa0Medial Collateral Ligament Tear', '\xa0Medial Collateral Ligament Tear', '\xa0Medial Collateral Ligament Tear', '\xa0Muscular problems']"
Makoto Hasebe,"['\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Fever', '\xa0Knee Surgery', '\xa0Knee Surgery']"
Emil Forsberg,"['\xa0Concussion', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension']"
René Adler,"['\xa0Bursitis', '\xa0Bursitis', '\xa0Bursitis', '\xa0Bursitis', '\xa0Bursitis', '\xa0Bursitis', '\xa0Adductor problems', '\xa0Adductor problems', '\xa0Fractured Rib', '\xa0Fractured Rib', '\xa0Fractured Rib', '\xa0Fractured Rib', '\xa0Fractured Rib', '\xa0Fractured Rib', '\xa0Fractured Rib']"
Justin Eilers,"['\xa0Hip Injury', '\xa0Groin Surgery', '\xa0Groin Surgery', '\xa0Groin Surgery', '\xa0Groin Surgery', '\xa0Groin Surgery', '\xa0Groin Surgery', '\xa0Groin Surgery', '\xa0Groin Surgery', '\xa0Groin Surgery', '\xa0Groin Surgery', '\xa0Groin Surgery', '\xa0Groin Surgery', '\xa0Groin Surgery', '\xa0Fitness', '\xa0Fitness', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', '\xa0Medial Collateral Ligament Tear', '\xa0Hip Injury']"
Mike Bähre,"['\xa0Ankle problems', '\xa0Ankle problems', '\xa0Ankle problems', '\xa0Ankle problems', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', '\xa0Ankle problems', '\xa0Ankle problems', 'not in squad', '\xa0Ankle problems', '\xa0Ankle problems', '\xa0Ankle problems', '\xa0Ankle problems', '\xa0Ankle problems', '\xa0Ankle problems', '\xa0Ankle problems', '\xa0Ankle problems', '\xa0Ankle problems', '\xa0Ankle problems', '\xa0Ankle problems', '\xa0Ankle problems', '\xa0Ankle problems', '\xa0Ankle problems', '\xa0Ankle problems', '\xa0Ankle problems', '\xa0Ankle problems', '\xa0Ankle problems', 'With the 2nd team', '\xa0Ankle problems']"
Franck Ribéry,"['\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', 'not in squad', '\xa0Strain in the thigh and gluteal muscles', '\xa0Strain in the thigh and gluteal muscles', '\xa0Strain in the thigh and gluteal muscles', 'not in squad', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Strain in the thigh and gluteal muscles', '\xa0Muscular problems', '\xa0Strain in the thigh and gluteal muscles']"
Benedikt Höwedes,"['\xa0Yellow card suspension', '\xa0Calf Problems', '\xa0Groin Surgery']"
Marco Terrazzino,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team']"
Linton Maina,"['not in squad', 'not in squad', 'International match', 'not in squad']"
Christian Früchtl,"['International match', '\xa0Syndesmotic ligament tear', '\xa0Syndesmotic ligament tear', '\xa0Syndesmotic ligament tear', '\xa0Syndesmotic ligament tear', 'With U19', '\xa0Ill', '\xa0Syndesmotic ligament tear', '\xa0Syndesmotic ligament tear', '\xa0Syndesmotic ligament tear']"
Josip Brekalo,"['not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Ante Rebic,"['\xa0Mononucleosis', 'not in squad', '\xa0Torn Ankle Ligament', '\xa0Torn Ankle Ligament', '\xa0Torn Ankle Ligament', '\xa0Yellow card suspension', '\xa0Yellow card suspension', 'not in squad', '\xa0Torn Ankle Ligament']"
Sidney Friede,"['With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'not in squad', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'With U19', 'International match', 'International match', 'With U19']"
Steven Zuber,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Jhon Córdoba,"['\xa0Ankle problems', '\xa0Yellow card suspension', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Thigh Problems']"
Matthias Ginter,"['\xa0Rest ', 'special leave', 'Olympic games']"
Yann Aurel Bisseck,['\xa0Yellow card suspension']
Genki Haraguchi,[]
Fabian Frei,"['\xa0Muscular problems', '\xa0Muscular problems', 'not in squad', 'not in squad', 'not in squad', '\xa0Muscular problems', '\xa0Muscular problems']"
Marvin Plattenhardt,"['\xa0Hip Injury', '\xa0Hip Injury', '\xa0Influenza', '\xa0Inflammation', '\xa0Inflammation', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', 'not in squad']"
Christian Gentner,[]
Karim Onisiwo,"['not in squad', 'not in squad', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Minor Knock']"
Philipp Bargfrede,"['\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Knee inflammation ', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Fitness', '\xa0Fitness', '\xa0Pelvis Injury', '\xa0Thigh Problems', '\xa0Thigh Problems', '\xa0Thigh Problems', '\xa0Thigh Problems', '\xa0Thigh Problems', '\xa0Knee inflammation ']"
Sebastian Rudy,"['\xa0Bruised Rib', '\xa0Yellow card suspension']"
Bruma,"['not in squad', '\xa0Yellow card suspension', 'not in squad', '\xa0Indirect card suspension', '\xa0Thigh Muscle Strain']"
Robert Zulj,"['Suspension through sports court', 'Suspension through sports court', 'Suspension through sports court', 'not in squad', 'not in squad', '\xa0Influenza', '\xa0Yellow card suspension', '\xa0Abdominal muscles injury', '\xa0Abdominal muscles injury', '\xa0Dental Surgery']"
Kevin Kampl,"['\xa0Bruised Ankle', '\xa0Foot Injury', 'not in squad', '\xa0Ankle problems', '\xa0Foot Injury']"
Gelson Fernandes,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Jonathas,"['not in squad', 'not in squad', '\xa0Muscle Injury', 'not in squad']"
Michael Gregoritsch,"['\xa0Adductor problems', '\xa0Torn Ankle Ligament', '\xa0Torn Ankle Ligament', '\xa0Torn Ankle Ligament']"
Fabian Lustenberger,"['\xa0Pelvis Injury', '\xa0Pelvis Injury', '\xa0Ill', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Pubitis', '\xa0Fitness', '\xa0Pelvis Injury']"
Palko Dárdai,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Red card suspension', '\xa0Red card suspension']"
Denis Zakaria,"['\xa0Fitness', '\xa0Fitness', '\xa0Knock', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', '\xa0Knock', '\xa0Knock', '\xa0Knock', '\xa0Yellow card suspension', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury']"
Yoric Ravet,"['\xa0Thigh muscle rupture', '\xa0Thigh muscle rupture', '\xa0Thigh muscle rupture', '\xa0Thigh muscle rupture', '\xa0Thigh muscle rupture', '\xa0Yellow card suspension']"
Carlos Mané,"['not in squad', 'not in squad', 'not in squad', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', 'International match']"
Juan Bernat,"['not in squad', 'not in squad', '\xa0Muscular problems', '\xa0Muscular problems', 'not in squad']"
Ioannis Gelios,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad']"
Dong-won Ji,[]
Manuel Schmiedebach,"['\xa0Hamstring Injury', '\xa0Abdominal Influenza', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Yellow card suspension', '\xa0Calf Injury', '\xa0Hamstring Injury']"
Julian Korb,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Red card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Matthias Ostrzolek,[]
Riechedly Bazoer,"['\xa0Adductor problems', '\xa0Yellow card suspension', '\xa0Torn Meniscus', '\xa0Torn Meniscus', '\xa0Thigh Problems', 'not in squad', '\xa0Knee Problems', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Julian Schieber,"['\xa0Adductor problems', '\xa0Adductor problems', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage']"
Aleksandar Ignjovski,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Young-jae Seo,"['\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', 'not in squad']"
Gregor Kobel,"['With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team']"
Abdul Rahman Baba,"['\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage']"
Alexander Groiß,"['\xa0Indirect card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Yevgen Konoplyanka,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Carlos Salcedo,"['not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension', 'not in squad', 'International match', 'no information available', 'International match']"
Milos Jojic,"['not in squad', 'not in squad', 'not in squad']"
Péter Gulácsi,['not in squad']
Andrej Kramaric,[]
Noel Knothe,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Chima Okoroji,[]
Lukas Kübler,"['\xa0Patella problems', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', '\xa0Groin Strain', '\xa0Groin Strain', '\xa0Groin Strain', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', '\xa0Cals Sclerosis', '\xa0Influenza', '\xa0Patella problems', 'not in squad']"
Mitchell Weiser,"['not in squad', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Fitness', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Back trouble']"
Romario Rösch,"['\xa0Knock', '\xa0Yellow card suspension']"
