,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,injuries,injured games
174,Wilfred Ndidi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Hamstring Injury,0, Indirect card suspension, Indirect card suspension,0,0, Hamstring Injury, Hamstring Injury,"['not in squad', '\xa0Yellow card suspension']",0
175,Jeremie Boga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad', 'not in squad', '\xa0Muscle Injury', 'not in squad', 'not in squad', 'not in squad', '\xa0Muscle Injury']",2
176,Jonathan Hogg, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0, Indirect card suspension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Neck Injury', 'not in squad', 'not in squad']",0
177,Stephen Duke-McKenna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0
178,Vincent Kompany,0,0,0, Calf Injury, Calf Injury, Calf Injury, Calf Injury, Calf Injury, Calf Injury, Calf Injury, Calf Injury,0,0,0,0,0, Muscle Injury, Muscle Injury,0,0, Calf Strain, Calf Strain, Calf Strain,not in squad,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,0,"['\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Leg Injury', 'not in squad', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', '\xa0Leg Injury', 'not in squad', 'not in squad', 'not in squad', '\xa0Leg Injury', '\xa0Leg Injury', 'not in squad']",21
179,Josh Tymon,0,not in squad,not in squad,0,0,0,0,not in squad,not in squad,With the 2nd team,not in squad,not in squad,With the 2nd team,With the 2nd team,not in squad,not in squad,not in squad,0,not in squad,not in squad,0,not in squad,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",0
180,Daniel James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['International match', 'not in squad', 'not in squad', 'not in squad', 'With the pros', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",0
181,Ben Davies,0,0,0,0,0,0,0, Ill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,"['\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury']",6
182,Dele Alli,0,0,0,0,0,0,0,0,0,0, Hamstring Injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,"['not in squad', 'not in squad', 'not in squad']",0
183,Andy King,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad', 'not in squad']",0
184,Reece Oxford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Distortion of the ankle, Distortion of the ankle, Distortion of the ankle,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['With the U21s', 'not in squad', 'not in squad', 'not in squad', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Ankle Injury', 'not in squad', 'not in squad', 'not in squad']",11
185,Ryan Schofield,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,[],0
186,Tammy Abraham,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury']",5
187,Jack Payne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad', '\xa0Red card suspension', '\xa0Red card suspension', 'not in squad', 'not in squad', 'not in squad', '\xa0Red card suspension', 'not in squad']",0
188,Victor Lindelöf,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,not in squad,0,0,not in squad,"['International match', 'not in squad', 'not in squad', 'not in squad']",0
189,Gabriel Jesus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury,0,0,0,0,0,0,0,0,0,0,0,"['\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', 'special leave', 'special leave', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', 'special leave', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture']",13
190,Alex Denny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'International match', 'International match', 'not in squad', 'International match', 'International match', 'International match', 'International match']",0
191,Federico Fernández,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,"['not in squad', 'not in squad', 'not in squad', 'With the U21s', 'not in squad', '\xa0Fractured Toe', '\xa0Fractured Toe', '\xa0Fractured Toe', '\xa0Fractured Toe']",0
192,Tiemoué Bakayoko, Knee Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Indirect card suspension,not in squad,not in squad,0,0,0,0,0,0,0,0,0,"['\xa0Yellow card suspension', '\xa0Rest ', '\xa0Red card suspension', '\xa0Red card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",0
193,Mohamed Elneny,0,0,not in squad,not in squad,0,0,0,0,not in squad,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0, Ankle Injury,0,0,0,0, Ankle Injury, Ankle Injury,not in squad,"['not in squad', 'not in squad', 'Called up to national team', 'International match', 'International match', 'Called up to national team', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'Called up to national team', 'not in squad', 'not in squad']",0
194,Matt Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury']",10
195,Francis Coquelin,0,0,0,0, Hamstring Injury, Hamstring Injury, Hamstring Injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['\xa0Knee Injury', '\xa0Yellow card suspension', '\xa0Knee Injury', '\xa0Hamstring Injury', 'not in squad', '\xa0Hamstring Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",4
196,James Wilson, Ruptured cruciate ligament, Ruptured cruciate ligament,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,not in squad,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,not in squad,not in squad,With the 2nd team,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', 'not in squad', 'not in squad', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', 'not in squad', 'not in squad', 'not in squad', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', 'not in squad', 'not in squad', '\xa0Ruptured cruciate ligament']",45
197,Dominic Solanke,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,0,0,0,0,0,0,"['not in squad', 'With the pros', 'International match', 'not in squad', 'With the pros', 'not in squad', 'not in squad', 'not in squad', 'With the pros', 'With the pros', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",0
198,Joe Hart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,0,[],0
199,Joselu,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,not in squad,0,0,not in squad,0,0,0,"['not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Yellow card suspension', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems']",14
200,Junior Stanislas, groin strain, groin strain, groin strain, groin strain,not in squad,0,0,0,0,0, Groin Injury, Groin Injury, Groin Injury,not in squad,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury,"['\xa0Inguinal Hernia', '\xa0Inguinal Hernia', '\xa0Inguinal Hernia', 'not in squad', 'not in squad', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Groin Injury', '\xa0Groin Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",5
201,Kevin Mirallas,0,0,special leave,0,0,not in squad,not in squad,0,0,0,not in squad,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad']",0
202,Lewis Dunk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['\xa0Yellow card suspension', '\xa0Yellow card suspension', '\xa0Indirect card suspension', '\xa0Yellow card suspension', 'not in squad']",0
203,Timothy Fosu-Mensah,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Shoulder Injury', '\xa0Shoulder Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",6
204,Islam Slimani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,not in squad, Thigh Muscle Strain, Thigh Muscle Strain, Thigh Muscle Strain, Thigh Muscle Strain, Thigh Muscle Strain, Thigh Muscle Strain,Suspension through sports court,0,not in squad,0,0,0,Suspension through sports court,Suspension through sports court,"['\xa0Minor Knock', 'not in squad', 'not in squad', '\xa0Groin Injury', '\xa0Groin Injury', 'not in squad', '\xa0Minor Knock', 'not in squad', 'not in squad', 'International match', 'International match', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', 'International match', '\xa0Groin Injury', '\xa0Groin Injury', 'not in squad', 'not in squad']",10
205,Matthew Pennington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'With the U21s', 'not in squad', 'With the U21s', 'With the U21s', 'not in squad', 'not in squad', 'With the U21s', 'With the U21s', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury']",23
206,Jacob Murphy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,not in squad,0,0,0,0,0,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",0
207,Glen Johnson,0,0,0,not in squad,0,0,0,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,not in squad,0,not in squad,0,0,"['\xa0Thigh Muscle Strain', '\xa0Thigh Muscle Strain', '\xa0Thigh Muscle Strain', '\xa0Thigh Muscle Strain', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Thigh Muscle Strain']",8
208,Martin Kelly,not in squad,0,0,0,0,not in squad,0,not in squad,not in squad,0,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",0
209,Dessie Hutchinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad', 'not in squad', 'not in squad']",0
210,Jack Harrison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0
211,Scott Malone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,['not in squad'],0
212,Ayoze Pérez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad', 'not in squad', 'not in squad']",0
213,Álvaro Morata,0,0,0,0,0,0,0, Hamstring Injury,0,0,0,0,0,0,0,0,not in squad,0,not in squad,0,0,0,0, Indirect card suspension, Back Injury, Back Injury,0,0,0,0,0,0,0,0,0,0,not in squad,0,"['\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Yellow card suspension', '\xa0Achilles tendon problems']",5
214,Lewis Cook,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match']",13
215,Gary Cahill,0, Red card suspension, Red card suspension, Red card suspension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad']",0
216,James Ward-Prowse,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad', 'not in squad', '\xa0Injury to the ankle']",1
217,Marouane Fellaini,0,0,0, Knock,0,0,0, Knee Injury, Knee Injury, Knee Injury,0,0,0, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury,0,0,0, Knee Injury, Knee Injury, Knee Injury, Knee Injury,0, Muscle Injury,not in squad,not in squad,not in squad,0,0,0, Muscle Injury,"['not in squad', 'not in squad', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', 'not in squad', 'not in squad', 'not in squad']",0
