,Press_int,Tackles,Interceptions,Blocks_int,Completed Passes,Attempted Passes,Distance Passes,Carries_int,Distance Carries,0
423,16.0,2.0,0.0,2.0,32.0,44.0,156.0,32.0,179.0,False
424,12.0,0.0,0.0,1.0,23.0,29.0,62.0,32.0,73.0,False
425,15.0,1.0,0.0,0.0,29.0,45.0,252.0,44.0,121.0,False
426,24.0,2.0,1.0,1.0,23.0,37.0,165.0,31.0,165.0,False
427,13.0,2.0,1.0,1.0,41.0,60.0,257.0,49.0,164.0,False
428,20.0,2.0,1.0,3.0,16.0,25.0,148.0,21.0,78.0,False
429,4.0,2.0,1.0,0.0,6.0,7.0,61.0,9.0,78.0,False
430,4.0,2.0,1.0,2.0,31.0,47.0,215.0,44.0,302.0,False
431,3.0,0.0,1.0,1.0,13.0,15.0,43.0,18.0,117.0,False
433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
438,24.0,1.0,2.0,3.0,73.0,88.0,404.0,64.0,198.0,False
439,15.0,1.0,2.0,1.0,59.0,67.0,307.0,48.0,140.0,False
440,31.0,3.0,2.0,4.0,41.0,48.0,215.0,32.0,46.0,False
441,1.0,0.0,0.0,0.0,2.0,3.0,10.0,3.0,47.0,False
442,9.0,2.0,0.0,1.0,32.0,41.0,161.0,36.0,105.0,False
443,17.0,5.0,0.0,4.0,45.0,53.0,226.0,56.0,143.0,False
444,18.0,2.0,1.0,2.0,38.0,56.0,329.0,42.0,154.0,False
445,10.0,2.0,2.0,0.0,40.0,42.0,216.0,32.0,49.0,False
451,13.0,3.0,1.0,3.0,45.0,53.0,282.0,42.0,168.0,False
452,20.0,4.0,1.0,3.0,38.0,50.0,214.0,41.0,112.0,False
453,1.0,0.0,1.0,0.0,12.0,13.0,72.0,8.0,41.0,False
454,4.0,0.0,1.0,2.0,36.0,42.0,150.0,34.0,71.0,False
455,11.0,3.0,0.0,3.0,32.0,34.0,117.0,40.0,129.0,False
457,8.0,1.0,1.0,1.0,8.0,10.0,62.0,9.0,7.0,False
464,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,6.0,False
465,24.0,1.0,0.0,0.0,7.0,8.0,11.0,9.0,34.0,False
466,5.0,0.0,1.0,0.0,30.0,36.0,72.0,35.0,231.0,False
467,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,22.0,False
470,11.0,0.0,0.0,1.0,1.0,1.0,6.0,2.0,7.0,False
471,20.0,1.0,0.0,1.0,19.0,24.0,48.0,24.0,29.0,False
472,12.0,0.0,0.0,1.0,29.0,36.0,122.0,21.0,35.0,False
473,5.0,0.0,0.0,0.0,10.0,16.0,35.0,13.0,55.0,False
474,26.0,1.0,1.0,0.0,14.0,15.0,47.0,13.0,23.0,False
475,13.0,0.0,0.0,1.0,8.0,14.0,10.0,13.0,22.0,False
476,20.0,0.0,1.0,0.0,13.0,17.0,26.0,25.0,69.0,False
477,24.0,0.0,0.0,0.0,14.0,18.0,15.0,21.0,34.0,False
478,14.0,2.0,0.0,0.0,15.0,25.0,40.0,25.0,56.0,False
479,17.0,1.0,0.0,1.0,14.0,21.0,32.0,27.0,58.0,False
480,11.0,1.0,0.0,1.0,17.0,22.0,18.0,15.0,18.0,False
481,11.0,1.0,0.0,0.0,7.0,10.0,16.0,6.0,42.0,False
482,13.0,1.0,0.0,2.0,13.0,17.0,35.0,18.0,40.0,False
483,8.0,0.0,0.0,2.0,21.0,25.0,65.0,28.0,65.0,False
484,5.0,1.0,0.0,0.0,14.0,18.0,14.0,23.0,37.0,False
485,8.0,3.0,0.0,3.0,18.0,33.0,40.0,36.0,34.0,False
486,8.0,1.0,0.0,0.0,18.0,19.0,50.0,24.0,47.0,False
487,5.0,0.0,0.0,1.0,2.0,5.0,3.0,3.0,5.0,False
488,10.0,1.0,0.0,0.0,19.0,29.0,69.0,18.0,35.0,False
489,31.0,2.0,1.0,0.0,11.0,20.0,33.0,15.0,62.0,False
490,17.0,0.0,0.0,1.0,19.0,25.0,23.0,20.0,29.0,False
491,11.0,0.0,0.0,1.0,16.0,24.0,20.0,25.0,44.0,False
492,17.0,1.0,1.0,1.0,21.0,26.0,56.0,31.0,30.0,False
493,14.0,0.0,2.0,3.0,28.0,37.0,116.0,33.0,53.0,False
494,30.0,3.0,0.0,0.0,26.0,33.0,40.0,34.0,75.0,False
495,18.0,1.0,0.0,3.0,21.0,27.0,72.0,19.0,22.0,False
497,8.0,0.0,0.0,0.0,3.0,3.0,0.0,4.0,4.0,True
498,5.0,0.0,0.0,0.0,7.0,10.0,44.0,16.0,46.0,False
499,2.0,1.0,0.0,0.0,8.0,9.0,34.0,10.0,12.0,False
500,12.0,1.0,0.0,0.0,33.0,39.0,80.0,26.0,68.0,False
501,8.0,0.0,0.0,1.0,24.0,30.0,58.0,30.0,85.0,False
502,9.0,2.0,1.0,1.0,18.0,23.0,37.0,20.0,41.0,False
503,10.0,0.0,1.0,0.0,31.0,36.0,50.0,36.0,69.0,False
505,6.0,1.0,0.0,0.0,78.0,90.0,499.0,66.0,285.0,False
507,10.0,2.0,1.0,0.0,30.0,37.0,172.0,30.0,46.0,False
508,6.0,0.0,2.0,0.0,89.0,98.0,589.0,69.0,263.0,False
513,0.0,0.0,1.0,1.0,89.0,101.0,320.0,75.0,178.0,False
514,4.0,0.0,0.0,0.0,55.0,58.0,249.0,47.0,113.0,False
515,4.0,1.0,0.0,2.0,61.0,69.0,476.0,58.0,117.0,False
516,19.0,0.0,0.0,0.0,59.0,60.0,349.0,55.0,209.0,False
518,2.0,1.0,1.0,0.0,68.0,76.0,542.0,47.0,164.0,False
519,10.0,2.0,2.0,1.0,86.0,93.0,628.0,63.0,298.0,False
520,6.0,0.0,2.0,3.0,75.0,82.0,380.0,65.0,241.0,False
521,7.0,0.0,4.0,2.0,28.0,35.0,139.0,28.0,111.0,False
522,9.0,1.0,2.0,2.0,91.0,96.0,548.0,85.0,360.0,False
523,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,False
524,13.0,1.0,0.0,2.0,57.0,70.0,515.0,56.0,294.0,False
525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
528,4.0,1.0,1.0,1.0,48.0,54.0,346.0,43.0,82.0,False
529,0.0,0.0,0.0,0.0,4.0,4.0,17.0,3.0,12.0,False
530,9.0,3.0,0.0,2.0,76.0,88.0,560.0,69.0,359.0,False
531,8.0,1.0,0.0,0.0,66.0,73.0,424.0,57.0,330.0,False
534,7.0,0.0,0.0,0.0,13.0,21.0,80.0,14.0,11.0,False
535,16.0,0.0,0.0,1.0,14.0,25.0,21.0,14.0,1.0,False
536,10.0,0.0,0.0,0.0,19.0,29.0,49.0,10.0,39.0,False
537,6.0,1.0,1.0,1.0,17.0,24.0,24.0,15.0,41.0,False
538,17.0,0.0,0.0,0.0,10.0,23.0,31.0,14.0,11.0,False
539,6.0,1.0,0.0,2.0,9.0,17.0,44.0,16.0,109.0,True
540,1.0,0.0,0.0,0.0,2.0,5.0,2.0,5.0,12.0,False
541,3.0,0.0,0.0,0.0,13.0,16.0,19.0,9.0,17.0,False
542,13.0,0.0,0.0,2.0,12.0,27.0,26.0,19.0,3.0,False
543,11.0,0.0,0.0,1.0,15.0,26.0,72.0,14.0,24.0,False
544,13.0,1.0,0.0,0.0,20.0,31.0,72.0,22.0,102.0,False
545,7.0,0.0,0.0,0.0,10.0,20.0,47.0,13.0,11.0,False
546,4.0,0.0,0.0,0.0,20.0,25.0,52.0,26.0,70.0,False
547,3.0,0.0,0.0,0.0,11.0,21.0,23.0,10.0,2.0,False
548,32.0,0.0,1.0,1.0,13.0,25.0,67.0,16.0,8.0,False
549,6.0,0.0,0.0,0.0,14.0,26.0,46.0,12.0,4.0,False
550,6.0,0.0,0.0,2.0,19.0,34.0,77.0,17.0,76.0,False
551,13.0,0.0,1.0,1.0,20.0,31.0,75.0,11.0,50.0,False
552,8.0,0.0,0.0,1.0,16.0,22.0,0.0,15.0,54.0,False
553,12.0,0.0,0.0,1.0,20.0,32.0,51.0,12.0,48.0,False
554,10.0,0.0,0.0,1.0,15.0,24.0,22.0,18.0,9.0,False
555,19.0,2.0,1.0,2.0,11.0,22.0,38.0,13.0,49.0,False
556,10.0,2.0,0.0,3.0,15.0,24.0,9.0,21.0,73.0,False
557,11.0,0.0,0.0,2.0,7.0,9.0,17.0,8.0,10.0,False
558,12.0,0.0,0.0,0.0,18.0,36.0,35.0,31.0,79.0,False
559,10.0,0.0,1.0,0.0,9.0,25.0,55.0,11.0,11.0,False
560,5.0,0.0,0.0,0.0,3.0,6.0,5.0,2.0,36.0,False
561,0.0,0.0,0.0,0.0,2.0,3.0,19.0,4.0,6.0,False
562,0.0,1.0,0.0,0.0,3.0,4.0,1.0,3.0,4.0,False
563,7.0,0.0,1.0,0.0,5.0,10.0,26.0,10.0,132.0,False
564,4.0,0.0,1.0,0.0,3.0,5.0,14.0,3.0,0.0,False
565,14.0,1.0,1.0,0.0,6.0,13.0,48.0,7.0,18.0,False
567,0.0,0.0,0.0,1.0,3.0,6.0,33.0,3.0,25.0,False
568,0.0,0.0,0.0,0.0,13.0,21.0,69.0,18.0,43.0,False
569,2.0,0.0,1.0,1.0,30.0,39.0,340.0,29.0,82.0,False
570,3.0,0.0,2.0,0.0,38.0,56.0,272.0,38.0,148.0,False
571,10.0,3.0,0.0,5.0,46.0,63.0,328.0,56.0,111.0,False
572,12.0,1.0,0.0,1.0,50.0,66.0,381.0,45.0,172.0,False
573,8.0,4.0,1.0,1.0,37.0,57.0,364.0,40.0,96.0,False
574,12.0,1.0,2.0,0.0,39.0,49.0,420.0,42.0,167.0,False
575,11.0,1.0,1.0,3.0,51.0,71.0,390.0,66.0,173.0,False
576,1.0,0.0,0.0,1.0,10.0,12.0,100.0,11.0,70.0,False
577,4.0,0.0,0.0,0.0,12.0,15.0,91.0,16.0,34.0,False
579,13.0,0.0,0.0,1.0,55.0,77.0,340.0,60.0,188.0,False
580,20.0,2.0,1.0,0.0,25.0,40.0,146.0,18.0,74.0,False
581,0.0,0.0,0.0,0.0,13.0,18.0,131.0,14.0,45.0,False
582,9.0,1.0,1.0,1.0,44.0,54.0,489.0,39.0,104.0,False
583,7.0,2.0,0.0,1.0,32.0,46.0,226.0,26.0,50.0,False
584,24.0,2.0,4.0,1.0,22.0,28.0,256.0,17.0,70.0,False
586,11.0,0.0,2.0,1.0,35.0,52.0,230.0,36.0,66.0,False
587,28.0,5.0,3.0,6.0,34.0,55.0,377.0,33.0,92.0,False
588,16.0,2.0,1.0,1.0,29.0,44.0,506.0,28.0,44.0,False
589,9.0,3.0,1.0,0.0,19.0,43.0,312.0,32.0,67.0,False
590,7.0,1.0,2.0,0.0,36.0,61.0,631.0,40.0,128.0,False
591,10.0,0.0,0.0,3.0,54.0,70.0,406.0,59.0,146.0,False
592,3.0,2.0,0.0,1.0,19.0,37.0,180.0,27.0,94.0,False
593,9.0,2.0,4.0,4.0,27.0,42.0,375.0,28.0,52.0,False
594,8.0,1.0,3.0,1.0,24.0,40.0,197.0,23.0,53.0,False
595,11.0,3.0,1.0,1.0,65.0,86.0,379.0,64.0,241.0,False
596,1.0,0.0,2.0,1.0,76.0,93.0,501.0,75.0,234.0,False
597,5.0,1.0,1.0,1.0,54.0,71.0,390.0,63.0,167.0,False
598,7.0,2.0,2.0,0.0,16.0,19.0,71.0,14.0,7.0,False
599,5.0,0.0,0.0,3.0,10.0,12.0,60.0,10.0,22.0,False
607,18.0,2.0,1.0,0.0,20.0,22.0,54.0,20.0,45.0,False
608,3.0,1.0,0.0,1.0,2.0,2.0,5.0,1.0,1.0,False
609,3.0,1.0,1.0,0.0,9.0,11.0,50.0,10.0,32.0,False
610,16.0,4.0,4.0,1.0,23.0,30.0,101.0,20.0,50.0,False
611,7.0,0.0,0.0,3.0,46.0,56.0,221.0,43.0,104.0,False
612,14.0,6.0,0.0,1.0,20.0,26.0,93.0,20.0,27.0,False
613,6.0,1.0,2.0,0.0,17.0,22.0,89.0,17.0,44.0,False
617,12.0,3.0,1.0,1.0,34.0,39.0,210.0,35.0,74.0,False
619,16.0,4.0,2.0,4.0,16.0,18.0,94.0,17.0,45.0,False
620,15.0,0.0,3.0,1.0,16.0,20.0,40.0,11.0,2.0,False
621,5.0,1.0,0.0,0.0,7.0,8.0,71.0,9.0,32.0,False
625,9.0,1.0,1.0,4.0,34.0,42.0,131.0,28.0,33.0,False
626,14.0,6.0,0.0,1.0,36.0,47.0,134.0,31.0,76.0,False
628,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,False
633,5.0,0.0,1.0,0.0,8.0,8.0,55.0,8.0,22.0,False
635,20.0,0.0,1.0,3.0,57.0,66.0,220.0,65.0,156.0,False
636,5.0,0.0,0.0,1.0,14.0,15.0,33.0,8.0,2.0,False
637,21.0,4.0,2.0,0.0,10.0,13.0,94.0,14.0,37.0,False
638,1.0,1.0,1.0,1.0,14.0,16.0,58.0,8.0,27.0,False
639,52.0,6.0,2.0,2.0,40.0,52.0,247.0,35.0,73.0,False
640,17.0,0.0,1.0,0.0,109.0,121.0,580.0,108.0,255.0,False
641,21.0,3.0,3.0,2.0,39.0,50.0,162.0,41.0,61.0,False
642,20.0,1.0,3.0,4.0,32.0,40.0,150.0,26.0,42.0,False
643,1.0,0.0,0.0,0.0,9.0,9.0,31.0,3.0,10.0,False
645,14.0,1.0,1.0,1.0,17.0,19.0,50.0,9.0,0.0,False
646,18.0,0.0,1.0,5.0,4.0,8.0,47.0,8.0,31.0,False
647,29.0,2.0,5.0,3.0,26.0,31.0,156.0,23.0,37.0,False
648,11.0,2.0,3.0,2.0,16.0,20.0,48.0,18.0,7.0,False
649,26.0,6.0,2.0,1.0,66.0,76.0,259.0,54.0,160.0,False
650,2.0,1.0,0.0,0.0,7.0,7.0,69.0,5.0,3.0,False
653,14.0,3.0,1.0,2.0,84.0,95.0,399.0,90.0,236.0,False
655,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False
656,19.0,1.0,1.0,0.0,5.0,7.0,1.0,7.0,8.0,False
657,14.0,2.0,2.0,2.0,104.0,113.0,459.0,89.0,222.0,False
658,3.0,0.0,0.0,1.0,22.0,23.0,53.0,17.0,32.0,False
659,28.0,3.0,3.0,2.0,38.0,44.0,168.0,44.0,72.0,False
660,7.0,0.0,0.0,1.0,58.0,60.0,275.0,47.0,176.0,False
661,24.0,4.0,4.0,6.0,63.0,74.0,366.0,64.0,133.0,False
662,28.0,4.0,2.0,2.0,62.0,69.0,331.0,60.0,129.0,False
664,5.0,0.0,0.0,1.0,3.0,7.0,13.0,6.0,7.0,False
665,5.0,0.0,2.0,0.0,21.0,21.0,80.0,21.0,83.0,False
666,17.0,0.0,3.0,1.0,25.0,34.0,39.0,15.0,24.0,False
667,12.0,3.0,0.0,2.0,14.0,15.0,64.0,12.0,16.0,False
668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
672,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,False
676,2.0,0.0,0.0,0.0,7.0,8.0,37.0,4.0,11.0,False
677,10.0,1.0,1.0,4.0,9.0,14.0,59.0,9.0,8.0,False
680,16.0,1.0,2.0,4.0,21.0,26.0,110.0,21.0,40.0,False
682,3.0,0.0,0.0,0.0,5.0,9.0,68.0,2.0,1.0,False
683,15.0,1.0,1.0,6.0,17.0,27.0,188.0,22.0,34.0,False
684,2.0,2.0,0.0,0.0,8.0,9.0,35.0,7.0,48.0,False
685,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
686,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
687,18.0,4.0,1.0,1.0,21.0,24.0,174.0,17.0,63.0,False
688,12.0,0.0,1.0,0.0,26.0,33.0,89.0,25.0,132.0,False
689,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
690,9.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,False
691,14.0,3.0,2.0,0.0,65.0,73.0,535.0,63.0,111.0,False
693,6.0,4.0,2.0,2.0,39.0,45.0,390.0,25.0,153.0,False
694,8.0,4.0,0.0,3.0,25.0,43.0,206.0,26.0,117.0,False
695,16.0,4.0,4.0,0.0,31.0,37.0,215.0,24.0,69.0,False
696,4.0,0.0,1.0,0.0,31.0,48.0,331.0,24.0,102.0,False
697,10.0,0.0,1.0,0.0,18.0,25.0,180.0,16.0,22.0,False
698,12.0,3.0,3.0,4.0,18.0,26.0,171.0,18.0,17.0,False
699,2.0,0.0,1.0,1.0,25.0,32.0,346.0,20.0,84.0,False
700,2.0,1.0,2.0,1.0,28.0,36.0,178.0,29.0,213.0,False
705,6.0,0.0,0.0,1.0,22.0,26.0,279.0,22.0,45.0,False
709,22.0,1.0,2.0,2.0,57.0,66.0,570.0,58.0,98.0,False
710,16.0,3.0,0.0,1.0,16.0,22.0,92.0,24.0,76.0,False
711,15.0,1.0,1.0,0.0,17.0,25.0,75.0,18.0,131.0,False
712,12.0,1.0,1.0,5.0,20.0,25.0,151.0,19.0,124.0,False
713,17.0,3.0,1.0,4.0,21.0,35.0,124.0,30.0,83.0,False
714,7.0,2.0,0.0,0.0,23.0,33.0,155.0,24.0,59.0,False
716,7.0,0.0,0.0,0.0,24.0,27.0,101.0,21.0,130.0,True
718,2.0,1.0,0.0,1.0,9.0,17.0,54.0,10.0,34.0,False
719,8.0,3.0,2.0,0.0,54.0,68.0,253.0,50.0,156.0,False
720,1.0,0.0,1.0,1.0,15.0,24.0,67.0,19.0,58.0,False
721,16.0,0.0,1.0,3.0,59.0,70.0,163.0,65.0,193.0,False
722,7.0,1.0,2.0,4.0,29.0,36.0,166.0,23.0,69.0,False
723,3.0,2.0,0.0,0.0,50.0,70.0,218.0,60.0,189.0,False
724,7.0,2.0,1.0,1.0,40.0,56.0,215.0,43.0,135.0,False
725,8.0,0.0,1.0,0.0,20.0,21.0,18.0,20.0,31.0,False
726,1.0,1.0,0.0,1.0,13.0,29.0,99.0,25.0,74.0,False
727,17.0,1.0,1.0,1.0,43.0,56.0,222.0,49.0,169.0,False
728,4.0,1.0,0.0,1.0,31.0,37.0,172.0,28.0,96.0,False
730,15.0,1.0,0.0,3.0,33.0,43.0,114.0,34.0,106.0,False
731,5.0,2.0,0.0,1.0,28.0,42.0,146.0,32.0,253.0,False
732,12.0,3.0,0.0,4.0,23.0,40.0,145.0,29.0,196.0,False
733,8.0,2.0,0.0,0.0,24.0,33.0,166.0,20.0,66.0,False
735,15.0,1.0,3.0,4.0,34.0,43.0,264.0,26.0,165.0,False
736,4.0,3.0,0.0,1.0,24.0,39.0,262.0,37.0,142.0,False
737,13.0,4.0,0.0,2.0,31.0,35.0,201.0,29.0,54.0,False
738,3.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,False
740,33.0,1.0,1.0,4.0,23.0,31.0,83.0,22.0,109.0,False
741,28.0,1.0,1.0,2.0,25.0,42.0,139.0,31.0,201.0,False
742,9.0,0.0,0.0,1.0,52.0,70.0,262.0,55.0,194.0,False
743,9.0,3.0,4.0,0.0,54.0,61.0,254.0,44.0,91.0,False
744,6.0,1.0,3.0,0.0,44.0,51.0,260.0,39.0,40.0,False
745,4.0,0.0,1.0,1.0,48.0,50.0,242.0,40.0,108.0,False
746,9.0,0.0,1.0,1.0,59.0,61.0,310.0,56.0,126.0,False
747,12.0,0.0,1.0,1.0,44.0,52.0,270.0,36.0,85.0,False
748,9.0,2.0,1.0,2.0,31.0,36.0,194.0,21.0,21.0,False
749,10.0,0.0,3.0,2.0,64.0,73.0,303.0,54.0,86.0,False
750,15.0,1.0,4.0,1.0,41.0,47.0,295.0,30.0,53.0,False
751,0.0,0.0,2.0,0.0,16.0,17.0,70.0,14.0,19.0,False
752,10.0,0.0,0.0,2.0,37.0,43.0,187.0,32.0,68.0,False
753,7.0,0.0,1.0,1.0,20.0,22.0,107.0,16.0,33.0,True
755,6.0,2.0,1.0,2.0,57.0,60.0,259.0,57.0,81.0,False
756,10.0,1.0,1.0,2.0,40.0,47.0,188.0,30.0,66.0,False
757,2.0,1.0,0.0,1.0,26.0,29.0,123.0,17.0,59.0,False
758,7.0,0.0,1.0,0.0,61.0,70.0,359.0,46.0,212.0,False
759,3.0,0.0,1.0,0.0,46.0,50.0,228.0,30.0,121.0,False
760,10.0,0.0,0.0,5.0,40.0,42.0,189.0,39.0,144.0,False
761,2.0,1.0,0.0,1.0,61.0,66.0,361.0,49.0,199.0,False
762,13.0,1.0,5.0,1.0,25.0,32.0,197.0,20.0,35.0,False
763,12.0,1.0,3.0,3.0,36.0,41.0,181.0,27.0,50.0,False
764,7.0,2.0,2.0,3.0,57.0,62.0,297.0,44.0,133.0,True
765,3.0,1.0,3.0,1.0,40.0,42.0,235.0,30.0,17.0,True
767,12.0,3.0,5.0,3.0,48.0,55.0,253.0,49.0,75.0,False
769,6.0,2.0,1.0,0.0,37.0,42.0,91.0,42.0,133.0,False
770,16.0,2.0,1.0,1.0,47.0,52.0,121.0,50.0,132.0,False
771,12.0,3.0,0.0,2.0,21.0,29.0,37.0,25.0,65.0,False
772,15.0,2.0,0.0,2.0,39.0,48.0,227.0,36.0,97.0,False
773,10.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,6.0,False
774,28.0,3.0,0.0,1.0,30.0,45.0,101.0,36.0,124.0,False
775,7.0,2.0,0.0,1.0,21.0,26.0,63.0,18.0,38.0,False
776,8.0,2.0,1.0,1.0,24.0,33.0,154.0,31.0,129.0,False
777,7.0,1.0,3.0,3.0,22.0,28.0,95.0,27.0,165.0,False
778,19.0,1.0,1.0,1.0,46.0,60.0,192.0,52.0,184.0,False
779,10.0,1.0,1.0,1.0,35.0,42.0,169.0,26.0,91.0,False
780,5.0,1.0,1.0,0.0,4.0,6.0,36.0,7.0,65.0,False
781,8.0,3.0,1.0,5.0,19.0,24.0,62.0,25.0,76.0,False
782,13.0,3.0,0.0,2.0,37.0,46.0,117.0,36.0,134.0,False
784,16.0,0.0,0.0,0.0,5.0,8.0,9.0,7.0,14.0,False
785,12.0,2.0,0.0,0.0,34.0,41.0,162.0,31.0,40.0,False
786,17.0,1.0,1.0,0.0,27.0,34.0,71.0,23.0,54.0,False
790,24.0,4.0,0.0,0.0,29.0,34.0,102.0,24.0,78.0,False
791,36.0,2.0,1.0,2.0,22.0,27.0,100.0,25.0,93.0,False
792,8.0,0.0,1.0,0.0,12.0,13.0,71.0,13.0,42.0,True
793,3.0,0.0,1.0,1.0,9.0,15.0,19.0,13.0,23.0,False
794,9.0,0.0,0.0,2.0,9.0,11.0,38.0,8.0,9.0,False
796,4.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,False
799,15.0,0.0,0.0,1.0,8.0,11.0,9.0,8.0,5.0,False
801,1.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,8.0,False
802,2.0,0.0,0.0,0.0,2.0,2.0,25.0,3.0,42.0,False
803,1.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,3.0,False
809,2.0,0.0,1.0,0.0,8.0,10.0,15.0,11.0,31.0,False
812,4.0,1.0,0.0,1.0,14.0,17.0,2.0,22.0,61.0,False
813,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,False
814,2.0,0.0,0.0,0.0,1.0,2.0,19.0,2.0,0.0,False
815,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,10.0,False
816,5.0,0.0,0.0,0.0,6.0,8.0,10.0,11.0,10.0,False
817,6.0,0.0,0.0,0.0,3.0,5.0,12.0,6.0,8.0,False
818,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,6.0,False
836,6.0,2.0,1.0,0.0,15.0,20.0,82.0,20.0,141.0,False
837,12.0,2.0,0.0,0.0,35.0,38.0,250.0,43.0,171.0,False
838,15.0,5.0,3.0,1.0,15.0,22.0,79.0,22.0,63.0,False
839,25.0,2.0,0.0,3.0,16.0,19.0,118.0,17.0,72.0,False
840,21.0,1.0,1.0,2.0,18.0,21.0,129.0,24.0,27.0,False
841,29.0,3.0,0.0,1.0,22.0,26.0,106.0,25.0,47.0,False
842,14.0,2.0,3.0,1.0,17.0,20.0,95.0,14.0,70.0,False
843,21.0,4.0,1.0,3.0,24.0,33.0,224.0,24.0,76.0,False
844,8.0,2.0,0.0,2.0,31.0,38.0,209.0,28.0,134.0,False
845,23.0,4.0,0.0,1.0,20.0,30.0,89.0,29.0,86.0,False
846,14.0,5.0,3.0,6.0,19.0,23.0,149.0,23.0,27.0,False
847,27.0,3.0,0.0,2.0,20.0,30.0,117.0,19.0,68.0,False
848,20.0,3.0,2.0,2.0,29.0,35.0,132.0,34.0,145.0,False
849,4.0,0.0,0.0,0.0,6.0,6.0,2.0,5.0,23.0,False
850,11.0,0.0,0.0,1.0,15.0,26.0,76.0,31.0,146.0,False
851,11.0,0.0,1.0,2.0,20.0,30.0,61.0,43.0,223.0,False
852,15.0,1.0,0.0,2.0,48.0,54.0,211.0,68.0,298.0,False
853,14.0,0.0,1.0,0.0,22.0,26.0,19.0,22.0,55.0,False
854,4.0,1.0,1.0,1.0,31.0,42.0,107.0,47.0,130.0,False
855,16.0,0.0,1.0,1.0,42.0,56.0,130.0,61.0,123.0,False
857,5.0,0.0,0.0,0.0,14.0,14.0,49.0,16.0,71.0,False
858,15.0,0.0,0.0,2.0,22.0,30.0,97.0,32.0,178.0,False
859,4.0,1.0,0.0,0.0,30.0,35.0,87.0,44.0,142.0,False
860,7.0,2.0,0.0,2.0,29.0,38.0,106.0,47.0,124.0,False
861,3.0,1.0,0.0,1.0,38.0,44.0,106.0,43.0,147.0,False
862,14.0,1.0,0.0,2.0,44.0,54.0,127.0,57.0,181.0,False
863,12.0,0.0,0.0,0.0,35.0,39.0,95.0,54.0,186.0,False
864,10.0,1.0,0.0,1.0,46.0,51.0,106.0,53.0,141.0,False
865,20.0,0.0,0.0,3.0,30.0,35.0,76.0,40.0,126.0,False
866,10.0,1.0,0.0,1.0,41.0,44.0,78.0,43.0,126.0,False
867,7.0,0.0,1.0,0.0,43.0,49.0,82.0,47.0,129.0,False
868,6.0,1.0,0.0,0.0,17.0,18.0,106.0,22.0,79.0,False
869,10.0,2.0,0.0,2.0,40.0,48.0,131.0,41.0,89.0,False
870,10.0,1.0,0.0,0.0,21.0,28.0,62.0,31.0,75.0,False
871,10.0,2.0,0.0,1.0,35.0,39.0,128.0,42.0,126.0,False
872,7.0,2.0,0.0,0.0,40.0,54.0,112.0,61.0,361.0,False
873,7.0,0.0,2.0,1.0,21.0,29.0,80.0,29.0,159.0,False
874,8.0,1.0,0.0,0.0,37.0,47.0,124.0,49.0,239.0,True
875,14.0,2.0,0.0,3.0,33.0,40.0,87.0,45.0,192.0,False
876,5.0,0.0,0.0,0.0,26.0,31.0,38.0,26.0,115.0,False
877,11.0,1.0,2.0,1.0,26.0,28.0,44.0,22.0,120.0,False
878,15.0,0.0,0.0,0.0,18.0,21.0,65.0,35.0,172.0,False
879,7.0,0.0,0.0,0.0,49.0,53.0,68.0,33.0,77.0,False
880,2.0,1.0,1.0,0.0,40.0,46.0,79.0,54.0,214.0,False
881,5.0,0.0,1.0,2.0,26.0,31.0,71.0,36.0,109.0,False
882,1.0,0.0,1.0,2.0,14.0,19.0,75.0,28.0,136.0,False
884,3.0,0.0,1.0,2.0,12.0,14.0,144.0,5.0,37.0,False
885,10.0,0.0,1.0,2.0,24.0,37.0,161.0,17.0,9.0,False
886,4.0,2.0,1.0,1.0,50.0,75.0,425.0,45.0,220.0,False
887,19.0,5.0,0.0,3.0,20.0,43.0,215.0,24.0,48.0,False
888,14.0,8.0,7.0,2.0,17.0,32.0,232.0,12.0,15.0,False
