0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Douglas Costa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Calf Problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giovanni Simeone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patric,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Ankle Injury,0,0, Tear in the abductor muscle, Tear in the abductor muscle, Tear in the abductor muscle,0,0,0,0
Samuel Gustafson,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0, Flu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Candeloro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasquale Giannotti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvador Ichazo,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alessio Cragno,0,0,0,0,0,0,0,0, Muscular problems, Muscular problems, Muscular problems, Muscular problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxime Gonalons,0,0, Calf Injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Calf Injury, Calf Injury, Calf Injury, Calf Injury, Calf Injury, Calf Injury,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Santurro,0,0,not in squad,With U19,With U19,0,With U19,not in squad,With U19,not in squad,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0
Luca Seri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
