,name,Round,Min,Sh,SoT,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1
3368,Jordan-Ferri-,Matchweek 3,46,0,0,26,17,2,0,2,0.0,0.0,0.0,2,0,15,21,71.4,75,18,100,0,0
3369,Jordan-Ferri-,Matchweek 4,86,0,0,94,17,1,1,1,0.0,0.0,0.0,3,0,76,86,88.4,409,72,175,0,0
3370,Jordan-Ferri-,Matchweek 5,39,0,0,30,5,1,0,0,0.0,0.0,0.0,2,0,20,24,83.3,130,12,62,1,1
3371,Jordan-Ferri-,Group stage,78,1,0,78,9,3,0,0,0.0,0.0,0.1,4,1,62,69,89.9,233,60,124,0,0
3372,Jordan-Ferri-,,,,,,,,,,,,,,,,,,,,,,
3373,Jordan-Ferri-,Matchweek 7,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3374,Jordan-Ferri-,Group stage,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3375,Jordan-Ferri-,Matchweek 8,6,0,0,6,1,0,0,0,0.0,0.0,0.0,0,0,6,6,100.0,12,2,50,0,0
3376,Jordan-Ferri-,Matchweek 9,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3377,Jordan-Ferri-,Group stage,29,1,1,12,12,1,0,1,0.2,0.2,0.1,1,0,6,7,85.7,53,3,58,0,0
3378,Jordan-Ferri-,Matchweek 10,18,1,0,28,7,1,0,0,0.0,0.0,0.0,0,0,25,26,96.2,167,26,44,0,0
3379,Jordan-Ferri-,Matchweek 11,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3380,Jordan-Ferri-,Group stage,13,0,0,17,2,1,0,0,0.0,0.0,0.2,1,1,17,17,100.0,52,16,31,0,0
3381,Jordan-Ferri-,Matchweek 12,4,0,0,2,3,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,2,14,0,0
3382,Jordan-Ferri-,,,,,,,,,,,,,,,,,,,,,,
3383,Jordan-Ferri-,Matchweek 14,21,0,0,23,7,0,1,0,0.0,0.0,0.1,1,0,22,23,95.7,120,16,99,0,0
3384,Jordan-Ferri-,Matchweek 15,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3385,Jordan-Ferri-,Matchweek 16,9,0,0,10,2,0,0,0,0.0,0.0,0.0,0,0,4,7,57.1,42,8,48,0,0
3386,Jordan-Ferri-,Group stage,90,2,0,93,21,2,2,0,0.0,0.0,0.0,2,0,75,82,91.5,291,71,151,0,0
3387,Jordan-Ferri-,Matchweek 17,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3388,Jordan-Ferri-,Round of 16,90,,,,,,,,,,,,,,,,,,,,
3389,Jordan-Ferri-,Matchweek 18,11,0,0,12,2,1,0,0,0.0,0.0,0.0,0,0,10,11,90.9,14,10,48,0,0
3390,Jordan-Ferri-,Matchweek 19,28,1,0,19,12,2,0,0,0.0,0.0,0.3,2,1,11,14,78.6,62,12,54,0,0
3391,Jordan-Ferri-,Round of 64,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3392,Jordan-Ferri-,Matchweek 20,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3393,Jordan-Ferri-,Matchweek 21,16,1,0,18,4,0,0,0,0.1,0.1,0.1,2,0,13,16,81.3,52,14,37,1,1
3394,Jordan-Ferri-,Matchweek 22,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3395,Jordan-Ferri-,Round of 32,90,,,,,,,,,,,,,,,,,,,,
3396,Jordan-Ferri-,Matchweek 23,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3397,Jordan-Ferri-,Matchweek 24,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3398,Jordan-Ferri-,Round of 16,69,,,,,,,,,,,,,,,,,,,,
3399,Jordan-Ferri-,Matchweek 25,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3400,Jordan-Ferri-,Round of 32,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3401,Jordan-Ferri-,Matchweek 26,79,0,0,54,27,1,1,0,0.0,0.0,0.0,3,1,43,47,91.5,181,47,187,1,2
3402,Jordan-Ferri-,Round of 32,8,0,0,,,,0,,,,,,,,,,,,,,
3403,Jordan-Ferri-,,,,,,,,,,,,,,,,,,,,,,
3404,Jordan-Ferri-,Quarter-finals,80,,,,,,,,,,,,,,,,,,,,
3405,Jordan-Ferri-,Matchweek 28,5,0,0,7,2,0,0,1,0.0,0.0,0.0,0,0,5,5,100.0,15,6,13,0,0
3406,Jordan-Ferri-,Round of 16,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3407,Jordan-Ferri-,Matchweek 29,90,1,0,93,21,4,1,1,0.0,0.0,0.1,2,0,79,83,95.2,337,74,196,1,3
3408,Jordan-Ferri-,Round of 16,68,0,0,,,,0,,,,,,,,,,,,,,
3409,Jordan-Ferri-,Matchweek 30,13,0,0,12,5,0,0,2,0.0,0.0,0.0,0,0,7,8,87.5,41,8,7,0,0
3410,Jordan-Ferri-,Matchweek 31,8,0,0,7,3,0,0,0,0.0,0.0,0.0,1,0,6,7,85.7,11,5,57,0,0
3411,Jordan-Ferri-,Matchweek 32,90,0,0,91,41,1,0,2,0.0,0.0,0.0,0,0,77,84,91.7,404,68,219,0,0
3412,Jordan-Ferri-,Matchweek 33,12,1,0,19,9,0,0,1,0.0,0.0,0.3,2,0,13,15,86.7,90,16,20,0,0
3413,Jordan-Ferri-,Matchweek 34,7,0,0,12,2,0,0,0,0.0,0.0,0.0,0,0,11,12,91.7,44,11,43,0,0
3414,Jordan-Ferri-,Matchweek 35,11,0,0,17,1,1,0,0,0.0,0.0,0.1,1,0,10,14,71.4,19,11,36,1,1
3415,Jordan-Ferri-,Matchweek 36,8,1,0,12,2,0,0,0,0.1,0.1,0.0,1,0,9,9,100.0,67,10,22,1,1
3416,Jordan-Ferri-,Matchweek 37,2,0,0,4,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,6,1,0,0,0
3417,Jordan-Ferri-,Matchweek 38,6,1,0,7,9,2,1,0,0.0,0.0,0.0,0,0,3,4,75.0,19,5,32,1,1
3418,Jordan-Ferri-,,1235,11,1,811,247,24,7,11,0.6,0.6,1.4,31,5,632,708,89.3,2999,611,1981,7,10
3419,Sergi-Darder-,Matchweek 1,85,1,0,73,5,2,1,0,0.0,0.0,0.0,0,0,58,67,86.6,281,59,107,1,3
3420,Sergi-Darder-,Matchweek 2,90,1,1,56,22,4,3,0,0.0,0.0,0.0,2,0,38,48,79.2,127,38,158,1,2
3421,Sergi-Darder-,Matchweek 3,35,0,0,27,3,1,1,0,0.0,0.0,0.0,0,0,22,23,95.7,70,21,24,0,0
3422,Sergi-Darder-,Matchweek 3,75,0,0,20,19,2,1,0,0.0,0.0,0.0,0,0,7,14,50.0,37,12,18,0,0
3423,Sergi-Darder-,Matchweek 4,82,0,0,41,9,4,0,1,0.0,0.0,0.0,2,1,30,33,90.9,142,26,60,0,0
3424,Sergi-Darder-,Matchweek 5,90,0,0,61,18,2,1,0,0.0,0.0,0.3,4,0,45,55,81.8,325,42,134,0,0
3425,Sergi-Darder-,Matchweek 6,90,2,0,43,26,1,2,6,0.0,0.0,0.3,1,0,26,30,86.7,143,30,105,1,1
3426,Sergi-Darder-,Matchweek 7,90,1,0,52,32,2,0,3,0.0,0.0,0.1,1,0,35,43,81.4,163,38,100,1,1
3427,Sergi-Darder-,Matchweek 8,90,3,1,75,12,0,0,1,0.1,0.1,0.1,2,0,48,65,73.8,298,51,137,1,2
3428,Sergi-Darder-,Matchweek 9,90,0,0,43,26,3,1,0,0.0,0.0,0.0,0,0,30,34,88.2,139,31,53,0,0
3429,Sergi-Darder-,Round of 32,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3430,Sergi-Darder-,Matchweek 10,85,0,0,48,33,3,2,1,0.0,0.0,0.2,3,0,30,45,66.7,235,32,59,1,1
3431,Sergi-Darder-,Matchweek 11,90,0,0,66,18,2,3,0,0.0,0.0,0.1,2,0,47,61,77.0,267,54,161,3,3
3432,Sergi-Darder-,Matchweek 12,90,2,0,69,22,2,4,0,0.1,0.1,0.0,1,0,52,62,83.9,408,61,195,2,2
3433,Sergi-Darder-,Matchweek 13,90,3,2,57,18,1,8,0,0.1,0.1,0.0,1,0,30,48,62.5,195,37,137,0,0
3434,Sergi-Darder-,Round of 32,36,,,,,,,,,,,,,,,,,,,,
3435,Sergi-Darder-,Matchweek 14,90,2,0,38,7,2,2,2,0.1,0.1,0.0,0,0,24,31,77.4,113,24,49,2,2
3436,Sergi-Darder-,Matchweek 15,90,1,0,62,14,3,1,1,0.0,0.0,0.0,1,0,46,55,83.6,252,41,82,1,1
3437,Sergi-Darder-,Matchweek 16,90,1,0,49,27,1,4,1,0.1,0.1,0.1,3,1,34,41,82.9,195,31,60,1,2
3438,Sergi-Darder-,Matchweek 17,86,1,1,43,55,0,0,1,0.0,0.0,0.0,0,0,31,36,86.1,187,34,80,4,5
3439,Sergi-Darder-,Round of 16,14,,,,,,,,,,,,,,,,,,,,
3440,Sergi-Darder-,Matchweek 18,90,1,1,48,21,2,0,3,0.1,0.1,0.0,0,0,24,36,66.7,127,28,57,1,1
3441,Sergi-Darder-,Round of 16,8,,,,,,,,,,,,,,,,,,,,
3442,Sergi-Darder-,Matchweek 19,90,1,0,66,23,3,3,3,0.1,0.1,0.2,4,0,41,53,77.4,214,43,83,1,3
3443,Sergi-Darder-,Quarter-finals,45,,,,,,,,,,,,,,,,,,,,
3444,Sergi-Darder-,Matchweek 20,90,0,0,55,30,1,0,1,0.0,0.0,0.0,2,0,35,49,71.4,148,39,117,2,2
3445,Sergi-Darder-,Quarter-finals,45,,,,,,,,,,,,,,,,,,,,
3446,Sergi-Darder-,Matchweek 21,22,0,0,11,2,0,0,0,0.0,0.0,0.0,0,0,5,10,50.0,38,10,7,0,0
3447,Sergi-Darder-,Matchweek 22,90,1,0,47,31,3,6,3,0.0,0.0,0.0,0,0,23,31,74.2,187,19,25,1,2
3448,Sergi-Darder-,Matchweek 23,73,0,0,30,24,0,2,0,0.0,0.0,0.0,0,0,16,27,59.3,60,22,42,1,1
3449,Sergi-Darder-,Matchweek 24,45,0,0,29,17,2,0,0,0.0,0.0,0.0,0,0,20,26,76.9,209,24,88,0,0
3450,Sergi-Darder-,Matchweek 25,90,0,0,71,18,1,0,1,0.0,0.0,0.0,0,0,55,62,88.7,261,53,69,1,1
3451,Sergi-Darder-,Matchweek 26,90,2,0,49,10,2,3,3,0.0,0.0,0.0,1,0,28,34,82.4,202,29,57,0,0
3452,Sergi-Darder-,Matchweek 27,76,0,0,52,8,1,0,1,0.0,0.0,0.1,4,0,38,48,79.2,230,34,79,0,0
3453,Sergi-Darder-,,,,,,,,,,,,,,,,,,,,,,
3454,Sergi-Darder-,Matchweek 29,45,1,0,24,13,3,3,1,0.0,0.0,0.0,2,0,12,16,75.0,30,15,31,0,0
3455,Sergi-Darder-,Matchweek 30,90,1,0,77,32,4,4,3,0.0,0.0,0.0,2,0,58,65,89.2,401,62,277,2,3
3456,Sergi-Darder-,Matchweek 31,90,2,2,83,20,2,0,0,0.0,0.0,0.0,1,0,68,76,89.5,317,74,139,1,1
3457,Sergi-Darder-,Matchweek 32,90,0,0,67,10,1,2,0,0.0,0.0,0.0,1,0,52,61,85.2,325,57,105,0,0
3458,Sergi-Darder-,Matchweek 33,90,1,0,58,28,1,1,2,0.3,0.3,0.2,3,0,36,51,70.6,284,45,80,2,2
3459,Sergi-Darder-,Matchweek 34,71,0,0,32,18,1,2,1,0.0,0.0,0.7,3,2,16,23,69.6,192,22,80,1,1
3460,Sergi-Darder-,Matchweek 35,90,1,1,54,17,1,0,0,0.0,0.0,0.0,0,0,37,48,77.1,172,39,156,2,2
3461,Sergi-Darder-,Matchweek 36,73,1,0,59,12,1,1,2,0.0,0.0,0.1,2,0,46,56,82.1,140,50,108,0,0
3462,Sergi-Darder-,Matchweek 37,71,0,0,64,11,1,1,1,0.0,0.0,0.5,3,0,55,60,91.7,325,53,114,2,2
3463,Sergi-Darder-,Matchweek 38,6,0,0,7,0,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,18,6,4,0,0
3464,Sergi-Darder-,,3148,30,9,1906,711,65,62,42,1.2,1.2,2.7,51,4,1304,1630,80.0,7457,1386,3437,36,46
3465,Myziane-Maolida-,Matchweek 1,14,0,0,6,3,0,0,1,0.0,0.0,0.0,0,0,3,4,75.0,6,4,6,0,1
3466,Myziane-Maolida-,Matchweek 2,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3467,Myziane-Maolida-,Matchweek 3,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3468,Myziane-Maolida-,Matchweek 4,21,0,0,8,6,1,0,0,0.0,0.0,0.0,0,0,5,5,100.0,5,7,16,0,0
3469,Myziane-Maolida-,Matchweek 5,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3470,Myziane-Maolida-,Group stage,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3471,Myziane-Maolida-,,,,,,,,,,,,,,,,,,,,,,
3472,Myziane-Maolida-,Matchweek 7,12,1,0,2,1,0,0,0,0.1,0.1,0.0,0,0,0,1,0.0,0,1,9,0,0
3473,Myziane-Maolida-,Group stage,20,1,0,10,5,1,0,0,0.2,0.2,0.0,0,0,3,6,50.0,7,6,26,0,0
3474,Myziane-Maolida-,Matchweek 8,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3475,Myziane-Maolida-,Matchweek 9,10,1,0,7,3,1,0,0,0.0,0.0,0.0,1,0,5,5,100.0,12,7,49,1,1
3476,Myziane-Maolida-,Group stage,70,1,0,28,27,1,0,0,0.3,0.3,0.2,1,0,14,19,73.7,45,24,117,6,8
3477,Myziane-Maolida-,Matchweek 10,11,1,1,7,6,0,0,1,0.1,0.1,0.0,2,1,5,5,100.0,8,6,35,1,1
3478,Myziane-Maolida-,Matchweek 11,13,1,0,10,7,0,0,0,0.0,0.0,0.2,2,0,4,7,57.1,40,9,88,1,1
3479,Myziane-Maolida-,,,,,,,,,,,,,,,,,,,,,,
3480,Myziane-Maolida-,Group stage,16,3,2,11,6,1,1,0,0.3,0.3,0.0,3,1,5,7,71.4,28,12,108,2,2
3481,Myziane-Maolida-,Matchweek 14,15,1,1,12,0,0,0,0,0.2,0.2,0.0,0,0,6,10,60.0,7,12,62,0,0
3482,Myziane-Maolida-,Matchweek 15,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3483,Myziane-Maolida-,Matchweek 16,14,0,0,9,3,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,3,7,9,0,2
3484,Myziane-Maolida-,,,,,,,,,,,,,,,,,,,,,,
3485,Myziane-Maolida-,Round of 16,90,,,,,,,,,,,,,,,,,,,,
3486,Myziane-Maolida-,Matchweek 18,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3487,Myziane-Maolida-,Matchweek 19,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3488,Myziane-Maolida-,Round of 64,20,,,,,,,,,,,,,,,,,,,,
3489,Myziane-Maolida-,Matchweek 20,72,1,0,34,5,1,0,1,0.1,0.1,0.1,3,0,16,24,66.7,23,20,38,0,0
3490,Myziane-Maolida-,,,,,,,,,,,,,,,,,,,,,,
3491,Myziane-Maolida-,Matchweek 24,4,1,0,4,0,0,0,0,0.0,0.0,0.0,1,0,2,3,66.7,3,4,10,1,1
3492,Myziane-Maolida-,Round of 16,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3493,Myziane-Maolida-,,,,,,,,,,,,,,,,,,,,,,
3494,Myziane-Maolida-,Round of 32,3,0,0,,,,0,,,,,,,,,,,,,,
3495,Myziane-Maolida-,Matchweek 27,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
3496,Myziane-Maolida-,Quarter-finals,90,,,,,,,,,,,,,,,,,,,,
3497,Myziane-Maolida-,Matchweek 28,16,2,1,11,4,0,0,0,0.1,0.1,0.0,2,0,6,7,85.7,23,11,27,1,1
3498,Myziane-Maolida-,Round of 16,5,0,0,,,,0,,,,,,,,,,,,,,
3499,Myziane-Maolida-,Matchweek 29,66,1,1,53,12,3,0,0,0.2,0.2,0.2,6,1,33,39,84.6,111,40,117,1,2
3500,Myziane-Maolida-,Round of 16,22,1,0,,,,0,,,,,,,,,,,,,,
